study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA485056	SAMN09781727	SRX4520250	SRR7658636	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658636/SRR7658636.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658636/SRR7658636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658636/SRR7658636_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/006/SRR7658636
PRJNA485056	SAMN09781728	SRX4520249	SRR7658637	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658637/SRR7658637.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658637/SRR7658637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658637/SRR7658637_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/007/SRR7658637
PRJNA485056	SAMN09781729	SRX4520248	SRR7658638	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658638/SRR7658638.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658638/SRR7658638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658638/SRR7658638_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/008/SRR7658638
PRJNA485056	SAMN09781788	SRX4520247	SRR7658639	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658639/SRR7658639.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658639/SRR7658639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658639/SRR7658639_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/009/SRR7658639
PRJNA485056	SAMN09781789	SRX4520246	SRR7658640	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658640/SRR7658640.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658640/SRR7658640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658640/SRR7658640_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/000/SRR7658640
PRJNA485056	SAMN09781782	SRX4520245	SRR7658641	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658641/SRR7658641.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658641/SRR7658641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658641/SRR7658641_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/001/SRR7658641
PRJNA485056	SAMN09781783	SRX4520244	SRR7658642	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658642/SRR7658642.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658642/SRR7658642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658642/SRR7658642_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/002/SRR7658642
PRJNA485056	SAMN09781780	SRX4520243	SRR7658643	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658643/SRR7658643.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658643/SRR7658643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658643/SRR7658643_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/003/SRR7658643
PRJNA485056	SAMN09781781	SRX4520242	SRR7658644	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658644/SRR7658644.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658644/SRR7658644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658644/SRR7658644_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/004/SRR7658644
PRJNA485056	SAMN09781786	SRX4520241	SRR7658645	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658645/SRR7658645.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658645/SRR7658645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658645/SRR7658645_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/005/SRR7658645
PRJNA485056	SAMN09781787	SRX4520240	SRR7658646	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658646/SRR7658646.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658646/SRR7658646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658646/SRR7658646_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/006/SRR7658646
PRJNA485056	SAMN09781784	SRX4520239	SRR7658647	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658647/SRR7658647.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658647/SRR7658647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658647/SRR7658647_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/007/SRR7658647
PRJNA485056	SAMN09781785	SRX4520238	SRR7658648	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658648/SRR7658648.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658648/SRR7658648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658648/SRR7658648_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/008/SRR7658648
PRJNA485056	SAMN09781759	SRX4520237	SRR7658649	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658649/SRR7658649.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658649/SRR7658649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658649/SRR7658649_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/009/SRR7658649
PRJNA485056	SAMN09781758	SRX4520236	SRR7658650	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658650/SRR7658650.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658650/SRR7658650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658650/SRR7658650_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/000/SRR7658650
PRJNA485056	SAMN09781755	SRX4520235	SRR7658651	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658651/SRR7658651.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658651/SRR7658651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658651/SRR7658651_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/001/SRR7658651
PRJNA485056	SAMN09781754	SRX4520234	SRR7658652	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658652/SRR7658652.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658652/SRR7658652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658652/SRR7658652_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/002/SRR7658652
PRJNA485056	SAMN09781757	SRX4520233	SRR7658653	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658653/SRR7658653.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658653/SRR7658653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658653/SRR7658653_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/003/SRR7658653
PRJNA485056	SAMN09781756	SRX4520232	SRR7658654	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658654/SRR7658654.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658654/SRR7658654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658654/SRR7658654_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/004/SRR7658654
PRJNA485056	SAMN09781751	SRX4520231	SRR7658655	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658655/SRR7658655.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658655/SRR7658655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658655/SRR7658655_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/005/SRR7658655
PRJNA485056	SAMN09781750	SRX4520230	SRR7658656	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658656/SRR7658656.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658656/SRR7658656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658656/SRR7658656_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/006/SRR7658656
PRJNA485056	SAMN09781753	SRX4520229	SRR7658657	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658657/SRR7658657.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658657/SRR7658657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658657/SRR7658657_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/007/SRR7658657
PRJNA485056	SAMN09781752	SRX4520228	SRR7658658	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658658/SRR7658658.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658658/SRR7658658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658658/SRR7658658_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/008/SRR7658658
PRJNA485056	SAMN09781773	SRX4520227	SRR7658659	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658659/SRR7658659.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658659/SRR7658659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658659/SRR7658659_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/009/SRR7658659
PRJNA485056	SAMN09781772	SRX4520226	SRR7658660	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658660/SRR7658660.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658660/SRR7658660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658660/SRR7658660_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/000/SRR7658660
PRJNA485056	SAMN09781771	SRX4520225	SRR7658661	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658661/SRR7658661.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658661/SRR7658661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658661/SRR7658661_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/001/SRR7658661
PRJNA485056	SAMN09781770	SRX4520224	SRR7658662	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658662/SRR7658662.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658662/SRR7658662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658662/SRR7658662_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/002/SRR7658662
PRJNA485056	SAMN09781777	SRX4520223	SRR7658663	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658663/SRR7658663.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658663/SRR7658663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658663/SRR7658663_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/003/SRR7658663
PRJNA485056	SAMN09781776	SRX4520222	SRR7658664	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658664/SRR7658664.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658664/SRR7658664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658664/SRR7658664_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/004/SRR7658664
PRJNA485056	SAMN09781775	SRX4520221	SRR7658665	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658665/SRR7658665.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658665/SRR7658665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658665/SRR7658665_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/005/SRR7658665
PRJNA485056	SAMN09781774	SRX4520220	SRR7658666	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658666/SRR7658666.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658666/SRR7658666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658666/SRR7658666_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/006/SRR7658666
PRJNA485056	SAMN09781791	SRX4520219	SRR7658667	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658667/SRR7658667.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658667/SRR7658667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658667/SRR7658667_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/007/SRR7658667
PRJNA485056	SAMN09781790	SRX4520218	SRR7658668	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658668/SRR7658668.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658668/SRR7658668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658668/SRR7658668_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/008/SRR7658668
PRJNA485056	SAMN09781779	SRX4520217	SRR7658669	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658669/SRR7658669.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658669/SRR7658669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658669/SRR7658669_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/009/SRR7658669
PRJNA485056	SAMN09781778	SRX4520216	SRR7658670	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658670/SRR7658670.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658670/SRR7658670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658670/SRR7658670_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/000/SRR7658670
PRJNA485056	SAMN09781748	SRX4520215	SRR7658671	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658671/SRR7658671.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658671/SRR7658671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658671/SRR7658671_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/001/SRR7658671
PRJNA485056	SAMN09781749	SRX4520214	SRR7658672	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658672/SRR7658672.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658672/SRR7658672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658672/SRR7658672_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/002/SRR7658672
PRJNA485056	SAMN09781746	SRX4520213	SRR7658673	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658673/SRR7658673.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658673/SRR7658673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658673/SRR7658673_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/003/SRR7658673
PRJNA485056	SAMN09781747	SRX4520212	SRR7658674	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658674/SRR7658674.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658674/SRR7658674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658674/SRR7658674_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/004/SRR7658674
PRJNA485056	SAMN09781744	SRX4520211	SRR7658675	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658675/SRR7658675.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658675/SRR7658675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658675/SRR7658675_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/005/SRR7658675
PRJNA485056	SAMN09781745	SRX4520210	SRR7658676	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658676/SRR7658676.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658676/SRR7658676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658676/SRR7658676_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/006/SRR7658676
PRJNA485056	SAMN09781742	SRX4520209	SRR7658677	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658677/SRR7658677.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658677/SRR7658677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658677/SRR7658677_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/007/SRR7658677
PRJNA485056	SAMN09781743	SRX4520208	SRR7658678	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658678/SRR7658678.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658678/SRR7658678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658678/SRR7658678_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/008/SRR7658678
PRJNA485056	SAMN09781740	SRX4520207	SRR7658679	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658679/SRR7658679.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658679/SRR7658679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658679/SRR7658679_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/009/SRR7658679
PRJNA485056	SAMN09781741	SRX4520206	SRR7658680	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658680/SRR7658680.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658680/SRR7658680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658680/SRR7658680_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/000/SRR7658680
PRJNA485056	SAMN09781699	SRX4520205	SRR7658681	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658681/SRR7658681.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658681/SRR7658681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/001/SRR7658681/SRR7658681_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/001/SRR7658681
PRJNA485056	SAMN09781698	SRX4520204	SRR7658682	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658682/SRR7658682.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658682/SRR7658682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/002/SRR7658682/SRR7658682_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/002/SRR7658682
PRJNA485056	SAMN09781693	SRX4520203	SRR7658683	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658683/SRR7658683.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658683/SRR7658683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/003/SRR7658683/SRR7658683_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/003/SRR7658683
PRJNA485056	SAMN09781692	SRX4520202	SRR7658684	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658684/SRR7658684.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658684/SRR7658684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/004/SRR7658684/SRR7658684_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/004/SRR7658684
PRJNA485056	SAMN09781691	SRX4520201	SRR7658685	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658685/SRR7658685.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658685/SRR7658685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/005/SRR7658685/SRR7658685_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/005/SRR7658685
PRJNA485056	SAMN09781690	SRX4520200	SRR7658686	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658686/SRR7658686.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658686/SRR7658686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/006/SRR7658686/SRR7658686_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/006/SRR7658686
PRJNA485056	SAMN09781697	SRX4520199	SRR7658687	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658687/SRR7658687.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658687/SRR7658687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/007/SRR7658687/SRR7658687_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/007/SRR7658687
PRJNA485056	SAMN09781696	SRX4520198	SRR7658688	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658688/SRR7658688.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658688/SRR7658688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/008/SRR7658688/SRR7658688_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/008/SRR7658688
PRJNA485056	SAMN09781695	SRX4520197	SRR7658689	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658689/SRR7658689.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658689/SRR7658689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/009/SRR7658689/SRR7658689_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/009/SRR7658689
PRJNA485056	SAMN09781694	SRX4520196	SRR7658690	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658690/SRR7658690.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658690/SRR7658690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/000/SRR7658690/SRR7658690_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR765/000/SRR7658690
