site, alts, refs, total
411483.3.peg.588.site.15, 0, 150, 150
411483.3.peg.588.site.16, 18, 150, 168
411483.3.peg.588.site.17, 7, 146, 153
411483.3.peg.588.site.18, 1, 148, 149
411483.3.peg.588.site.19, 3, 150, 153
411483.3.peg.588.site.20, 29, 142, 171
411483.3.peg.588.site.21, 4, 150, 154
411483.3.peg.588.site.22, 12, 145, 157
411483.3.peg.588.site.23, 15, 145, 160
411483.3.peg.588.site.24, 93, 139, 232
411483.3.peg.588.site.25, 1, 146, 147
411483.3.peg.588.site.26, 11, 138, 149
411483.3.peg.588.site.27, 2, 147, 149
411483.3.peg.588.site.28, 5, 145, 150
411483.3.peg.588.site.29, 1, 146, 147
411483.3.peg.588.site.30, 2, 148, 150
411483.3.peg.588.site.31, 48, 142, 190
411483.3.peg.588.site.32, 10, 148, 158
411483.3.peg.588.site.33, 0, 151, 151
411483.3.peg.588.site.34, 6, 146, 152
411483.3.peg.588.site.35, 2, 148, 150
411483.3.peg.588.site.36, 5, 143, 148
411483.3.peg.588.site.37, 11, 139, 150
411483.3.peg.588.site.38, 104, 136, 240
411483.3.peg.588.site.39, 15, 141, 156
411483.3.peg.588.site.40, 1, 140, 141
411483.3.peg.588.site.41, 3, 146, 149
411483.3.peg.588.site.42, 7, 142, 149
411483.3.peg.588.site.43, 6, 143, 149
411483.3.peg.588.site.44, 8, 143, 151
411483.3.peg.588.site.45, 43, 139, 182
411483.3.peg.588.site.46, 2, 147, 149
411483.3.peg.588.site.47, 1, 148, 149
411483.3.peg.588.site.48, 106, 135, 241
411483.3.peg.588.site.49, 8, 142, 150
411483.3.peg.588.site.50, 4, 143, 147
411483.3.peg.588.site.51, 5, 109, 114
411483.3.peg.588.site.52, 1, 103, 104
411483.3.peg.588.site.53, 2, 78, 80
411483.3.peg.588.site.54, 5, 65, 70
411483.3.peg.588.site.55, 63, 70, 133
411483.3.peg.588.site.56, 1, 78, 79
411483.3.peg.588.site.57, 74, 84, 158
411483.3.peg.588.site.58, 90, 94, 184
411483.3.peg.588.site.59, 82, 129, 211
411483.3.peg.588.site.60, 39, 128, 167
411483.3.peg.588.site.61, 5, 145, 150
411483.3.peg.588.site.62, 1, 145, 146
411483.3.peg.588.site.63, 3, 144, 147
411483.3.peg.588.site.64, 57, 135, 192
411483.3.peg.588.site.65, 1, 144, 145
411483.3.peg.588.site.66, 2, 140, 142
411483.3.peg.588.site.67, 3, 140, 143
411483.3.peg.588.site.68, 1, 143, 144
411483.3.peg.588.site.69, 0, 137, 137
411483.3.peg.588.site.70, 24, 127, 151
411483.3.peg.588.site.71, 5, 135, 140
411483.3.peg.588.site.72, 7, 140, 147
411483.3.peg.588.site.73, 75, 132, 207
411483.3.peg.588.site.74, 2, 145, 147
411483.3.peg.859.site.1, 0, 151, 151
411483.3.peg.859.site.2, 4, 145, 149
411483.3.peg.859.site.3, 19, 148, 167
411483.3.peg.859.site.4, 4, 146, 150
411483.3.peg.859.site.5, 6, 148, 154
411483.3.peg.859.site.6, 2, 150, 152
411483.3.peg.859.site.7, 1, 151, 152
411483.3.peg.859.site.8, 6, 144, 150
411483.3.peg.859.site.9, 3, 149, 152
411483.3.peg.859.site.10, 2, 145, 147
411483.3.peg.859.site.11, 1, 143, 144
411483.3.peg.859.site.12, 0, 142, 142
411483.3.peg.859.site.13, 2, 139, 141
411483.3.peg.859.site.14, 3, 142, 145
411483.3.peg.859.site.15, 1, 143, 144
411483.3.peg.859.site.16, 14, 136, 150
411483.3.peg.859.site.17, 3, 142, 145
411483.3.peg.859.site.18, 95, 130, 225
411483.3.peg.859.site.19, 1, 140, 141
411483.3.peg.859.site.20, 35, 130, 165
411483.3.peg.859.site.21, 1, 143, 144
411483.3.peg.859.site.22, 2, 142, 144
411483.3.peg.859.site.23, 4, 138, 142
411483.3.peg.859.site.24, 3, 139, 142
411483.3.peg.859.site.25, 43, 122, 165
411483.3.peg.859.site.26, 48, 122, 170
411483.3.peg.859.site.27, 6, 124, 130
411483.3.peg.859.site.28, 19, 117, 136
411483.3.peg.859.site.29, 4, 136, 140
411483.3.peg.859.site.30, 4, 141, 145
411483.3.peg.859.site.31, 3, 142, 145
411483.3.peg.859.site.32, 2, 144, 146
411483.3.peg.859.site.33, 1, 138, 139
411483.3.peg.859.site.34, 11, 136, 147
411483.3.peg.859.site.35, 11, 140, 151
411483.3.peg.859.site.36, 0, 143, 143
411483.3.peg.859.site.37, 3, 142, 145
411483.3.peg.859.site.38, 1, 143, 144
411483.3.peg.859.site.39, 10, 137, 147
411483.3.peg.859.site.40, 2, 142, 144
411483.3.peg.859.site.41, 1, 142, 143
411483.3.peg.859.site.42, 1, 147, 148
411483.3.peg.859.site.43, 0, 145, 145
411483.3.peg.859.site.44, 2, 146, 148
411483.3.peg.859.site.45, 140, 145, 285
411483.3.peg.859.site.46, 10, 141, 151
411483.3.peg.859.site.47, 4, 140, 144
411483.3.peg.859.site.48, 4, 142, 146
411483.3.peg.859.site.49, 0, 141, 141
411483.3.peg.859.site.50, 9, 129, 138
411483.3.peg.859.site.51, 133, 133, 266
411483.3.peg.859.site.52, 9, 127, 136
411483.3.peg.859.site.53, 4, 134, 138
411483.3.peg.859.site.54, 2, 134, 136
411483.3.peg.859.site.55, 16, 127, 143
411483.3.peg.859.site.56, 0, 137, 137
411483.3.peg.859.site.57, 3, 138, 141
411483.3.peg.859.site.58, 20, 133, 153
411483.3.peg.859.site.59, 5, 136, 141
411483.3.peg.859.site.60, 0, 141, 141
411483.3.peg.859.site.61, 8, 137, 145
411483.3.peg.859.site.62, 11, 135, 146
411483.3.peg.859.site.63, 0, 121, 121
411483.3.peg.859.site.64, 4, 117, 121
411483.3.peg.859.site.65, 7, 118, 125
411483.3.peg.859.site.66, 47, 104, 151
411483.3.peg.859.site.67, 100, 101, 201
411483.3.peg.859.site.68, 9, 121, 130
411483.3.peg.859.site.69, 1, 126, 127
411483.3.peg.859.site.70, 32, 119, 151
411483.3.peg.859.site.71, 4, 131, 135
411483.3.peg.859.site.72, 70, 130, 200
411483.3.peg.859.site.73, 3, 145, 148
411483.3.peg.859.site.74, 7, 145, 152
411483.3.peg.859.site.75, 14, 146, 160
411483.3.peg.859.site.76, 1, 147, 148
411483.3.peg.859.site.77, 6, 147, 153
411483.3.peg.859.site.78, 3, 147, 150
411483.3.peg.859.site.79, 11, 145, 156
411483.3.peg.859.site.80, 1, 146, 147
411483.3.peg.859.site.81, 86, 138, 224
411483.3.peg.859.site.82, 43, 139, 182
411483.3.peg.859.site.83, 29, 139, 168
411483.3.peg.859.site.84, 2, 148, 150
411483.3.peg.859.site.85, 0, 146, 146
411483.3.peg.859.site.86, 4, 148, 152
411483.3.peg.859.site.87, 3, 148, 151
411483.3.peg.859.site.88, 3, 144, 147
411483.3.peg.859.site.89, 9, 142, 151
411483.3.peg.859.site.90, 5, 143, 148
411483.3.peg.859.site.91, 64, 132, 196
411483.3.peg.859.site.92, 16, 145, 161
411483.3.peg.859.site.93, 1, 150, 151
411483.3.peg.859.site.94, 12, 149, 161
411483.3.peg.859.site.95, 101, 141, 242
411483.3.peg.859.site.96, 4, 153, 157
411483.3.peg.859.site.97, 3, 152, 155
411483.3.peg.859.site.98, 1, 152, 153
411483.3.peg.859.site.99, 1, 146, 147
411483.3.peg.859.site.100, 3, 149, 152
411483.3.peg.859.site.101, 1, 145, 146
411483.3.peg.859.site.102, 0, 146, 146
411483.3.peg.859.site.103, 0, 152, 152
411483.3.peg.859.site.104, 6, 149, 155
411483.3.peg.859.site.105, 8, 151, 159
411483.3.peg.859.site.106, 0, 149, 149
411483.3.peg.859.site.107, 0, 151, 151
411483.3.peg.859.site.108, 1, 152, 153
411483.3.peg.859.site.109, 1, 146, 147
411483.3.peg.859.site.110, 2, 146, 148
411483.3.peg.859.site.111, 3, 142, 145
411483.3.peg.859.site.112, 1, 129, 130
411483.3.peg.859.site.113, 1, 139, 140
411483.3.peg.859.site.114, 0, 134, 134
411483.3.peg.859.site.115, 0, 138, 138
411483.3.peg.859.site.116, 34, 132, 166
411483.3.peg.859.site.117, 1, 151, 152
411483.3.peg.859.site.118, 1, 153, 154
411483.3.peg.859.site.119, 2, 152, 154
411483.3.peg.859.site.120, 1, 151, 152
411483.3.peg.859.site.121, 2, 152, 154
411483.3.peg.859.site.122, 1, 152, 153
411483.3.peg.859.site.123, 3, 152, 155
411483.3.peg.859.site.124, 2, 147, 149
411483.3.peg.859.site.125, 7, 154, 161
411483.3.peg.859.site.126, 1, 154, 155
411483.3.peg.859.site.127, 2, 154, 156
411483.3.peg.859.site.128, 2, 150, 152
411483.3.peg.859.site.129, 2, 149, 151
411483.3.peg.859.site.130, 6, 143, 149
411483.3.peg.859.site.131, 2, 140, 142
411483.3.peg.859.site.132, 5, 143, 148
411483.3.peg.859.site.133, 5, 145, 150
411483.3.peg.859.site.134, 3, 152, 155
411483.3.peg.859.site.135, 3, 150, 153
411483.3.peg.859.site.136, 22, 144, 166
411483.3.peg.859.site.137, 2, 150, 152
411483.3.peg.859.site.138, 50, 140, 190
411483.3.peg.859.site.139, 3, 150, 153
411483.3.peg.859.site.140, 2, 152, 154
411483.3.peg.859.site.141, 70, 141, 211
411483.3.peg.859.site.142, 0, 152, 152
411483.3.peg.859.site.143, 7, 153, 160
411483.3.peg.859.site.144, 140, 151, 291
411483.3.peg.859.site.145, 1, 154, 155
411483.3.peg.859.site.146, 2, 154, 156
411483.3.peg.859.site.147, 3, 155, 158
411483.3.peg.859.site.148, 8, 154, 162
411483.3.peg.859.site.149, 8, 152, 160
411483.3.peg.859.site.150, 0, 154, 154
411483.3.peg.859.site.151, 5, 153, 158
411483.3.peg.859.site.152, 7, 147, 154
411483.3.peg.859.site.153, 2, 151, 153
411483.3.peg.859.site.154, 19, 141, 160
411483.3.peg.859.site.155, 4, 152, 156
411483.3.peg.859.site.156, 4, 151, 155
411483.3.peg.859.site.157, 2, 150, 152
411483.3.peg.859.site.158, 1, 143, 144
411483.3.peg.859.site.159, 21, 140, 161
411483.3.peg.859.site.160, 10, 150, 160
411483.3.peg.859.site.161, 1, 151, 152
411483.3.peg.859.site.162, 0, 145, 145
411483.3.peg.859.site.163, 10, 141, 151
411483.3.peg.859.site.164, 5, 138, 143
411483.3.peg.859.site.165, 74, 127, 201
411483.3.peg.859.site.166, 4, 139, 143
411483.3.peg.859.site.167, 92, 124, 216
411483.3.peg.859.site.168, 129, 129, 258
411483.3.peg.859.site.169, 5, 118, 123
411483.3.peg.859.site.170, 2, 127, 129
411483.3.peg.859.site.171, 8, 117, 125
411483.3.peg.859.site.172, 1, 125, 126
411483.3.peg.859.site.173, 3, 127, 130
411483.3.peg.859.site.174, 1, 117, 118
411483.3.peg.859.site.175, 19, 101, 120
411483.3.peg.859.site.176, 1, 118, 119
411483.3.peg.859.site.177, 5, 124, 129
411483.3.peg.859.site.178, 1, 119, 120
411483.3.peg.859.site.179, 39, 123, 162
411483.3.peg.859.site.180, 3, 126, 129
411483.3.peg.859.site.181, 4, 135, 139
411483.3.peg.859.site.182, 7, 133, 140
411483.3.peg.859.site.183, 36, 122, 158
411483.3.peg.859.site.184, 2, 134, 136
411483.3.peg.858.site.1, 2, 152, 154
411483.3.peg.858.site.2, 14, 151, 165
411483.3.peg.858.site.3, 1, 151, 152
411483.3.peg.858.site.4, 0, 153, 153
411483.3.peg.858.site.5, 28, 144, 172
411483.3.peg.858.site.6, 3, 150, 153
411483.3.peg.858.site.7, 9, 152, 161
411483.3.peg.858.site.8, 1, 150, 151
411483.3.peg.858.site.9, 0, 150, 150
411483.3.peg.858.site.10, 13, 149, 162
411483.3.peg.858.site.11, 111, 142, 253
411483.3.peg.858.site.12, 9, 152, 161
411483.3.peg.858.site.13, 46, 143, 189
411483.3.peg.858.site.14, 0, 144, 144
411483.3.peg.858.site.15, 1, 144, 145
411483.3.peg.858.site.16, 8, 145, 153
411483.3.peg.858.site.17, 16, 146, 162
411483.3.peg.858.site.18, 1, 150, 151
411483.3.peg.858.site.19, 81, 144, 225
411483.3.peg.858.site.20, 2, 151, 153
411483.3.peg.858.site.21, 94, 142, 236
411483.3.peg.858.site.22, 34, 139, 173
411483.3.peg.858.site.23, 0, 150, 150
411483.3.peg.858.site.24, 51, 142, 193
411483.3.peg.858.site.25, 1, 149, 150
411483.3.peg.858.site.26, 1, 148, 149
411483.3.peg.858.site.27, 57, 143, 200
411483.3.peg.858.site.28, 1, 152, 153
411483.3.peg.858.site.29, 1, 152, 153
411483.3.peg.858.site.30, 46, 146, 192
411483.3.peg.858.site.31, 4, 152, 156
411483.3.peg.858.site.32, 1, 151, 152
411483.3.peg.858.site.33, 5, 147, 152
411483.3.peg.858.site.34, 3, 150, 153
411483.3.peg.858.site.35, 1, 150, 151
411483.3.peg.858.site.36, 0, 150, 150
411483.3.peg.858.site.37, 7, 149, 156
411483.3.peg.858.site.38, 3, 150, 153
411483.3.peg.858.site.39, 12, 151, 163
411483.3.peg.858.site.40, 0, 152, 152
411483.3.peg.858.site.41, 4, 152, 156
411483.3.peg.858.site.42, 3, 150, 153
411483.3.peg.858.site.43, 1, 151, 152
411483.3.peg.858.site.44, 14, 148, 162
411483.3.peg.858.site.45, 2, 150, 152
411483.3.peg.858.site.46, 2, 150, 152
411483.3.peg.858.site.47, 6, 145, 151
411483.3.peg.858.site.48, 8, 145, 153
411483.3.peg.858.site.49, 2, 145, 147
411483.3.peg.858.site.50, 2, 148, 150
411483.3.peg.858.site.51, 10, 152, 162
411483.3.peg.858.site.52, 4, 147, 151
411483.3.peg.858.site.53, 149, 152, 301
411483.3.peg.858.site.54, 2, 152, 154
411483.3.peg.858.site.55, 11, 150, 161
411483.3.peg.858.site.56, 0, 151, 151
411483.3.peg.858.site.57, 31, 137, 168
411483.3.peg.858.site.58, 1, 143, 144
411483.3.peg.858.site.59, 2, 139, 141
411483.3.peg.858.site.60, 9, 137, 146
411483.3.peg.858.site.61, 8, 136, 144
411483.3.peg.858.site.62, 16, 135, 151
411483.3.peg.858.site.63, 2, 150, 152
411483.3.peg.858.site.64, 0, 145, 145
411483.3.peg.858.site.65, 5, 139, 144
411483.3.peg.858.site.66, 5, 135, 140
411483.3.peg.858.site.67, 7, 120, 127
411483.3.peg.858.site.68, 1, 136, 137
411483.3.peg.858.site.69, 0, 134, 134
411483.3.peg.858.site.70, 1, 141, 142
411483.3.peg.858.site.71, 3, 145, 148
411483.3.peg.858.site.72, 2, 147, 149
411483.3.peg.858.site.73, 18, 147, 165
411483.3.peg.858.site.74, 1, 150, 151
411483.3.peg.581.site.1, 1, 155, 156
411483.3.peg.581.site.2, 3, 155, 158
411483.3.peg.581.site.3, 3, 155, 158
411483.3.peg.581.site.4, 3, 155, 158
411483.3.peg.581.site.5, 6, 151, 157
411483.3.peg.581.site.6, 0, 149, 149
411483.3.peg.581.site.7, 1, 148, 149
411483.3.peg.581.site.8, 0, 144, 144
411483.3.peg.581.site.9, 99, 138, 237
411483.3.peg.581.site.10, 2, 153, 155
411483.3.peg.581.site.11, 0, 144, 144
411483.3.peg.581.site.12, 10, 148, 158
411483.3.peg.581.site.13, 0, 148, 148
411483.3.peg.581.site.14, 3, 154, 157
411483.3.peg.581.site.15, 0, 153, 153
411483.3.peg.581.site.16, 0, 153, 153
411483.3.peg.581.site.17, 2, 147, 149
411483.3.peg.581.site.18, 104, 147, 251
411483.3.peg.581.site.19, 0, 146, 146
411483.3.peg.581.site.20, 4, 150, 154
411483.3.peg.581.site.21, 0, 151, 151
411483.3.peg.581.site.22, 12, 150, 162
411483.3.peg.581.site.23, 4, 149, 153
411483.3.peg.581.site.24, 1, 151, 152
411483.3.peg.581.site.25, 11, 151, 162
411483.3.peg.581.site.26, 2, 154, 156
411483.3.peg.581.site.27, 3, 153, 156
411483.3.peg.581.site.28, 1, 153, 154
411483.3.peg.581.site.29, 4, 155, 159
411483.3.peg.581.site.30, 0, 151, 151
411483.3.peg.581.site.31, 2, 154, 156
411483.3.peg.581.site.32, 1, 153, 154
411483.3.peg.581.site.33, 4, 153, 157
411483.3.peg.581.site.34, 2, 154, 156
411483.3.peg.581.site.35, 1, 154, 155
411483.3.peg.581.site.36, 5, 152, 157
411483.3.peg.581.site.37, 154, 154, 308
411483.3.peg.581.site.38, 1, 153, 154
411483.3.peg.581.site.39, 12, 151, 163
411483.3.peg.581.site.40, 1, 155, 156
411483.3.peg.581.site.41, 133, 148, 281
411483.3.peg.581.site.42, 6, 154, 160
411483.3.peg.581.site.43, 33, 147, 180
411483.3.peg.581.site.44, 108, 146, 254
411483.3.peg.581.site.45, 3, 152, 155
411483.3.peg.581.site.46, 119, 144, 263
411483.3.peg.581.site.47, 0, 152, 152
411483.3.peg.581.site.48, 0, 152, 152
411483.3.peg.581.site.49, 5, 151, 156
411483.3.peg.581.site.50, 0, 150, 150
411483.3.peg.581.site.51, 1, 152, 153
411483.3.peg.581.site.52, 2, 150, 152
411483.3.peg.581.site.53, 6, 149, 155
411483.3.peg.581.site.54, 0, 149, 149
411483.3.peg.581.site.55, 5, 145, 150
411483.3.peg.581.site.56, 4, 147, 151
411483.3.peg.581.site.57, 6, 147, 153
411483.3.peg.581.site.58, 0, 147, 147
411483.3.peg.581.site.59, 54, 138, 192
411483.3.peg.581.site.60, 2, 148, 150
411483.3.peg.581.site.61, 3, 147, 150
411483.3.peg.581.site.62, 148, 148, 296
411483.3.peg.581.site.63, 1, 146, 147
411483.3.peg.581.site.64, 2, 151, 153
411483.3.peg.581.site.65, 3, 149, 152
411483.3.peg.581.site.66, 3, 153, 156
411483.3.peg.581.site.67, 5, 151, 156
411483.3.peg.581.site.68, 3, 147, 150
411483.3.peg.581.site.69, 2, 151, 153
411483.3.peg.581.site.70, 35, 140, 175
411483.3.peg.581.site.71, 147, 147, 294
411483.3.peg.581.site.72, 6, 147, 153
411483.3.peg.581.site.73, 0, 141, 141
411483.3.peg.581.site.74, 1, 131, 132
411483.3.peg.581.site.75, 2, 139, 141
411483.3.peg.581.site.76, 26, 131, 157
411483.3.peg.581.site.77, 1, 135, 136
411483.3.peg.581.site.78, 112, 133, 245
411483.3.peg.581.site.79, 136, 137, 273
411483.3.peg.581.site.80, 12, 137, 149
411483.3.peg.581.site.81, 19, 135, 154
411483.3.peg.581.site.82, 2, 149, 151
411483.3.peg.581.site.83, 1, 147, 148
411483.3.peg.581.site.84, 1, 151, 152
411483.3.peg.581.site.85, 2, 146, 148
411483.3.peg.581.site.86, 1, 150, 151
411483.3.peg.581.site.87, 4, 144, 148
411483.3.peg.581.site.88, 1, 133, 134
411483.3.peg.581.site.89, 1, 139, 140
411483.3.peg.581.site.90, 1, 123, 124
411483.3.peg.581.site.91, 0, 130, 130
411483.3.peg.581.site.92, 1, 137, 138
411483.3.peg.581.site.93, 2, 133, 135
411483.3.peg.581.site.94, 27, 139, 166
411483.3.peg.581.site.95, 2, 135, 137
411483.3.peg.581.site.96, 1, 143, 144
411483.3.peg.581.site.97, 99, 135, 234
411483.3.peg.581.site.98, 2, 140, 142
411483.3.peg.581.site.99, 2, 143, 145
411483.3.peg.581.site.100, 2, 146, 148
411483.3.peg.581.site.101, 2, 141, 143
411483.3.peg.581.site.102, 142, 142, 284
411483.3.peg.581.site.103, 5, 146, 151
411483.3.peg.581.site.104, 0, 148, 148
411483.3.peg.581.site.105, 1, 151, 152
411483.3.peg.581.site.106, 2, 150, 152
411483.3.peg.581.site.107, 1, 151, 152
411483.3.peg.581.site.108, 3, 149, 152
411483.3.peg.581.site.109, 104, 140, 244
411483.3.peg.581.site.110, 0, 150, 150
411483.3.peg.581.site.111, 2, 152, 154
411483.3.peg.581.site.112, 2, 152, 154
411483.3.peg.581.site.113, 3, 144, 147
411483.3.peg.581.site.114, 10, 143, 153
411483.3.peg.581.site.115, 5, 148, 153
411483.3.peg.581.site.116, 14, 150, 164
411483.3.peg.580.site.1, 1, 155, 156
411483.3.peg.580.site.2, 0, 153, 153
411483.3.peg.583.site.1, 3, 152, 155
411483.3.peg.583.site.2, 1, 148, 149
411483.3.peg.583.site.3, 12, 142, 154
411483.3.peg.583.site.4, 10, 131, 141
411483.3.peg.583.site.5, 9, 131, 140
411483.3.peg.583.site.6, 128, 128, 256
411483.3.peg.583.site.7, 0, 119, 119
411483.3.peg.583.site.8, 33, 82, 115
411483.3.peg.583.site.9, 1, 105, 106
411483.3.peg.583.site.10, 0, 105, 105
411483.3.peg.583.site.11, 0, 99, 99
411483.3.peg.583.site.12, 1, 99, 100
411483.3.peg.583.site.13, 13, 108, 121
411483.3.peg.583.site.14, 92, 109, 201
411483.3.peg.583.site.15, 10, 100, 110
411483.3.peg.583.site.16, 2, 109, 111
411483.3.peg.583.site.17, 0, 109, 109
411483.3.peg.583.site.18, 7, 99, 106
411483.3.peg.583.site.19, 5, 121, 126
411483.3.peg.583.site.20, 1, 130, 131
411483.3.peg.583.site.21, 1, 128, 129
411483.3.peg.583.site.22, 1, 138, 139
411483.3.peg.583.site.23, 3, 145, 148
411483.3.peg.583.site.24, 0, 149, 149
411483.3.peg.583.site.25, 0, 150, 150
411483.3.peg.583.site.26, 2, 150, 152
411483.3.peg.583.site.27, 1, 148, 149
411483.3.peg.583.site.28, 22, 143, 165
411483.3.peg.583.site.29, 0, 149, 149
411483.3.peg.583.site.30, 0, 149, 149
411483.3.peg.583.site.31, 62, 136, 198
411483.3.peg.583.site.32, 1, 144, 145
411483.3.peg.583.site.33, 1, 139, 140
411483.3.peg.583.site.34, 9, 122, 131
411483.3.peg.583.site.35, 1, 136, 137
411483.3.peg.583.site.36, 2, 138, 140
411483.3.peg.583.site.37, 0, 128, 128
411483.3.peg.583.site.38, 124, 124, 248
411483.3.peg.583.site.39, 3, 122, 125
411483.3.peg.583.site.40, 1, 126, 127
411483.3.peg.583.site.41, 1, 132, 133
411483.3.peg.583.site.42, 6, 144, 150
411483.3.peg.583.site.43, 11, 140, 151
411483.3.peg.583.site.44, 2, 140, 142
411483.3.peg.583.site.45, 3, 147, 150
411483.3.peg.583.site.46, 1, 144, 145
411483.3.peg.583.site.47, 1, 146, 147
411483.3.peg.583.site.48, 6, 142, 148
411483.3.peg.583.site.49, 8, 145, 153
411483.3.peg.583.site.50, 10, 144, 154
411483.3.peg.583.site.51, 4, 144, 148
411483.3.peg.583.site.52, 13, 147, 160
411483.3.peg.583.site.53, 1, 147, 148
411483.3.peg.583.site.54, 1, 149, 150
411483.3.peg.583.site.55, 4, 143, 147
411483.3.peg.583.site.56, 0, 144, 144
411483.3.peg.583.site.57, 0, 138, 138
411483.3.peg.583.site.58, 2, 148, 150
411483.3.peg.583.site.59, 1, 144, 145
411483.3.peg.583.site.60, 2, 147, 149
411483.3.peg.583.site.61, 1, 148, 149
411483.3.peg.583.site.62, 0, 146, 146
411483.3.peg.583.site.63, 19, 140, 159
411483.3.peg.583.site.64, 0, 152, 152
411483.3.peg.583.site.65, 3, 151, 154
411483.3.peg.583.site.66, 3, 150, 153
411483.3.peg.583.site.67, 9, 148, 157
411483.3.peg.583.site.68, 1, 152, 153
411483.3.peg.583.site.69, 0, 150, 150
411483.3.peg.583.site.70, 21, 146, 167
411483.3.peg.583.site.71, 3, 150, 153
411483.3.peg.583.site.72, 3, 150, 153
411483.3.peg.583.site.73, 11, 148, 159
411483.3.peg.583.site.74, 4, 149, 153
411483.3.peg.583.site.75, 1, 153, 154
411483.3.peg.583.site.76, 1, 148, 149
411483.3.peg.583.site.77, 0, 131, 131
411483.3.peg.583.site.78, 3, 145, 148
411483.3.peg.583.site.79, 1, 145, 146
411483.3.peg.583.site.80, 0, 144, 144
411483.3.peg.583.site.81, 98, 134, 232
411483.3.peg.583.site.82, 1, 142, 143
411483.3.peg.583.site.83, 2, 137, 139
411483.3.peg.583.site.84, 1, 126, 127
411483.3.peg.583.site.85, 9, 129, 138
411483.3.peg.583.site.86, 1, 129, 130
411483.3.peg.583.site.87, 1, 131, 132
411483.3.peg.583.site.88, 1, 123, 124
411483.3.peg.583.site.89, 2, 131, 133
411483.3.peg.583.site.90, 0, 130, 130
411483.3.peg.583.site.91, 63, 122, 185
411483.3.peg.583.site.92, 1, 139, 140
411483.3.peg.583.site.93, 5, 143, 148
411483.3.peg.583.site.94, 0, 148, 148
411483.3.peg.583.site.95, 0, 149, 149
411483.3.peg.583.site.96, 12, 144, 156
411483.3.peg.583.site.97, 0, 146, 146
411483.3.peg.583.site.98, 149, 149, 298
411483.3.peg.583.site.99, 19, 142, 161
411483.3.peg.583.site.100, 9, 146, 155
411483.3.peg.583.site.101, 3, 150, 153
411483.3.peg.583.site.102, 0, 147, 147
411483.3.peg.583.site.103, 2, 151, 153
411483.3.peg.583.site.104, 18, 146, 164
411483.3.peg.850.site.1, 0, 153, 153
411483.3.peg.850.site.2, 5, 150, 155
411483.3.peg.850.site.3, 2, 155, 157
411483.3.peg.850.site.4, 9, 152, 161
411483.3.peg.850.site.5, 3, 154, 157
411483.3.peg.850.site.6, 19, 150, 169
411483.3.peg.850.site.7, 6, 155, 161
411483.3.peg.850.site.8, 12, 151, 163
411483.3.peg.850.site.9, 0, 151, 151
411483.3.peg.850.site.10, 2, 137, 139
411483.3.peg.850.site.11, 0, 98, 98
411483.3.peg.850.site.12, 2, 60, 62
411483.3.peg.585.site.1, 13, 128, 141
411483.3.peg.585.site.2, 1, 110, 111
411483.3.peg.585.site.3, 5, 118, 123
411483.3.peg.585.site.4, 0, 109, 109
411483.3.peg.585.site.5, 1, 93, 94
411483.3.peg.585.site.6, 0, 80, 80
411483.3.peg.585.site.7, 8, 69, 77
411483.3.peg.585.site.8, 2, 73, 75
411483.3.peg.585.site.9, 1, 68, 69
411483.3.peg.585.site.10, 0, 70, 70
411483.3.peg.585.site.11, 7, 63, 70
411483.3.peg.585.site.12, 39, 73, 112
411483.3.peg.585.site.13, 0, 73, 73
411483.3.peg.585.site.14, 0, 74, 74
411483.3.peg.585.site.15, 0, 72, 72
411483.3.peg.585.site.16, 1, 74, 75
411483.3.peg.585.site.17, 5, 69, 74
411483.3.peg.585.site.18, 3, 85, 88
411483.3.peg.585.site.19, 28, 79, 107
411483.3.peg.585.site.20, 58, 82, 140
411483.3.peg.585.site.21, 1, 81, 82
411483.3.peg.585.site.22, 9, 89, 98
411483.3.peg.585.site.23, 70, 88, 158
411483.3.peg.585.site.24, 1, 95, 96
411483.3.peg.585.site.25, 3, 62, 65
411483.3.peg.585.site.26, 8, 61, 69
411483.3.peg.585.site.27, 2, 71, 73
411483.3.peg.585.site.28, 1, 69, 70
411483.3.peg.585.site.29, 2, 77, 79
411483.3.peg.585.site.30, 0, 99, 99
411483.3.peg.585.site.31, 1, 123, 124
411483.3.peg.585.site.32, 3, 119, 122
411483.3.peg.585.site.33, 21, 67, 88
411483.3.peg.585.site.34, 3, 63, 66
411483.3.peg.585.site.35, 37, 48, 85
411483.3.peg.585.site.36, 0, 22, 22
411483.3.peg.585.site.37, 1, 42, 43
411483.3.peg.585.site.38, 0, 59, 59
411483.3.peg.585.site.39, 0, 64, 64
411483.3.peg.585.site.40, 1, 47, 48
411483.3.peg.585.site.41, 4, 73, 77
411483.3.peg.585.site.42, 1, 73, 74
411483.3.peg.585.site.43, 0, 78, 78
411483.3.peg.585.site.44, 0, 95, 95
411483.3.peg.585.site.45, 1, 127, 128
411483.3.peg.585.site.46, 2, 129, 131
411483.3.peg.585.site.47, 3, 123, 126
411483.3.peg.585.site.48, 0, 109, 109
411483.3.peg.585.site.49, 0, 138, 138
411483.3.peg.585.site.50, 7, 130, 137
411483.3.peg.585.site.51, 0, 149, 149
411483.3.peg.585.site.52, 14, 140, 154
411483.3.peg.585.site.53, 1, 150, 151
411483.3.peg.585.site.54, 0, 152, 152
411483.3.peg.585.site.55, 3, 155, 158
411483.3.peg.585.site.56, 2, 154, 156
