site, alts, refs, total
537012.5.peg.2092.site.17, 1, 123, 124
537012.5.peg.2092.site.18, 1, 122, 123
537012.5.peg.2092.site.19, 1, 122, 123
537012.5.peg.2092.site.20, 110, 124, 234
537012.5.peg.2092.site.21, 1, 122, 123
537012.5.peg.2092.site.22, 1, 121, 122
537012.5.peg.2092.site.23, 2, 120, 122
537012.5.peg.2092.site.24, 3, 104, 107
537012.5.peg.2092.site.25, 65, 106, 171
537012.5.peg.2092.site.26, 26, 106, 132
537012.5.peg.2092.site.27, 90, 103, 193
537012.5.peg.2092.site.28, 2, 114, 116
537012.5.peg.2092.site.29, 2, 125, 127
537012.5.peg.2092.site.30, 7, 124, 131
537012.5.peg.2092.site.31, 3, 125, 128
537012.5.peg.2092.site.32, 7, 125, 132
537012.5.peg.2092.site.33, 2, 124, 126
537012.5.peg.2092.site.34, 4, 123, 127
537012.5.peg.2092.site.35, 2, 125, 127
537012.5.peg.2092.site.36, 30, 126, 156
537012.5.peg.2092.site.37, 5, 125, 130
537012.5.peg.2092.site.38, 17, 125, 142
537012.5.peg.2092.site.39, 2, 126, 128
537012.5.peg.2092.site.40, 66, 124, 190
537012.5.peg.2092.site.41, 2, 124, 126
537012.5.peg.2092.site.42, 0, 126, 126
537012.5.peg.2092.site.43, 0, 126, 126
537012.5.peg.483.site.1, 1, 134, 135
537012.5.peg.483.site.2, 13, 133, 146
537012.5.peg.483.site.3, 8, 134, 142
537012.5.peg.483.site.4, 0, 134, 134
537012.5.peg.483.site.5, 5, 132, 137
537012.5.peg.483.site.6, 7, 134, 141
537012.5.peg.483.site.7, 44, 130, 174
537012.5.peg.483.site.8, 0, 133, 133
537012.5.peg.483.site.9, 1, 133, 134
537012.5.peg.483.site.10, 4, 132, 136
537012.5.peg.483.site.11, 10, 133, 143
537012.5.peg.483.site.12, 3, 134, 137
537012.5.peg.483.site.13, 1, 134, 135
537012.5.peg.483.site.14, 2, 132, 134
537012.5.peg.483.site.15, 10, 134, 144
537012.5.peg.483.site.16, 12, 132, 144
537012.5.peg.483.site.17, 9, 133, 142
537012.5.peg.483.site.18, 1, 133, 134
537012.5.peg.483.site.19, 16, 132, 148
537012.5.peg.483.site.20, 1, 134, 135
537012.5.peg.483.site.21, 2, 131, 133
537012.5.peg.483.site.22, 1, 129, 130
537012.5.peg.483.site.23, 1, 129, 130
537012.5.peg.483.site.24, 1, 129, 130
537012.5.peg.483.site.25, 1, 132, 133
537012.5.peg.483.site.26, 3, 131, 134
537012.5.peg.483.site.27, 1, 133, 134
537012.5.peg.483.site.28, 4, 131, 135
537012.5.peg.483.site.29, 1, 134, 135
537012.5.peg.483.site.30, 0, 134, 134
537012.5.peg.483.site.31, 8, 134, 142
537012.5.peg.483.site.32, 8, 134, 142
537012.5.peg.483.site.33, 7, 133, 140
537012.5.peg.483.site.34, 5, 132, 137
537012.5.peg.483.site.35, 4, 132, 136
537012.5.peg.483.site.36, 7, 134, 141
537012.5.peg.483.site.37, 0, 134, 134
537012.5.peg.483.site.38, 3, 134, 137
537012.5.peg.483.site.39, 1, 134, 135
537012.5.peg.483.site.40, 1, 134, 135
537012.5.peg.483.site.41, 8, 133, 141
537012.5.peg.483.site.42, 45, 131, 176
537012.5.peg.483.site.43, 8, 130, 138
537012.5.peg.483.site.44, 1, 130, 131
537012.5.peg.483.site.45, 13, 126, 139
537012.5.peg.483.site.46, 3, 130, 133
537012.5.peg.483.site.47, 3, 130, 133
537012.5.peg.483.site.48, 7, 134, 141
537012.5.peg.483.site.49, 2, 134, 136
537012.5.peg.483.site.50, 1, 134, 135
537012.5.peg.483.site.51, 1, 134, 135
537012.5.peg.483.site.52, 1, 133, 134
537012.5.peg.483.site.53, 1, 134, 135
537012.5.peg.483.site.54, 1, 134, 135
537012.5.peg.483.site.55, 5, 132, 137
537012.5.peg.483.site.56, 7, 133, 140
537012.5.peg.483.site.57, 1, 134, 135
537012.5.peg.483.site.58, 59, 132, 191
537012.5.peg.483.site.59, 0, 134, 134
537012.5.peg.483.site.60, 1, 134, 135
537012.5.peg.483.site.61, 29, 134, 163
537012.5.peg.483.site.62, 7, 134, 141
537012.5.peg.483.site.63, 1, 134, 135
537012.5.peg.483.site.64, 59, 132, 191
537012.5.peg.483.site.65, 12, 133, 145
537012.5.peg.483.site.66, 7, 131, 138
537012.5.peg.483.site.67, 3, 132, 135
537012.5.peg.483.site.68, 2, 132, 134
537012.5.peg.483.site.69, 8, 133, 141
537012.5.peg.483.site.70, 7, 133, 140
537012.5.peg.483.site.71, 2, 133, 135
537012.5.peg.483.site.72, 30, 132, 162
537012.5.peg.483.site.73, 7, 134, 141
537012.5.peg.483.site.74, 37, 132, 169
537012.5.peg.483.site.75, 1, 134, 135
537012.5.peg.483.site.76, 11, 133, 144
537012.5.peg.483.site.77, 23, 133, 156
537012.5.peg.483.site.78, 3, 133, 136
537012.5.peg.483.site.79, 12, 133, 145
537012.5.peg.483.site.80, 7, 134, 141
537012.5.peg.483.site.81, 6, 133, 139
537012.5.peg.483.site.82, 1, 134, 135
537012.5.peg.483.site.83, 28, 132, 160
537012.5.peg.483.site.84, 3, 132, 135
537012.5.peg.483.site.85, 1, 132, 133
537012.5.peg.483.site.86, 3, 133, 136
537012.5.peg.483.site.87, 1, 133, 134
537012.5.peg.483.site.88, 7, 133, 140
537012.5.peg.483.site.89, 1, 134, 135
537012.5.peg.483.site.90, 2, 133, 135
537012.5.peg.483.site.91, 2, 133, 135
537012.5.peg.482.site.1, 2, 133, 135
537012.5.peg.482.site.2, 30, 132, 162
537012.5.peg.482.site.3, 7, 131, 138
537012.5.peg.482.site.4, 2, 133, 135
537012.5.peg.482.site.5, 0, 133, 133
537012.5.peg.482.site.6, 12, 132, 144
537012.5.peg.480.site.1, 2, 130, 132
537012.5.peg.480.site.2, 2, 129, 131
537012.5.peg.480.site.3, 4, 131, 135
537012.5.peg.480.site.4, 0, 126, 126
537012.5.peg.480.site.5, 1, 129, 130
537012.5.peg.480.site.6, 0, 130, 130
537012.5.peg.480.site.7, 3, 131, 134
537012.5.peg.480.site.8, 4, 133, 137
537012.5.peg.480.site.9, 4, 133, 137
537012.5.peg.480.site.10, 1, 134, 135
537012.5.peg.480.site.11, 10, 134, 144
537012.5.peg.480.site.12, 4, 132, 136
537012.5.peg.480.site.13, 1, 134, 135
537012.5.peg.480.site.14, 8, 134, 142
537012.5.peg.480.site.15, 4, 134, 138
537012.5.peg.480.site.16, 6, 134, 140
537012.5.peg.480.site.17, 13, 132, 145
537012.5.peg.480.site.18, 39, 131, 170
537012.5.peg.480.site.19, 120, 130, 250
537012.5.peg.480.site.20, 30, 130, 160
537012.5.peg.480.site.21, 19, 130, 149
537012.5.peg.480.site.22, 51, 129, 180
537012.5.peg.480.site.23, 0, 134, 134
537012.5.peg.480.site.24, 5, 134, 139
537012.5.peg.480.site.25, 9, 132, 141
537012.5.peg.480.site.26, 1, 134, 135
537012.5.peg.480.site.27, 3, 134, 137
537012.5.peg.480.site.28, 0, 133, 133
537012.5.peg.480.site.29, 1, 133, 134
537012.5.peg.480.site.30, 1, 133, 134
537012.5.peg.480.site.31, 4, 132, 136
537012.5.peg.480.site.32, 4, 132, 136
537012.5.peg.480.site.33, 4, 132, 136
537012.5.peg.480.site.34, 0, 134, 134
537012.5.peg.480.site.35, 3, 134, 137
537012.5.peg.480.site.36, 7, 134, 141
537012.5.peg.480.site.37, 1, 134, 135
537012.5.peg.480.site.38, 3, 134, 137
537012.5.peg.480.site.39, 3, 133, 136
537012.5.peg.480.site.40, 13, 129, 142
537012.5.peg.480.site.41, 1, 132, 133
537012.5.peg.480.site.42, 1, 133, 134
537012.5.peg.480.site.43, 11, 131, 142
537012.5.peg.486.site.1, 8, 131, 139
537012.5.peg.486.site.2, 7, 132, 139
537012.5.peg.486.site.3, 7, 132, 139
537012.5.peg.486.site.4, 0, 131, 131
537012.5.peg.486.site.5, 6, 125, 131
537012.5.peg.486.site.6, 7, 126, 133
537012.5.peg.486.site.7, 80, 129, 209
537012.5.peg.486.site.8, 24, 129, 153
537012.5.peg.486.site.9, 7, 132, 139
537012.5.peg.486.site.10, 18, 132, 150
537012.5.peg.486.site.11, 5, 133, 138
537012.5.peg.486.site.12, 7, 134, 141
537012.5.peg.486.site.13, 14, 131, 145
537012.5.peg.486.site.14, 13, 131, 144
537012.5.peg.484.site.1, 20, 122, 142
537012.5.peg.484.site.2, 17, 125, 142
537012.5.peg.484.site.3, 3, 125, 128
537012.5.peg.484.site.4, 5, 123, 128
537012.5.peg.484.site.5, 75, 123, 198
537012.5.peg.484.site.6, 1, 121, 122
537012.5.peg.484.site.7, 1, 103, 104
537012.5.peg.484.site.8, 40, 118, 158
537012.5.peg.484.site.9, 2, 122, 124
537012.5.peg.484.site.10, 30, 118, 148
537012.5.peg.484.site.11, 3, 122, 125
537012.5.peg.484.site.12, 79, 122, 201
537012.5.peg.484.site.13, 14, 124, 138
537012.5.peg.484.site.14, 5, 124, 129
537012.5.peg.484.site.15, 3, 123, 126
537012.5.peg.484.site.16, 5, 123, 128
537012.5.peg.484.site.17, 41, 126, 167
537012.5.peg.484.site.18, 1, 127, 128
537012.5.peg.484.site.19, 7, 127, 134
537012.5.peg.484.site.20, 3, 128, 131
537012.5.peg.484.site.21, 8, 128, 136
537012.5.peg.484.site.22, 1, 128, 129
537012.5.peg.484.site.23, 5, 128, 133
537012.5.peg.484.site.24, 1, 124, 125
537012.5.peg.484.site.25, 1, 124, 125
537012.5.peg.484.site.26, 3, 124, 127
537012.5.peg.484.site.27, 4, 124, 128
537012.5.peg.484.site.28, 38, 124, 162
537012.5.peg.484.site.29, 5, 125, 130
537012.5.peg.484.site.30, 19, 127, 146
537012.5.peg.484.site.31, 4, 127, 131
537012.5.peg.484.site.32, 3, 128, 131
537012.5.peg.484.site.33, 1, 126, 127
537012.5.peg.484.site.34, 2, 124, 126
537012.5.peg.484.site.35, 3, 125, 128
537012.5.peg.484.site.36, 26, 124, 150
537012.5.peg.484.site.37, 4, 124, 128
537012.5.peg.484.site.38, 7, 127, 134
537012.5.peg.484.site.39, 10, 126, 136
537012.5.peg.484.site.40, 2, 127, 129
537012.5.peg.484.site.41, 5, 126, 131
537012.5.peg.484.site.42, 34, 127, 161
537012.5.peg.484.site.43, 2, 124, 126
537012.5.peg.484.site.44, 10, 126, 136
537012.5.peg.484.site.45, 3, 121, 124
537012.5.peg.484.site.46, 13, 113, 126
537012.5.peg.484.site.47, 3, 113, 116
537012.5.peg.484.site.48, 7, 112, 119
537012.5.peg.484.site.49, 3, 111, 114
537012.5.peg.484.site.50, 3, 111, 114
537012.5.peg.484.site.51, 8, 111, 119
537012.5.peg.484.site.52, 32, 111, 143
537012.5.peg.489.site.1, 0, 130, 130
537012.5.peg.489.site.2, 5, 131, 136
537012.5.peg.489.site.3, 1, 130, 131
537012.5.peg.489.site.4, 13, 131, 144
537012.5.peg.489.site.5, 68, 127, 195
537012.5.peg.489.site.6, 21, 127, 148
537012.5.peg.489.site.7, 7, 128, 135
537012.5.peg.489.site.8, 2, 132, 134
537012.5.peg.489.site.9, 5, 134, 139
537012.5.peg.489.site.10, 21, 133, 154
537012.5.peg.489.site.11, 6, 133, 139
537012.5.peg.489.site.12, 21, 128, 149
537012.5.peg.489.site.13, 19, 126, 145
537012.5.peg.489.site.14, 19, 130, 149
537012.5.peg.489.site.15, 3, 133, 136
537012.5.peg.489.site.16, 8, 134, 142
537012.5.peg.489.site.17, 23, 133, 156
537012.5.peg.489.site.18, 1, 134, 135
537012.5.peg.489.site.19, 9, 132, 141
537012.5.peg.489.site.20, 54, 129, 183
537012.5.peg.489.site.21, 9, 129, 138
537012.5.peg.489.site.22, 32, 133, 165
537012.5.peg.489.site.23, 7, 134, 141
537012.5.peg.489.site.24, 1, 133, 134
537012.5.peg.489.site.25, 1, 134, 135
537012.5.peg.489.site.26, 4, 134, 138
537012.5.peg.489.site.27, 7, 132, 139
537012.5.peg.489.site.28, 26, 132, 158
537012.5.peg.489.site.29, 7, 130, 137
537012.5.peg.489.site.30, 0, 129, 129
537012.5.peg.489.site.31, 1, 129, 130
537012.5.peg.489.site.32, 2, 132, 134
537012.5.peg.489.site.33, 50, 129, 179
537012.5.peg.489.site.34, 10, 129, 139
537012.5.peg.489.site.35, 5, 131, 136
537012.5.peg.489.site.36, 4, 131, 135
537012.5.peg.489.site.37, 45, 130, 175
537012.5.peg.489.site.38, 11, 129, 140
537012.5.peg.489.site.39, 0, 129, 129
537012.5.peg.489.site.40, 4, 131, 135
537012.5.peg.489.site.41, 2, 132, 134
537012.5.peg.489.site.42, 2, 129, 131
537012.5.peg.489.site.43, 32, 129, 161
537012.5.peg.489.site.44, 3, 130, 133
537012.5.peg.489.site.45, 108, 129, 237
537012.5.peg.489.site.46, 6, 132, 138
537012.5.peg.489.site.47, 41, 131, 172
537012.5.peg.489.site.48, 10, 132, 142
537012.5.peg.3626.site.1, 14, 76, 90
537012.5.peg.3626.site.2, 8, 83, 91
537012.5.peg.3626.site.3, 17, 85, 102
537012.5.peg.3626.site.4, 10, 84, 94
537012.5.peg.3626.site.5, 7, 87, 94
537012.5.peg.3626.site.6, 1, 85, 86
537012.5.peg.3626.site.7, 7, 86, 93
537012.5.peg.3626.site.8, 3, 85, 88
537012.5.peg.3626.site.9, 1, 85, 86
537012.5.peg.3626.site.10, 2, 83, 85
537012.5.peg.3626.site.11, 1, 87, 88
537012.5.peg.3626.site.12, 2, 83, 85
537012.5.peg.3626.site.13, 4, 90, 94
537012.5.peg.3626.site.14, 1, 86, 87
537012.5.peg.3626.site.15, 6, 85, 91
537012.5.peg.3626.site.16, 2, 88, 90
537012.5.peg.3626.site.17, 8, 95, 103
537012.5.peg.3626.site.18, 1, 110, 111
537012.5.peg.3626.site.19, 0, 132, 132
537012.5.peg.3626.site.20, 4, 132, 136
537012.5.peg.3626.site.21, 9, 126, 135
537012.5.peg.3626.site.22, 2, 128, 130
537012.5.peg.3626.site.23, 4, 124, 128
537012.5.peg.3626.site.24, 44, 125, 169
537012.5.peg.3626.site.25, 12, 125, 137
537012.5.peg.3626.site.26, 98, 121, 219
537012.5.peg.3626.site.27, 94, 117, 211
537012.5.peg.3626.site.28, 122, 127, 249
537012.5.peg.3626.site.29, 84, 117, 201
537012.5.peg.3626.site.30, 0, 118, 118
537012.5.peg.3626.site.31, 0, 101, 101
537012.5.peg.3626.site.32, 0, 99, 99
537012.5.peg.3626.site.33, 1, 108, 109
537012.5.peg.3626.site.34, 9, 111, 120
537012.5.peg.3626.site.35, 1, 114, 115
537012.5.peg.3626.site.36, 2, 115, 117
537012.5.peg.3626.site.37, 1, 114, 115
537012.5.peg.3626.site.38, 1, 108, 109
537012.5.peg.3626.site.39, 1, 108, 109
537012.5.peg.3626.site.40, 3, 112, 115
537012.5.peg.3626.site.41, 1, 109, 110
537012.5.peg.3626.site.42, 1, 117, 118
537012.5.peg.4415.site.1, 2, 119, 121
537012.5.peg.4415.site.2, 10, 128, 138
537012.5.peg.4415.site.3, 4, 128, 132
537012.5.peg.4415.site.4, 10, 129, 139
537012.5.peg.4415.site.5, 2, 129, 131
537012.5.peg.4415.site.6, 0, 130, 130
537012.5.peg.4415.site.7, 5, 132, 137
537012.5.peg.4415.site.8, 2, 132, 134
537012.5.peg.4415.site.9, 2, 131, 133
537012.5.peg.4415.site.10, 10, 130, 140
537012.5.peg.4415.site.11, 111, 129, 240
537012.5.peg.4415.site.12, 32, 129, 161
537012.5.peg.4415.site.13, 1, 129, 130
537012.5.peg.4415.site.14, 1, 130, 131
537012.5.peg.4415.site.15, 5, 130, 135
537012.5.peg.4415.site.16, 5, 130, 135
537012.5.peg.4415.site.17, 2, 133, 135
537012.5.peg.4415.site.18, 2, 129, 131
537012.5.peg.4415.site.19, 2, 129, 131
537012.5.peg.4415.site.20, 3, 130, 133
537012.5.peg.4415.site.21, 3, 130, 133
537012.5.peg.4415.site.22, 4, 129, 133
537012.5.peg.4415.site.23, 10, 129, 139
537012.5.peg.4415.site.24, 1, 128, 129
537012.5.peg.4415.site.25, 48, 128, 176
537012.5.peg.4415.site.26, 40, 129, 169
537012.5.peg.4415.site.27, 50, 129, 179
537012.5.peg.4415.site.28, 1, 129, 130
537012.5.peg.4415.site.29, 2, 130, 132
537012.5.peg.4415.site.30, 87, 130, 217
537012.5.peg.4415.site.31, 2, 130, 132
537012.5.peg.4415.site.32, 4, 132, 136
537012.5.peg.4415.site.33, 1, 134, 135
537012.5.peg.4415.site.34, 5, 133, 138
537012.5.peg.4415.site.35, 5, 133, 138
537012.5.peg.4415.site.36, 14, 133, 147
537012.5.peg.4415.site.37, 1, 132, 133
537012.5.peg.4415.site.38, 5, 132, 137
537012.5.peg.4415.site.39, 5, 133, 138
537012.5.peg.4414.site.1, 3, 72, 75
537012.5.peg.4414.site.2, 36, 82, 118
537012.5.peg.4414.site.3, 79, 106, 185
537012.5.peg.4414.site.4, 4, 113, 117
537012.5.peg.4414.site.5, 4, 113, 117
537012.5.peg.4414.site.6, 2, 110, 112
537012.5.peg.4414.site.7, 39, 104, 143
537012.5.peg.4414.site.8, 24, 102, 126
537012.5.peg.4414.site.9, 1, 101, 102
537012.5.peg.4414.site.10, 6, 100, 106
537012.5.peg.4414.site.11, 7, 96, 103
537012.5.peg.4414.site.12, 8, 94, 102
537012.5.peg.4414.site.13, 0, 89, 89
537012.5.peg.4414.site.14, 11, 89, 100
537012.5.peg.4414.site.15, 2, 88, 90
537012.5.peg.4414.site.16, 25, 86, 111
537012.5.peg.4414.site.17, 2, 84, 86
537012.5.peg.4414.site.18, 8, 85, 93
537012.5.peg.4414.site.19, 15, 92, 107
537012.5.peg.4414.site.20, 1, 89, 90
537012.5.peg.4414.site.21, 1, 90, 91
537012.5.peg.4414.site.22, 3, 88, 91
537012.5.peg.4414.site.23, 4, 82, 86
537012.5.peg.4414.site.24, 5, 84, 89
537012.5.peg.4414.site.25, 4, 85, 89
537012.5.peg.4414.site.26, 5, 88, 93
537012.5.peg.4414.site.27, 16, 86, 102
537012.5.peg.4414.site.28, 1, 86, 87
537012.5.peg.4414.site.29, 0, 86, 86
537012.5.peg.4414.site.30, 3, 85, 88
537012.5.peg.4414.site.31, 1, 83, 84
537012.5.peg.4414.site.32, 1, 84, 85
537012.5.peg.4414.site.33, 0, 80, 80
537012.5.peg.4414.site.34, 1, 77, 78
537012.5.peg.4414.site.35, 1, 81, 82
537012.5.peg.4414.site.36, 6, 81, 87
537012.5.peg.4414.site.37, 7, 79, 86
537012.5.peg.4414.site.38, 4, 77, 81
537012.5.peg.4414.site.39, 64, 79, 143
537012.5.peg.4414.site.40, 6, 79, 85
537012.5.peg.4414.site.41, 7, 77, 84
537012.5.peg.4414.site.42, 4, 76, 80
537012.5.peg.4414.site.43, 17, 76, 93
537012.5.peg.4414.site.44, 3, 76, 79
537012.5.peg.4414.site.45, 1, 72, 73
537012.5.peg.4414.site.46, 2, 75, 77
537012.5.peg.4414.site.47, 2, 75, 77
537012.5.peg.4414.site.48, 7, 72, 79
537012.5.peg.4414.site.49, 16, 72, 88
537012.5.peg.4414.site.50, 2, 75, 77
537012.5.peg.4414.site.51, 55, 73, 128
537012.5.peg.4414.site.52, 6, 70, 76
537012.5.peg.4414.site.53, 38, 70, 108
537012.5.peg.4414.site.54, 3, 73, 76
537012.5.peg.4414.site.55, 11, 68, 79
537012.5.peg.4414.site.56, 6, 78, 84
537012.5.peg.4414.site.57, 6, 79, 85
537012.5.peg.4414.site.58, 1, 80, 81
537012.5.peg.4414.site.59, 8, 79, 87
537012.5.peg.4414.site.60, 1, 74, 75
537012.5.peg.4414.site.61, 1, 76, 77
537012.5.peg.4414.site.62, 2, 72, 74
537012.5.peg.4414.site.63, 63, 70, 133
537012.5.peg.4414.site.64, 7, 73, 80
537012.5.peg.4414.site.65, 69, 72, 141
537012.5.peg.4414.site.66, 8, 70, 78
537012.5.peg.4414.site.67, 5, 65, 70
537012.5.peg.4414.site.68, 1, 63, 64
537012.5.peg.739.site.1, 0, 133, 133
537012.5.peg.739.site.2, 12, 134, 146
537012.5.peg.739.site.3, 0, 133, 133
537012.5.peg.739.site.4, 9, 132, 141
537012.5.peg.739.site.5, 6, 133, 139
537012.5.peg.739.site.6, 0, 132, 132
537012.5.peg.739.site.7, 3, 134, 137
537012.5.peg.739.site.8, 29, 132, 161
537012.5.peg.739.site.9, 7, 134, 141
537012.5.peg.739.site.10, 1, 132, 133
537012.5.peg.739.site.11, 37, 134, 171
537012.5.peg.739.site.12, 8, 133, 141
537012.5.peg.739.site.13, 1, 134, 135
537012.5.peg.739.site.14, 3, 133, 136
537012.5.peg.739.site.15, 6, 134, 140
537012.5.peg.739.site.16, 7, 134, 141
537012.5.peg.739.site.17, 1, 134, 135
537012.5.peg.739.site.18, 7, 134, 141
537012.5.peg.739.site.19, 9, 134, 143
537012.5.peg.739.site.20, 36, 133, 169
537012.5.peg.739.site.21, 4, 133, 137
537012.5.peg.739.site.22, 2, 132, 134
537012.5.peg.739.site.23, 8, 120, 128
537012.5.peg.739.site.24, 11, 106, 117
537012.5.peg.738.site.1, 3, 132, 135
537012.5.peg.738.site.2, 1, 128, 129
537012.5.peg.738.site.3, 0, 129, 129
537012.5.peg.738.site.4, 2, 129, 131
537012.5.peg.738.site.5, 7, 130, 137
537012.5.peg.738.site.6, 5, 130, 135
537012.5.peg.738.site.7, 5, 130, 135
537012.5.peg.738.site.8, 111, 130, 241
537012.5.peg.738.site.9, 6, 130, 136
537012.5.peg.738.site.10, 6, 130, 136
537012.5.peg.738.site.11, 0, 132, 132
537012.5.peg.738.site.12, 1, 131, 132
537012.5.peg.738.site.13, 1, 129, 130
537012.5.peg.738.site.14, 6, 134, 140
537012.5.peg.738.site.15, 31, 134, 165
537012.5.peg.738.site.16, 5, 133, 138
537012.5.peg.738.site.17, 4, 132, 136
537012.5.peg.738.site.18, 1, 132, 133
537012.5.peg.738.site.19, 6, 127, 133
537012.5.peg.738.site.20, 60, 132, 192
537012.5.peg.738.site.21, 7, 132, 139
537012.5.peg.738.site.22, 2, 133, 135
537012.5.peg.738.site.23, 2, 133, 135
537012.5.peg.738.site.24, 2, 134, 136
537012.5.peg.738.site.25, 1, 134, 135
537012.5.peg.738.site.26, 4, 132, 136
537012.5.peg.738.site.27, 1, 133, 134
537012.5.peg.738.site.28, 17, 130, 147
537012.5.peg.738.site.29, 77, 130, 207
537012.5.peg.738.site.30, 3, 133, 136
537012.5.peg.738.site.31, 5, 132, 137
537012.5.peg.738.site.32, 2, 134, 136
537012.5.peg.738.site.33, 6, 134, 140
537012.5.peg.738.site.34, 1, 133, 134
537012.5.peg.738.site.35, 17, 131, 148
537012.5.peg.738.site.36, 2, 134, 136
537012.5.peg.738.site.37, 1, 134, 135
537012.5.peg.738.site.38, 11, 132, 143
537012.5.peg.738.site.39, 6, 134, 140
537012.5.peg.738.site.40, 1, 134, 135
537012.5.peg.738.site.41, 1, 134, 135
537012.5.peg.738.site.42, 1, 134, 135
537012.5.peg.738.site.43, 1, 134, 135
537012.5.peg.738.site.44, 7, 133, 140
537012.5.peg.2897.site.1, 9, 132, 141
537012.5.peg.2897.site.2, 7, 134, 141
537012.5.peg.2897.site.3, 4, 131, 135
537012.5.peg.2897.site.4, 1, 134, 135
537012.5.peg.2897.site.5, 2, 134, 136
537012.5.peg.2897.site.6, 8, 134, 142
537012.5.peg.2897.site.7, 6, 134, 140
537012.5.peg.2897.site.8, 6, 134, 140
537012.5.peg.2897.site.9, 4, 132, 136
537012.5.peg.2897.site.10, 1, 134, 135
537012.5.peg.2897.site.11, 4, 134, 138
537012.5.peg.2897.site.12, 1, 134, 135
537012.5.peg.2897.site.13, 4, 132, 136
537012.5.peg.2897.site.14, 3, 130, 133
537012.5.peg.2897.site.15, 2, 129, 131
537012.5.peg.2897.site.16, 8, 130, 138
537012.5.peg.2897.site.17, 17, 129, 146
537012.5.peg.2897.site.18, 3, 131, 134
537012.5.peg.2897.site.19, 2, 131, 133
537012.5.peg.2897.site.20, 3, 131, 134
537012.5.peg.2897.site.21, 14, 130, 144
537012.5.peg.2897.site.22, 10, 130, 140
537012.5.peg.2897.site.23, 4, 131, 135
537012.5.peg.2897.site.24, 8, 133, 141
537012.5.peg.2897.site.25, 1, 133, 134
537012.5.peg.2897.site.26, 11, 132, 143
537012.5.peg.2897.site.27, 5, 134, 139
537012.5.peg.2897.site.28, 8, 133, 141
537012.5.peg.2897.site.29, 9, 133, 142
537012.5.peg.2897.site.30, 4, 133, 137
537012.5.peg.2897.site.31, 2, 130, 132
537012.5.peg.2897.site.32, 1, 129, 130
537012.5.peg.2897.site.33, 0, 133, 133
537012.5.peg.2897.site.34, 50, 131, 181
537012.5.peg.2897.site.35, 5, 132, 137
537012.5.peg.2897.site.36, 5, 132, 137
537012.5.peg.2897.site.37, 5, 133, 138
537012.5.peg.2897.site.38, 5, 134, 139
537012.5.peg.2897.site.39, 6, 134, 140
537012.5.peg.2897.site.40, 4, 132, 136
537012.5.peg.2897.site.41, 0, 133, 133
537012.5.peg.2897.site.42, 24, 134, 158
537012.5.peg.2897.site.43, 81, 132, 213
537012.5.peg.2897.site.44, 32, 133, 165
537012.5.peg.2897.site.45, 5, 133, 138
537012.5.peg.2897.site.46, 2, 134, 136
537012.5.peg.2897.site.47, 1, 134, 135
537012.5.peg.2897.site.48, 6, 134, 140
537012.5.peg.2897.site.49, 4, 132, 136
537012.5.peg.2897.site.50, 30, 134, 164
537012.5.peg.2897.site.51, 2, 133, 135
537012.5.peg.2897.site.52, 1, 134, 135
537012.5.peg.2897.site.53, 28, 131, 159
537012.5.peg.2897.site.54, 6, 134, 140
537012.5.peg.2897.site.55, 6, 134, 140
537012.5.peg.2897.site.56, 5, 134, 139
537012.5.peg.2897.site.57, 50, 131, 181
537012.5.peg.2897.site.58, 5, 133, 138
537012.5.peg.2897.site.59, 2, 134, 136
537012.5.peg.2897.site.60, 1, 134, 135
537012.5.peg.2897.site.61, 77, 131, 208
537012.5.peg.2897.site.62, 1, 134, 135
537012.5.peg.2897.site.63, 0, 134, 134
537012.5.peg.2897.site.64, 1, 134, 135
537012.5.peg.2897.site.65, 11, 132, 143
537012.5.peg.2897.site.66, 6, 134, 140
537012.5.peg.2897.site.67, 1, 134, 135
537012.5.peg.2897.site.68, 11, 132, 143
537012.5.peg.2897.site.69, 1, 134, 135
537012.5.peg.2897.site.70, 6, 134, 140
537012.5.peg.2897.site.71, 4, 132, 136
537012.5.peg.2897.site.72, 13, 134, 147
537012.5.peg.2897.site.73, 4, 132, 136
537012.5.peg.2897.site.74, 6, 134, 140
537012.5.peg.2897.site.75, 24, 134, 158
537012.5.peg.2897.site.76, 32, 132, 164
537012.5.peg.2897.site.77, 6, 134, 140
537012.5.peg.2897.site.78, 14, 133, 147
537012.5.peg.2897.site.79, 45, 132, 177
537012.5.peg.2897.site.80, 1, 134, 135
537012.5.peg.2897.site.81, 5, 133, 138
537012.5.peg.2897.site.82, 1, 134, 135
537012.5.peg.2897.site.83, 17, 133, 150
537012.5.peg.2897.site.84, 107, 134, 241
537012.5.peg.2897.site.85, 17, 134, 151
537012.5.peg.2897.site.86, 28, 134, 162
537012.5.peg.2897.site.87, 1, 132, 133
537012.5.peg.2897.site.88, 6, 134, 140
537012.5.peg.2897.site.89, 2, 134, 136
537012.5.peg.2897.site.90, 6, 134, 140
537012.5.peg.2897.site.91, 13, 132, 145
537012.5.peg.2897.site.92, 46, 122, 168
537012.5.peg.2897.site.93, 10, 91, 101
537012.5.peg.2897.site.94, 7, 94, 101
537012.5.peg.2897.site.95, 2, 99, 101
537012.5.peg.2897.site.96, 38, 114, 152
537012.5.peg.2897.site.97, 41, 126, 167
537012.5.peg.2897.site.98, 3, 126, 129
