site, alts, refs, total
1121098.7.peg.522.site.8, 31, 126, 157
1121098.7.peg.522.site.9, 0, 125, 125
1121098.7.peg.522.site.10, 0, 126, 126
1121098.7.peg.522.site.11, 4, 126, 130
1121098.7.peg.522.site.12, 0, 126, 126
1121098.7.peg.522.site.13, 2, 126, 128
1121098.7.peg.522.site.14, 19, 125, 144
1121098.7.peg.522.site.15, 3, 126, 129
1121098.7.peg.522.site.16, 52, 126, 178
1121098.7.peg.522.site.17, 6, 126, 132
1121098.7.peg.522.site.18, 0, 126, 126
1121098.7.peg.521.site.1, 4, 125, 129
1121098.7.peg.521.site.2, 2, 126, 128
1121098.7.peg.521.site.3, 53, 126, 179
1121098.7.peg.521.site.4, 2, 126, 128
1121098.7.peg.521.site.5, 8, 126, 134
1121098.7.peg.521.site.6, 26, 125, 151
1121098.7.peg.521.site.7, 0, 125, 125
1121098.7.peg.524.site.1, 0, 126, 126
1121098.7.peg.524.site.2, 2, 126, 128
1121098.7.peg.524.site.3, 30, 125, 155
1121098.7.peg.524.site.4, 0, 126, 126
1121098.7.peg.3776.site.1, 0, 126, 126
1121098.7.peg.3776.site.2, 87, 125, 212
1121098.7.peg.3776.site.3, 55, 126, 181
1121098.7.peg.3776.site.4, 0, 126, 126
1121098.7.peg.3776.site.5, 60, 126, 186
1121098.7.peg.3776.site.6, 64, 126, 190
1121098.7.peg.3776.site.7, 60, 125, 185
1121098.7.peg.3776.site.8, 67, 125, 192
1121098.7.peg.3776.site.9, 54, 126, 180
1121098.7.peg.3776.site.10, 8, 126, 134
1121098.7.peg.3776.site.11, 4, 126, 130
1121098.7.peg.3776.site.12, 3, 125, 128
1121098.7.peg.3776.site.13, 1, 126, 127
1121098.7.peg.3776.site.14, 1, 126, 127
1121098.7.peg.3776.site.15, 51, 126, 177
1121098.7.peg.3776.site.16, 2, 126, 128
1121098.7.peg.3776.site.17, 3, 126, 129
1121098.7.peg.3776.site.18, 12, 126, 138
1121098.7.peg.3776.site.19, 0, 126, 126
1121098.7.peg.3776.site.20, 0, 126, 126
1121098.7.peg.3776.site.21, 4, 123, 127
1121098.7.peg.3776.site.22, 0, 120, 120
1121098.7.peg.3777.site.1, 66, 125, 191
1121098.7.peg.56.site.1, 108, 126, 234
1121098.7.peg.57.site.1, 1, 126, 127
1121098.7.peg.57.site.2, 0, 126, 126
1121098.7.peg.57.site.3, 87, 124, 211
1121098.7.peg.57.site.4, 0, 126, 126
1121098.7.peg.57.site.5, 4, 126, 130
1121098.7.peg.57.site.6, 0, 126, 126
1121098.7.peg.57.site.7, 0, 126, 126
1121098.7.peg.3772.site.1, 92, 125, 217
1121098.7.peg.3772.site.2, 0, 126, 126
1121098.7.peg.3772.site.3, 33, 125, 158
1121098.7.peg.51.site.1, 3, 124, 127
1121098.7.peg.51.site.2, 1, 125, 126
1121098.7.peg.51.site.3, 2, 126, 128
1121098.7.peg.51.site.4, 2, 125, 127
1121098.7.peg.51.site.5, 4, 123, 127
1121098.7.peg.51.site.6, 4, 123, 127
1121098.7.peg.51.site.7, 18, 122, 140
1121098.7.peg.51.site.8, 0, 123, 123
1121098.7.peg.51.site.9, 119, 123, 242
1121098.7.peg.51.site.10, 0, 123, 123
1121098.7.peg.51.site.11, 3, 126, 129
1121098.7.peg.51.site.12, 3, 126, 129
1121098.7.peg.51.site.13, 103, 125, 228
1121098.7.peg.51.site.14, 61, 126, 187
1121098.7.peg.51.site.15, 0, 126, 126
1121098.7.peg.51.site.16, 0, 126, 126
1121098.7.peg.51.site.17, 0, 126, 126
1121098.7.peg.3770.site.1, 0, 125, 125
1121098.7.peg.3770.site.2, 2, 126, 128
1121098.7.peg.3770.site.3, 61, 126, 187
1121098.7.peg.3770.site.4, 0, 126, 126
1121098.7.peg.3770.site.5, 3, 126, 129
1121098.7.peg.3770.site.6, 118, 126, 244
1121098.7.peg.3770.site.7, 4, 126, 130
1121098.7.peg.3770.site.8, 0, 125, 125
1121098.7.peg.53.site.1, 0, 126, 126
1121098.7.peg.53.site.2, 0, 126, 126
1121098.7.peg.53.site.3, 0, 126, 126
1121098.7.peg.53.site.4, 9, 126, 135
1121098.7.peg.53.site.5, 0, 125, 125
1121098.7.peg.53.site.6, 0, 126, 126
1121098.7.peg.53.site.7, 1, 126, 127
1121098.7.peg.3778.site.1, 0, 125, 125
1121098.7.peg.3778.site.2, 3, 125, 128
1121098.7.peg.3778.site.3, 66, 126, 192
1121098.7.peg.3778.site.4, 0, 126, 126
1121098.7.peg.3778.site.5, 0, 125, 125
1121098.7.peg.3778.site.6, 3, 126, 129
1121098.7.peg.3778.site.7, 3, 126, 129
1121098.7.peg.3778.site.8, 3, 126, 129
1121098.7.peg.3778.site.9, 7, 126, 133
1121098.7.peg.3778.site.10, 4, 126, 130
1121098.7.peg.3778.site.11, 16, 124, 140
1121098.7.peg.3778.site.12, 0, 125, 125
1121098.7.peg.3778.site.13, 113, 125, 238
1121098.7.peg.3778.site.14, 3, 126, 129
1121098.7.peg.3778.site.15, 0, 126, 126
1121098.7.peg.3778.site.16, 0, 126, 126
1121098.7.peg.3778.site.17, 32, 126, 158
1121098.7.peg.3779.site.1, 2, 126, 128
1121098.7.peg.3779.site.2, 0, 126, 126
1121098.7.peg.3779.site.3, 52, 126, 178
1121098.7.peg.3779.site.4, 3, 126, 129
1121098.7.peg.3779.site.5, 56, 126, 182
1121098.7.peg.3779.site.6, 94, 126, 220
1121098.7.peg.3779.site.7, 83, 126, 209
1121098.7.peg.3779.site.8, 7, 126, 133
1121098.7.peg.3779.site.9, 13, 126, 139
1121098.7.peg.3779.site.10, 17, 125, 142
1121098.7.peg.3779.site.11, 1, 126, 127
1121098.7.peg.3779.site.12, 0, 126, 126
1121098.7.peg.3779.site.13, 22, 126, 148
1121098.7.peg.3779.site.14, 55, 126, 181
1121098.7.peg.3779.site.15, 7, 126, 133
1121098.7.peg.3779.site.16, 1, 126, 127
1121098.7.peg.2788.site.1, 17, 126, 143
1121098.7.peg.2788.site.2, 0, 126, 126
1121098.7.peg.2788.site.3, 3, 126, 129
1121098.7.peg.2788.site.4, 4, 125, 129
1121098.7.peg.2788.site.5, 19, 125, 144
1121098.7.peg.2788.site.6, 8, 126, 134
1121098.7.peg.2788.site.7, 1, 126, 127
1121098.7.peg.2788.site.8, 4, 126, 130
1121098.7.peg.2788.site.9, 0, 126, 126
1121098.7.peg.2788.site.10, 1, 126, 127
1121098.7.peg.2788.site.11, 0, 126, 126
1121098.7.peg.2788.site.12, 1, 126, 127
1121098.7.peg.2788.site.13, 1, 126, 127
1121098.7.peg.2788.site.14, 0, 126, 126
1121098.7.peg.2788.site.15, 97, 126, 223
1121098.7.peg.2788.site.16, 0, 126, 126
1121098.7.peg.2788.site.17, 21, 125, 146
1121098.7.peg.2788.site.18, 0, 125, 125
1121098.7.peg.2788.site.19, 0, 125, 125
1121098.7.peg.2788.site.20, 20, 126, 146
1121098.7.peg.2788.site.21, 80, 126, 206
1121098.7.peg.2788.site.22, 0, 126, 126
1121098.7.peg.2788.site.23, 0, 126, 126
1121098.7.peg.2788.site.24, 4, 126, 130
1121098.7.peg.2788.site.25, 14, 126, 140
1121098.7.peg.2788.site.26, 0, 126, 126
1121098.7.peg.2788.site.27, 0, 126, 126
1121098.7.peg.2788.site.28, 11, 125, 136
1121098.7.peg.2788.site.29, 4, 126, 130
1121098.7.peg.2788.site.30, 81, 126, 207
1121098.7.peg.2788.site.31, 0, 126, 126
1121098.7.peg.2788.site.32, 0, 125, 125
1121098.7.peg.199.site.1, 0, 126, 126
1121098.7.peg.199.site.2, 0, 126, 126
1121098.7.peg.199.site.3, 108, 126, 234
1121098.7.peg.199.site.4, 59, 126, 185
1121098.7.peg.199.site.5, 122, 126, 248
1121098.7.peg.199.site.6, 58, 126, 184
1121098.7.peg.2705.site.1, 1, 83, 84
1121098.7.peg.2705.site.2, 6, 92, 98
1121098.7.peg.2705.site.3, 0, 108, 108
1121098.7.peg.2705.site.4, 9, 109, 118
1121098.7.peg.2705.site.5, 15, 126, 141
1121098.7.peg.2705.site.6, 7, 124, 131
1121098.7.peg.2705.site.7, 107, 124, 231
1121098.7.peg.2705.site.8, 14, 125, 139
1121098.7.peg.2705.site.9, 13, 124, 137
1121098.7.peg.2705.site.10, 13, 126, 139
1121098.7.peg.2705.site.11, 0, 124, 124
1121098.7.peg.2705.site.12, 1, 125, 126
1121098.7.peg.2705.site.13, 13, 125, 138
1121098.7.peg.2705.site.14, 12, 124, 136
1121098.7.peg.2705.site.15, 10, 122, 132
1121098.7.peg.2705.site.16, 7, 123, 130
1121098.7.peg.2705.site.17, 84, 125, 209
1121098.7.peg.2705.site.18, 71, 125, 196
1121098.7.peg.2705.site.19, 13, 125, 138
1121098.7.peg.2705.site.20, 9, 123, 132
1121098.7.peg.4024.site.1, 0, 125, 125
1121098.7.peg.4024.site.2, 4, 126, 130
1121098.7.peg.4024.site.3, 0, 126, 126
1121098.7.peg.4024.site.4, 2, 126, 128
1121098.7.peg.4024.site.5, 8, 126, 134
1121098.7.peg.4024.site.6, 18, 125, 143
1121098.7.peg.4024.site.7, 0, 126, 126
1121098.7.peg.4024.site.8, 1, 125, 126
1121098.7.peg.4024.site.9, 0, 126, 126
1121098.7.peg.4024.site.10, 0, 126, 126
1121098.7.peg.4024.site.11, 0, 125, 125
1121098.7.peg.4024.site.12, 10, 126, 136
1121098.7.peg.4024.site.13, 27, 125, 152
1121098.7.peg.4024.site.14, 1, 126, 127
1121098.7.peg.4024.site.15, 1, 126, 127
1121098.7.peg.4024.site.16, 113, 124, 237
1121098.7.peg.4024.site.17, 8, 126, 134
1121098.7.peg.4024.site.18, 0, 126, 126
1121098.7.peg.4024.site.19, 0, 126, 126
1121098.7.peg.1529.site.1, 2, 125, 127
1121098.7.peg.1529.site.2, 0, 125, 125
1121098.7.peg.1529.site.3, 0, 125, 125
1121098.7.peg.1529.site.4, 11, 126, 137
1121098.7.peg.1528.site.1, 5, 126, 131
1121098.7.peg.1528.site.2, 0, 126, 126
1121098.7.peg.4005.site.1, 0, 126, 126
1121098.7.peg.4005.site.2, 1, 126, 127
1121098.7.peg.4005.site.3, 5, 126, 131
1121098.7.peg.4005.site.4, 14, 123, 137
1121098.7.peg.4005.site.5, 0, 126, 126
1121098.7.peg.4006.site.1, 28, 126, 154
1121098.7.peg.4006.site.2, 3, 126, 129
1121098.7.peg.4006.site.3, 35, 124, 159
1121098.7.peg.4006.site.4, 0, 126, 126
1121098.7.peg.4006.site.5, 7, 126, 133
1121098.7.peg.4006.site.6, 6, 126, 132
1121098.7.peg.4006.site.7, 2, 126, 128
1121098.7.peg.4006.site.8, 108, 125, 233
1121098.7.peg.4006.site.9, 1, 126, 127
1121098.7.peg.4006.site.10, 3, 126, 129
1121098.7.peg.4006.site.11, 15, 124, 139
1121098.7.peg.4006.site.12, 61, 126, 187
1121098.7.peg.4006.site.13, 1, 126, 127
1121098.7.peg.4006.site.14, 5, 126, 131
1121098.7.peg.4006.site.15, 3, 126, 129
1121098.7.peg.4006.site.16, 0, 126, 126
1121098.7.peg.4006.site.17, 0, 125, 125
1121098.7.peg.4006.site.18, 1, 125, 126
1121098.7.peg.4006.site.19, 61, 125, 186
1121098.7.peg.4006.site.20, 0, 126, 126
1121098.7.peg.4006.site.21, 15, 125, 140
1121098.7.peg.4006.site.22, 0, 126, 126
1121098.7.peg.4006.site.23, 1, 125, 126
1121098.7.peg.4006.site.24, 4, 126, 130
1121098.7.peg.4006.site.25, 0, 126, 126
1121098.7.peg.1521.site.1, 99, 125, 224
1121098.7.peg.1719.site.1, 12, 126, 138
1121098.7.peg.1719.site.2, 2, 126, 128
1121098.7.peg.2955.site.1, 0, 126, 126
1121098.7.peg.2955.site.2, 0, 126, 126
1121098.7.peg.2955.site.3, 8, 126, 134
1121098.7.peg.2955.site.4, 5, 126, 131
1121098.7.peg.2955.site.5, 5, 126, 131
1121098.7.peg.2955.site.6, 1, 126, 127
1121098.7.peg.2955.site.7, 3, 126, 129
1121098.7.peg.2955.site.8, 35, 126, 161
1121098.7.peg.2954.site.1, 0, 126, 126
1121098.7.peg.2954.site.2, 0, 126, 126
1121098.7.peg.2954.site.3, 117, 126, 243
1121098.7.peg.2954.site.4, 122, 126, 248
1121098.7.peg.2954.site.5, 12, 126, 138
1121098.7.peg.2954.site.6, 5, 126, 131
1121098.7.peg.2954.site.7, 74, 125, 199
1121098.7.peg.2954.site.8, 16, 126, 142
1121098.7.peg.2954.site.9, 98, 126, 224
1121098.7.peg.2954.site.10, 16, 126, 142
1121098.7.peg.2954.site.11, 4, 126, 130
1121098.7.peg.2954.site.12, 3, 126, 129
1121098.7.peg.2954.site.13, 12, 126, 138
1121098.7.peg.2954.site.14, 54, 126, 180
1121098.7.peg.2954.site.15, 2, 125, 127
1121098.7.peg.2954.site.16, 0, 126, 126
1121098.7.peg.2954.site.17, 3, 126, 129
1121098.7.peg.2954.site.18, 9, 125, 134
1121098.7.peg.2954.site.19, 114, 125, 239
1121098.7.peg.2957.site.1, 0, 125, 125
1121098.7.peg.2957.site.2, 1, 126, 127
1121098.7.peg.2957.site.3, 11, 126, 137
1121098.7.peg.2957.site.4, 12, 125, 137
1121098.7.peg.2957.site.5, 1, 126, 127
1121098.7.peg.2957.site.6, 0, 126, 126
1121098.7.peg.2957.site.7, 0, 126, 126
1121098.7.peg.2957.site.8, 0, 119, 119
1121098.7.peg.2957.site.9, 49, 114, 163
1121098.7.peg.2957.site.10, 37, 125, 162
1121098.7.peg.2956.site.1, 1, 126, 127
1121098.7.peg.2956.site.2, 57, 126, 183
1121098.7.peg.2956.site.3, 7, 126, 133
1121098.7.peg.2956.site.4, 59, 126, 185
1121098.7.peg.2956.site.5, 70, 126, 196
1121098.7.peg.2956.site.6, 33, 126, 159
1121098.7.peg.2956.site.7, 53, 126, 179
1121098.7.peg.2956.site.8, 0, 126, 126
1121098.7.peg.2956.site.9, 98, 126, 224
1121098.7.peg.2956.site.10, 98, 126, 224
1121098.7.peg.2956.site.11, 14, 126, 140
1121098.7.peg.2956.site.12, 0, 126, 126
1121098.7.peg.2956.site.13, 0, 126, 126
1121098.7.peg.2953.site.1, 51, 125, 176
1121098.7.peg.2953.site.2, 3, 126, 129
1121098.7.peg.2953.site.3, 3, 126, 129
1121098.7.peg.2953.site.4, 17, 125, 142
1121098.7.peg.2953.site.5, 12, 126, 138
1121098.7.peg.2953.site.6, 4, 126, 130
1121098.7.peg.2953.site.7, 18, 126, 144
1121098.7.peg.2953.site.8, 1, 126, 127
1121098.7.peg.2953.site.9, 4, 126, 130
1121098.7.peg.2953.site.10, 1, 126, 127
1121098.7.peg.2953.site.11, 4, 126, 130
1121098.7.peg.2952.site.1, 23, 122, 145
1121098.7.peg.2952.site.2, 24, 124, 148
1121098.7.peg.2952.site.3, 0, 126, 126
1121098.7.peg.2952.site.4, 3, 126, 129
1121098.7.peg.2952.site.5, 53, 126, 179
1121098.7.peg.2952.site.6, 53, 126, 179
1121098.7.peg.2952.site.7, 0, 125, 125
1121098.7.peg.2952.site.8, 22, 124, 146
1121098.7.peg.2952.site.9, 52, 126, 178
1121098.7.peg.2952.site.10, 7, 125, 132
1121098.7.peg.2952.site.11, 1, 126, 127
1121098.7.peg.2952.site.12, 122, 126, 248
1121098.7.peg.2952.site.13, 4, 125, 129
1121098.7.peg.2952.site.14, 76, 125, 201
1121098.7.peg.2952.site.15, 29, 125, 154
1121098.7.peg.2952.site.16, 2, 125, 127
1121098.7.peg.1382.site.1, 126, 126, 252
1121098.7.peg.1382.site.2, 0, 126, 126
1121098.7.peg.1382.site.3, 19, 126, 145
1121098.7.peg.1382.site.4, 0, 126, 126
1121098.7.peg.3743.site.1, 0, 121, 121
1121098.7.peg.3743.site.2, 74, 126, 200
1121098.7.peg.3743.site.3, 0, 126, 126
1121098.7.peg.3743.site.4, 0, 126, 126
1121098.7.peg.3743.site.5, 1, 126, 127
1121098.7.peg.3743.site.6, 2, 126, 128
1121098.7.peg.3743.site.7, 2, 126, 128
1121098.7.peg.3743.site.8, 18, 126, 144
1121098.7.peg.3743.site.9, 0, 124, 124
1121098.7.peg.3743.site.10, 7, 125, 132
1121098.7.peg.3743.site.11, 0, 126, 126
1121098.7.peg.2708.site.1, 43, 125, 168
1121098.7.peg.2708.site.2, 38, 125, 163
1121098.7.peg.2708.site.3, 0, 126, 126
1121098.7.peg.2708.site.4, 7, 125, 132
1121098.7.peg.2708.site.5, 0, 126, 126
1121098.7.peg.2708.site.6, 12, 126, 138
1121098.7.peg.2708.site.7, 98, 125, 223
1121098.7.peg.2708.site.8, 41, 126, 167
1121098.7.peg.2708.site.9, 0, 125, 125
1121098.7.peg.2708.site.10, 50, 126, 176
1121098.7.peg.2708.site.11, 50, 126, 176
1121098.7.peg.2708.site.12, 15, 125, 140
1121098.7.peg.2708.site.13, 15, 126, 141
1121098.7.peg.2708.site.14, 0, 125, 125
1121098.7.peg.2708.site.15, 114, 125, 239
1121098.7.peg.2986.site.1, 2, 125, 127
1121098.7.peg.2986.site.2, 2, 125, 127
1121098.7.peg.2986.site.3, 1, 124, 125
1121098.7.peg.2986.site.4, 1, 124, 125
1121098.7.peg.2986.site.5, 4, 123, 127
1121098.7.peg.2986.site.6, 53, 123, 176
1121098.7.peg.2986.site.7, 7, 123, 130
1121098.7.peg.2986.site.8, 1, 123, 124
1121098.7.peg.2986.site.9, 21, 123, 144
1121098.7.peg.2986.site.10, 0, 123, 123
1121098.7.peg.2986.site.11, 0, 123, 123
1121098.7.peg.2986.site.12, 1, 123, 124
1121098.7.peg.2986.site.13, 1, 124, 125
1121098.7.peg.2986.site.14, 3, 126, 129
1121098.7.peg.2986.site.15, 0, 126, 126
1121098.7.peg.2986.site.16, 3, 126, 129
1121098.7.peg.2986.site.17, 3, 126, 129
1121098.7.peg.2986.site.18, 0, 126, 126
1121098.7.peg.2986.site.19, 0, 126, 126
1121098.7.peg.1451.site.1, 0, 126, 126
1121098.7.peg.1451.site.2, 0, 126, 126
1121098.7.peg.1451.site.3, 51, 126, 177
1121098.7.peg.1451.site.4, 1, 126, 127
1121098.7.peg.1451.site.5, 0, 126, 126
1121098.7.peg.1451.site.6, 51, 126, 177
1121098.7.peg.1451.site.7, 0, 126, 126
1121098.7.peg.1451.site.8, 34, 126, 160
1121098.7.peg.1451.site.9, 60, 126, 186
1121098.7.peg.1451.site.10, 0, 126, 126
1121098.7.peg.1451.site.11, 122, 126, 248
1121098.7.peg.1451.site.12, 0, 126, 126
1121098.7.peg.1453.site.1, 122, 126, 248
1121098.7.peg.1453.site.2, 10, 126, 136
1121098.7.peg.1453.site.3, 1, 126, 127
1121098.7.peg.1453.site.4, 9, 125, 134
1121098.7.peg.1453.site.5, 4, 125, 129
1121098.7.peg.1453.site.6, 0, 126, 126
1121098.7.peg.1453.site.7, 10, 124, 134
1121098.7.peg.1453.site.8, 1, 122, 123
1121098.7.peg.1452.site.1, 91, 125, 216
1121098.7.peg.1452.site.2, 0, 126, 126
1121098.7.peg.1452.site.3, 10, 126, 136
1121098.7.peg.1452.site.4, 0, 126, 126
1121098.7.peg.4136.site.1, 60, 126, 186
1121098.7.peg.4136.site.2, 49, 125, 174
1121098.7.peg.4136.site.3, 44, 126, 170
1121098.7.peg.4136.site.4, 0, 125, 125
1121098.7.peg.4136.site.5, 3, 125, 128
1121098.7.peg.4136.site.6, 3, 126, 129
1121098.7.peg.1459.site.1, 63, 126, 189
1121098.7.peg.1459.site.2, 55, 125, 180
1121098.7.peg.1459.site.3, 55, 126, 181
1121098.7.peg.1459.site.4, 6, 125, 131
1121098.7.peg.1459.site.5, 110, 125, 235
1121098.7.peg.3603.site.1, 1, 121, 122
1121098.7.peg.3603.site.2, 1, 122, 123
1121098.7.peg.3603.site.3, 12, 122, 134
1121098.7.peg.3603.site.4, 2, 122, 124
1121098.7.peg.3603.site.5, 1, 122, 123
1121098.7.peg.3603.site.6, 93, 120, 213
1121098.7.peg.3603.site.7, 16, 122, 138
1121098.7.peg.3603.site.8, 12, 122, 134
1121098.7.peg.3603.site.9, 1, 122, 123
1121098.7.peg.3603.site.10, 1, 122, 123
1121098.7.peg.3603.site.11, 118, 122, 240
1121098.7.peg.3603.site.12, 5, 122, 127
1121098.7.peg.3603.site.13, 1, 122, 123
1121098.7.peg.3600.site.1, 3, 126, 129
1121098.7.peg.3600.site.2, 0, 126, 126
1121098.7.peg.3601.site.1, 0, 125, 125
1121098.7.peg.3601.site.2, 52, 125, 177
1121098.7.peg.3601.site.3, 0, 126, 126
1121098.7.peg.3601.site.4, 6, 126, 132
1121098.7.peg.3601.site.5, 4, 126, 130
1121098.7.peg.3601.site.6, 1, 126, 127
1121098.7.peg.3601.site.7, 64, 126, 190
1121098.7.peg.3601.site.8, 25, 125, 150
1121098.7.peg.3601.site.9, 2, 126, 128
1121098.7.peg.3601.site.10, 7, 125, 132
1121098.7.peg.3601.site.11, 63, 125, 188
1121098.7.peg.3601.site.12, 0, 125, 125
1121098.7.peg.3601.site.13, 53, 124, 177
1121098.7.peg.3601.site.14, 0, 123, 123
1121098.7.peg.3601.site.15, 1, 126, 127
1121098.7.peg.3601.site.16, 8, 126, 134
1121098.7.peg.3601.site.17, 0, 126, 126
1121098.7.peg.3601.site.18, 9, 126, 135
1121098.7.peg.3601.site.19, 9, 126, 135
1121098.7.peg.3601.site.20, 3, 126, 129
1121098.7.peg.3601.site.21, 0, 126, 126
1121098.7.peg.3601.site.22, 8, 126, 134
1121098.7.peg.3601.site.23, 8, 126, 134
1121098.7.peg.3601.site.24, 8, 126, 134
1121098.7.peg.3601.site.25, 122, 126, 248
1121098.7.peg.3606.site.1, 60, 126, 186
1121098.7.peg.3606.site.2, 82, 126, 208
1121098.7.peg.3606.site.3, 5, 126, 131
1121098.7.peg.3606.site.4, 70, 126, 196
1121098.7.peg.3606.site.5, 7, 126, 133
1121098.7.peg.3606.site.6, 53, 126, 179
1121098.7.peg.3606.site.7, 22, 126, 148
1121098.7.peg.3606.site.8, 4, 126, 130
1121098.7.peg.3604.site.1, 2, 122, 124
1121098.7.peg.3604.site.2, 8, 122, 130
1121098.7.peg.3604.site.3, 52, 122, 174
1121098.7.peg.3604.site.4, 1, 122, 123
1121098.7.peg.3604.site.5, 11, 122, 133
1121098.7.peg.3604.site.6, 0, 122, 122
1121098.7.peg.3604.site.7, 9, 122, 131
1121098.7.peg.3604.site.8, 9, 122, 131
1121098.7.peg.3604.site.9, 108, 122, 230
1121098.7.peg.3604.site.10, 32, 121, 153
1121098.7.peg.3604.site.11, 118, 122, 240
1121098.7.peg.3604.site.12, 3, 121, 124
1121098.7.peg.3604.site.13, 22, 121, 143
1121098.7.peg.3604.site.14, 0, 122, 122
1121098.7.peg.3604.site.15, 2, 122, 124
1121098.7.peg.3604.site.16, 3, 122, 125
1121098.7.peg.3604.site.17, 2, 122, 124
1121098.7.peg.3604.site.18, 0, 122, 122
1121098.7.peg.3604.site.19, 2, 122, 124
1121098.7.peg.3604.site.20, 3, 122, 125
1121098.7.peg.3604.site.21, 17, 121, 138
1121098.7.peg.3604.site.22, 1, 121, 122
1121098.7.peg.3604.site.23, 58, 122, 180
1121098.7.peg.3604.site.24, 3, 122, 125
1121098.7.peg.3604.site.25, 15, 121, 136
1121098.7.peg.3604.site.26, 0, 120, 120
1121098.7.peg.3604.site.27, 1, 120, 121
1121098.7.peg.3604.site.28, 2, 120, 122
1121098.7.peg.3604.site.29, 75, 117, 192
1121098.7.peg.3604.site.30, 8, 113, 121
1121098.7.peg.4052.site.1, 24, 126, 150
1121098.7.peg.4052.site.2, 0, 126, 126
1121098.7.peg.4052.site.3, 68, 126, 194
1121098.7.peg.4052.site.4, 0, 126, 126
1121098.7.peg.4052.site.5, 4, 126, 130
1121098.7.peg.4052.site.6, 6, 126, 132
1121098.7.peg.4052.site.7, 4, 126, 130
1121098.7.peg.4052.site.8, 0, 126, 126
1121098.7.peg.4052.site.9, 0, 126, 126
1121098.7.peg.4052.site.10, 105, 126, 231
1121098.7.peg.4052.site.11, 0, 126, 126
1121098.7.peg.4052.site.12, 1, 125, 126
1121098.7.peg.4052.site.13, 64, 125, 189
1121098.7.peg.4052.site.14, 22, 125, 147
1121098.7.peg.4052.site.15, 10, 126, 136
1121098.7.peg.4052.site.16, 60, 126, 186
1121098.7.peg.4052.site.17, 2, 126, 128
1121098.7.peg.4052.site.18, 7, 126, 133
1121098.7.peg.4052.site.19, 0, 126, 126
1121098.7.peg.3918.site.1, 1, 126, 127
1121098.7.peg.3918.site.2, 59, 126, 185
1121098.7.peg.3918.site.3, 1, 126, 127
1121098.7.peg.3918.site.4, 16, 122, 138
1121098.7.peg.3918.site.5, 22, 126, 148
1121098.7.peg.3918.site.6, 0, 126, 126
1121098.7.peg.3918.site.7, 1, 126, 127
1121098.7.peg.3918.site.8, 28, 126, 154
1121098.7.peg.3918.site.9, 2, 126, 128
1121098.7.peg.3918.site.10, 0, 126, 126
1121098.7.peg.3918.site.11, 5, 125, 130
1121098.7.peg.3918.site.12, 11, 126, 137
1121098.7.peg.3918.site.13, 0, 126, 126
1121098.7.peg.3918.site.14, 1, 126, 127
1121098.7.peg.3918.site.15, 22, 126, 148
1121098.7.peg.3918.site.16, 12, 125, 137
1121098.7.peg.3918.site.17, 61, 124, 185
1121098.7.peg.3918.site.18, 61, 125, 186
1121098.7.peg.3918.site.19, 10, 126, 136
1121098.7.peg.3918.site.20, 4, 126, 130
1121098.7.peg.3918.site.21, 4, 126, 130
1121098.7.peg.3918.site.22, 3, 126, 129
1121098.7.peg.3919.site.1, 2, 126, 128
1121098.7.peg.3919.site.2, 126, 126, 252
1121098.7.peg.3919.site.3, 6, 126, 132
1121098.7.peg.3919.site.4, 2, 126, 128
1121098.7.peg.3919.site.5, 101, 125, 226
1121098.7.peg.3919.site.6, 0, 126, 126
1121098.7.peg.3919.site.7, 103, 126, 229
1121098.7.peg.3916.site.1, 19, 125, 144
1121098.7.peg.3916.site.2, 14, 126, 140
1121098.7.peg.3916.site.3, 12, 126, 138
1121098.7.peg.3916.site.4, 12, 126, 138
1121098.7.peg.3916.site.5, 1, 126, 127
1121098.7.peg.3916.site.6, 2, 126, 128
1121098.7.peg.3916.site.7, 0, 126, 126
1121098.7.peg.3916.site.8, 1, 125, 126
1121098.7.peg.3916.site.9, 4, 123, 127
1121098.7.peg.3916.site.10, 64, 126, 190
1121098.7.peg.3916.site.11, 4, 126, 130
1121098.7.peg.3916.site.12, 14, 126, 140
1121098.7.peg.3916.site.13, 0, 126, 126
1121098.7.peg.3916.site.14, 0, 126, 126
1121098.7.peg.3916.site.15, 6, 126, 132
1121098.7.peg.3916.site.16, 12, 126, 138
1121098.7.peg.3916.site.17, 64, 125, 189
1121098.7.peg.3917.site.1, 7, 125, 132
1121098.7.peg.3917.site.2, 4, 126, 130
1121098.7.peg.3917.site.3, 90, 126, 216
1121098.7.peg.3917.site.4, 3, 126, 129
1121098.7.peg.3917.site.5, 4, 126, 130
1121098.7.peg.3917.site.6, 0, 126, 126
1121098.7.peg.3915.site.1, 1, 125, 126
1121098.7.peg.3915.site.2, 4, 126, 130
1121098.7.peg.3915.site.3, 7, 125, 132
1121098.7.peg.3915.site.4, 15, 126, 141
1121098.7.peg.3915.site.5, 57, 126, 183
1121098.7.peg.3915.site.6, 38, 126, 164
1121098.7.peg.3915.site.7, 4, 126, 130
1121098.7.peg.3915.site.8, 0, 125, 125
1121098.7.peg.3915.site.9, 1, 126, 127
1121098.7.peg.3915.site.10, 89, 126, 215
1121098.7.peg.3915.site.11, 0, 126, 126
1121098.7.peg.3915.site.12, 0, 126, 126
1121098.7.peg.3915.site.13, 0, 118, 118
1121098.7.peg.3915.site.14, 0, 118, 118
1121098.7.peg.3915.site.15, 0, 126, 126
