,X,Y,Z,-40.53099688
12012,232.5292771,0.007581494,-105.4226308,
12013,232.5292771,0.008181978,-102.7092728,
12014,232.5292771,0.008782463,-100.0623628,
12015,232.5292771,0.009382947,-97.48135581,
12016,232.5292771,0.009983432,-94.96569701,
12017,232.5292771,0.010583916,-92.5148244,
12018,232.5292771,0.011184401,-90.12817157,
12019,232.5292771,0.011784885,-87.8051697,
12020,232.5292771,0.01238537,-85.54524921,
12021,232.5292771,0.012985854,-83.34784106,
12022,232.5292771,0.013586339,-81.21237779,
12023,232.5292771,0.014186823,-79.13829429,
12024,232.5292771,0.014787308,-77.12502851,
12025,232.5292771,0.015387792,-75.17202193,
12026,232.5292771,0.015988277,-73.27871996,
12027,232.5292771,0.016588761,-71.44457227,
12028,232.5292771,0.017189246,-69.66903306,
12029,232.5292771,0.01778973,-67.95156121,
12030,232.5292771,0.018390215,-66.29162044,
12031,232.5292771,0.018990699,-64.68867945,
12032,232.5292771,0.019591184,-63.14221195,
12033,232.5292771,0.020191668,-61.65169676,
12034,232.5292771,0.020792153,-60.21661783,
12035,232.5292771,0.021392637,-58.83646425,
12036,232.5292771,0.021993122,-57.51073029,
12037,232.5292771,0.022593606,-56.23891534,
12038,232.5292771,0.023194091,-55.02052397,
12039,232.5292771,0.023794575,-53.85506584,
12040,232.5292771,0.02439506,-52.7420557,
12041,232.5292771,0.024995544,-51.68101339,
12042,232.5292771,0.025596029,-50.67146374,
12043,232.5292771,0.026196513,-49.71293658,
12044,232.5292771,0.026796998,-48.80496668,
12045,232.5292771,0.027397482,-47.94709371,
12046,232.5292771,0.027997967,-47.13886217,
12047,232.5292771,0.028598451,-46.37982137,
12048,232.5292771,0.029198936,-45.66952539,
12049,232.5292771,0.02979942,-45.00753297,
12050,232.5292771,0.030399905,-44.39340754,
12051,232.5292771,0.031000389,-43.8267171,
12052,232.5292771,0.031600874,-43.3070342,
12053,232.5292771,0.032201358,-42.83393589,
12054,232.5292771,0.032801843,-42.40700366,
12055,232.5292771,0.033402327,-42.02582338,
12056,232.5292771,0.034002812,-41.68998526,
12057,232.5292771,0.034603296,-41.39908382,
12058,232.5292771,0.035203781,-41.15271777,
12059,232.5292771,0.035804265,-40.95049004,
12060,232.5292771,0.03640475,-40.79200767,
12061,232.5292771,0.037005234,-40.67688179,
12062,232.5292771,0.037605719,-40.60472758,
12063,232.5292771,0.038206203,-40.57516416,
12064,232.5292771,0.038806688,-40.58781463,
12065,232.5292771,0.039407172,-40.64230595,
12066,232.5292771,0.040007657,-40.73826892,
12067,232.5292771,0.040608141,-40.87533814,
12068,232.5292771,0.041208626,-41.05315195,
12069,232.5292771,0.04180911,-41.27135238,
12070,232.5292771,0.042409595,-41.52958514,
12071,232.5292771,0.043010079,-41.82749951,
12072,232.5292771,0.043610564,-42.16474836,
12073,232.5292771,0.044211048,-42.54098807,
12074,232.5292771,0.044811533,-42.9558785,
12075,232.5292771,0.045412017,-43.40908295,
12076,232.5292771,0.046012502,-43.90026809,
12077,232.5292771,0.046612986,-44.42910396,
12078,232.5292771,0.047213471,-44.9952639,
12079,232.5292771,0.047813955,-45.59842454,
12080,232.5292771,0.04841444,-46.2382657,
12081,232.5292771,0.049014924,-46.91447042,
12082,232.5292771,0.049615409,-47.62672489,
12083,232.5292771,0.050215893,-48.37471839,
12084,232.5292771,0.050816378,-49.1581433,
12085,232.5292771,0.051416862,-49.97669502,
12086,232.5292771,0.052017347,-50.83007197,
12087,232.5292771,0.052617831,-51.71797552,
12088,232.5292771,0.053218316,-52.64010997,
12089,232.5292771,0.0538188,-53.59618252,
12090,232.5292771,0.054419285,-54.58590322,
12091,232.5292771,0.055019769,-55.60898497,
12092,232.5292771,0.055620254,-56.66514343,
12093,232.5292771,0.056220738,-57.75409704,
12094,232.5292771,0.056821223,-58.87556696,
12095,232.5292771,0.057421707,-60.02927703,
12096,232.5292771,0.058022192,-61.21495378,
12097,232.5292771,0.058622676,-62.43232635,
12098,232.5292771,0.059223161,-63.68112648,
12099,232.5292771,0.059823645,-64.96108848,
12100,232.5292771,0.06042413,-66.27194921,
12101,232.5292771,0.061024614,-67.61344802,
12102,232.5292771,0.061625099,-68.98532676,
12103,232.5292771,0.062225583,-70.38732971,
12104,232.5292771,0.062826068,-71.8192036,
12105,232.5292771,0.063426552,-73.28069751,
12106,232.5292771,0.064027037,-74.77156294,
12107,232.5292771,0.064627521,-76.29155369,
12108,232.5292771,0.065228006,-77.84042589,
12109,232.5292771,0.06582849,-79.41793794,
12110,232.5292771,0.066428975,-81.02385053,
12111,232.5292771,0.067029459,-82.65792655,
12112,232.5292771,0.067629944,-84.31993111,
12113,232.5292771,0.068230428,-86.00963152,
12114,232.5292771,0.068830913,-87.72679723,
12115,232.5292771,0.069431397,-89.47119983,
12116,232.5292771,0.070031882,-91.242613,
12117,232.5292771,0.070632366,-93.04081255,
12118,232.5292771,0.071232851,-94.86557631,
12119,232.5292771,0.071833335,-96.71668417,
12120,232.5292771,0.07243382,-98.59391803,
12121,232.5292771,0.073034304,-100.4970618,
12122,232.5292771,0.073634789,-102.4259013,
12123,232.5292771,0.074235273,-104.3802244,
12124,232.5292771,0.074835758,-106.3598209,
12125,232.5292771,0.075436242,-108.3644823,
12126,232.5292771,0.076036727,-110.3940023,
12127,232.5292771,0.076637211,-112.4481762,
12128,232.5292771,0.077237696,-114.5268012,
12129,232.5292771,0.07783818,-116.6296765,
12130,232.5292771,0.078438665,-118.7566029,
12131,232.5292771,0.079039149,-120.9073831,
12132,232.5292771,0.079639634,-123.0818216,
12133,232.5292771,0.080240118,-125.2797243,
12134,232.5292771,0.080840603,-127.5008994,
12135,232.5292771,0.081441087,-129.7451564,
12136,232.5292771,0.082041572,-132.0123065,
12137,232.5292771,0.082642056,-134.3021628,
12138,232.5292771,0.083242541,-136.6145399,
12139,232.5292771,0.083843025,-138.9492539,
12140,232.5292771,0.08444351,-141.3061229,
12141,232.5292771,0.085043994,-143.6849663,
12142,232.5292771,0.085644479,-146.0856051,
12143,232.5292771,0.086244963,-148.5078619,
12144,232.5292771,0.086845448,-150.951561,
12145,232.5292771,0.087445932,-153.4165281,
12146,232.5292771,0.088046417,-155.9025903,
12147,232.5292771,0.088646901,-158.4095764,
12148,232.5292771,0.089247386,-160.9373167,
12149,232.5292771,0.08984787,-163.4856427,
12150,232.5292771,0.090448355,-166.0543878,
12151,232.5292771,0.091048839,-168.6433863,
12152,232.5292771,0.091649324,-171.2524744,
12153,232.5292771,0.092249808,-173.8814894,
12154,232.5292771,0.092850293,-176.5302702,
12155,232.5292771,0.093450777,-179.198657,
12156,232.5292771,0.094051262,-181.8864912,
12157,232.5292771,0.094651746,-184.5936159,
12158,232.5292771,0.095252231,-187.3198752,
12159,232.5292771,0.095852715,-190.0651147,
12160,232.5292771,0.0964532,-192.8291814,
12161,232.5292771,0.097053684,-195.6119234,
12162,232.5292771,0.097654169,-198.4131901,
12163,232.5292771,0.098254653,-201.2328323,
12164,232.5292771,0.098855138,-204.070702,
12165,232.5292771,0.099455622,-206.9266524,
12166,232.5292771,0.100056107,-209.8005381,
12167,232.5292771,0.100656591,-212.6922146,
12168,232.5292771,0.101257076,-215.6015389,
12169,232.5292771,0.10185756,-218.528369,
12170,232.5292771,0.102458045,-221.4725644,
12171,232.5292771,0.103058529,-224.4339853,
12172,232.5292771,0.103659014,-227.4124935,
12173,232.5292771,0.104259498,-230.4079516,
12174,232.5292771,0.104859983,-233.4202236,
12175,232.5292771,0.105460467,-236.4491746,
12176,232.5292771,0.106060952,-239.4946705,
12177,232.5292771,0.106661436,-242.5565787,
12178,232.5292771,0.107261921,-245.6347676,
12179,232.5292771,0.107862405,-248.7291064,
12180,232.5292771,0.10846289,-251.8394658,
12181,232.5292771,0.109063374,-254.9657172,
12182,232.5292771,0.109663859,-258.1077332,
12183,232.5292771,0.110264343,-261.2653875,
12184,232.5292771,0.110864828,-264.4385548,
12185,232.5292771,0.111465312,-267.6271107,
12186,232.5292771,0.112065797,-270.830932,
12187,232.5292771,0.112666281,-274.0498963,
12188,232.5292771,0.113266766,-277.2838822,
12189,232.5292771,0.11386725,-280.5327696,
12190,232.5292771,0.114467735,-283.7964389,
12191,232.5292771,0.115068219,-287.0747719,
12192,232.5292771,0.115668704,-290.367651,
12193,232.5292771,0.116269188,-293.6749598,
12194,232.5292771,0.116869673,-296.9965827,
12195,232.5292771,0.117470157,-300.332405,
12196,232.5292771,0.118070642,-303.682313,
12197,232.5292771,0.118671126,-307.0461939,
12198,232.5292771,0.119271611,-310.4239357,
12199,232.5292771,0.119872095,-313.8154275,
12200,232.5292771,0.12047258,-317.2205591,
12201,232.5292771,0.121073064,-320.6392211,
12202,232.5292771,0.121673549,-324.0713053,
12203,232.5292771,0.122274033,-327.516704,
12204,232.5292771,0.122874518,-330.9753105,
12205,232.5292771,0.123475002,-334.447019,
12206,232.5292771,0.124075487,-337.9317245,
12207,232.5292771,0.124675971,-341.4293227,
12208,232.5292771,0.125276456,-344.9397102,
12209,232.5292771,0.12587694,-348.4627845,
12210,232.5292771,0.126477425,-351.9984438,
12211,232.5292771,0.127077909,-355.5465871,
12212,232.5292771,0.127678394,-359.1071143,
12213,232.5292771,0.128278878,-362.6799259,
12214,232.5292771,0.128879363,-366.2649233,
12215,232.5292771,0.129479847,-369.8620086,
12216,232.5292771,0.130080332,-373.4710847,
12217,232.5292771,0.130680816,-377.0920553,
12218,232.5292771,0.131281301,-380.7248247,
12219,232.5292771,0.131881785,-384.369298,
12220,232.5292771,0.13248227,-388.0253812,
12221,232.5292771,0.133082754,-391.6929808,
12222,232.5292771,0.133683239,-395.372004,
12223,232.5292771,0.134283723,-399.062359,
12224,232.5292771,0.134884208,-402.7639544,
12225,232.5292771,0.135484692,-406.4766997,
12226,232.5292771,0.136085177,-410.2005049,
12227,232.5292771,0.136685661,-413.9352808,
12228,232.5292771,0.137286146,-417.680939,
12229,232.5292771,0.13788663,-421.4373916,
12230,232.5292771,0.138487115,-425.2045513,
12231,232.5292771,0.139087599,-428.9823318,
12232,232.5292771,0.139688084,-432.770647,
12233,232.5292771,0.140288568,-436.5694118,
12234,232.5292771,0.140889053,-440.3785417,
12235,232.5292771,0.141489537,-444.1979526,
12236,232.5292771,0.142090022,-448.0275614,
12237,232.5292771,0.142690506,-451.8672853,
12238,232.5292771,0.143290991,-455.7170422,
12239,232.5292771,0.143891475,-459.5767508,
12240,232.5292771,0.14449196,-463.4463302,
12241,232.5292771,0.145092444,-467.3257003,
12242,232.5292771,0.145692929,-471.2147813,
12243,232.5292771,0.146293413,-475.1134943,
12244,232.5292771,0.146893898,-479.0217609,
12245,232.5292771,0.147494382,-482.9395032,
12246,232.5292771,0.148094867,-486.8666439,
12247,232.5292771,0.148695351,-490.8031063,
12248,232.5292771,0.149295836,-494.7488143,
12249,232.5292771,0.14989632,-498.7036924,
12250,237.2499576,0.00037568,-143.5399404,
12251,237.2499576,0.000976164,-139.8482022,
12252,237.2499576,0.001576649,-136.3296101,
12253,237.2499576,0.002177133,-132.9124193,
12254,237.2499576,0.002777618,-129.5753841,
12255,237.2499576,0.003378102,-126.3118247,
12256,237.2499576,0.003978587,-123.1193293,
12257,237.2499576,0.004579071,-119.9968398,
12258,237.2499576,0.005179556,-116.9437389,
12259,237.2499576,0.00578004,-113.9595413,
12260,237.2499576,0.006380525,-111.0437866,
12261,237.2499576,0.006981009,-108.1960036,
12262,237.2499576,0.007581494,-105.4157007,
12263,237.2499576,0.008181978,-102.7023657,
12264,237.2499576,0.008782463,-100.0554691,
12265,237.2499576,0.009382947,-97.47446754,
12266,237.2499576,0.009983432,-94.9588077,
12267,237.2499576,0.010583916,-92.50792912,
12268,237.2499576,0.011184401,-90.1212668,
12269,237.2499576,0.011784885,-87.7982532,
12270,237.2499576,0.01238537,-85.53831995,
12271,237.2499576,0.012985854,-83.34089905,
12272,237.2499576,0.013586339,-81.20542402,
12273,237.2499576,0.014186823,-79.13133063,
12274,237.2499576,0.014787308,-77.11805761,
12275,237.2499576,0.015387792,-75.16504717,
12276,237.2499576,0.015988277,-73.27174539,
12277,237.2499576,0.016588761,-71.43760253,
12278,237.2499576,0.017189246,-69.66207334,
12279,237.2499576,0.01778973,-67.9446172,
12280,237.2499576,0.018390215,-66.2846983,
12281,237.2499576,0.018990699,-64.68178576,
12282,237.2499576,0.019591184,-63.13535368,
12283,237.2499576,0.020191668,-61.64488126,
12284,237.2499576,0.020792153,-60.20985277,
12285,237.2499576,0.021392637,-58.82975764,
12286,237.2499576,0.021993122,-57.50409041,
12287,237.2499576,0.022593606,-56.23235077,
12288,237.2499576,0.023194091,-55.01404353,
12289,237.2499576,0.023794575,-53.84867859,
12290,237.2499576,0.02439506,-52.73577095,
12291,237.2499576,0.024995544,-51.67484065,
12292,237.2499576,0.025596029,-50.66541273,
12293,237.2499576,0.026196513,-49.70701721,
12294,237.2499576,0.026796998,-48.79918905,
12295,237.2499576,0.027397482,-47.94146808,
12296,237.2499576,0.027997967,-47.13339899,
12297,237.2499576,0.028598451,-46.37453123,
12298,237.2499576,0.029198936,-45.66441902,
12299,237.2499576,0.02979942,-45.00262128,
12300,237.2499576,0.030399905,-44.38870155,
12301,237.2499576,0.031000389,-43.82222796,
12302,237.2499576,0.031600874,-43.3027732,
12303,237.2499576,0.032201358,-42.82991444,
12304,237.2499576,0.032801843,-42.40323328,
12305,237.2499576,0.033402327,-42.02231571,
12306,237.2499576,0.034002812,-41.68675205,
12307,237.2499576,0.034603296,-41.3961369,
12308,237.2499576,0.035203781,-41.15006911,
12309,237.2499576,0.035804265,-40.94815167,
12310,237.2499576,0.03640475,-40.78999174,
12311,237.2499576,0.037005234,-40.67520053,
12312,237.2499576,0.037605719,-40.6033933,
12313,237.2499576,0.038206203,-40.57418927,
12314,237.2499576,0.038806688,-40.58721162,
12315,237.2499576,0.039407172,-40.64208737,
12316,237.2499576,0.040007657,-40.73844742,
12317,237.2499576,0.040608141,-40.87592644,
12318,237.2499576,0.041208626,-41.05416283,
12319,237.2499576,0.04180911,-41.27279871,
12320,237.2499576,0.042409595,-41.53147984,
12321,237.2499576,0.043010079,-41.82985558,
12322,237.2499576,0.043610564,-42.16757885,
12323,237.2499576,0.044211048,-42.54430611,
12324,237.2499576,0.044811533,-42.95969727,
12325,237.2499576,0.045412017,-43.41341568,
12326,237.2499576,0.046012502,-43.90512809,
12327,237.2499576,0.046612986,-44.43450458,
12328,237.2499576,0.047213471,-45.00121856,
12329,237.2499576,0.047813955,-45.60494669,
12330,237.2499576,0.04841444,-46.24536886,
12331,237.2499576,0.049014924,-46.92216815,
12332,237.2499576,0.049615409,-47.6350308,
12333,237.2499576,0.050215893,-48.38364616,
12334,237.2499576,0.050816378,-49.16770662,
12335,237.2499576,0.051416862,-49.98690766,
12336,237.2499576,0.052017347,-50.84094772,
12337,237.2499576,0.052617831,-51.72952822,
12338,237.2499576,0.053218316,-52.6523535,
12339,237.2499576,0.0538188,-53.60913081,
12340,237.2499576,0.054419285,-54.59957024,
12341,237.2499576,0.055019769,-55.62338471,
12342,237.2499576,0.055620254,-56.68028994,
12343,237.2499576,0.056220738,-57.77000439,
12344,237.2499576,0.056821223,-58.89224927,
12345,237.2499576,0.057421707,-60.04674846,
12346,237.2499576,0.058022192,-61.2332285,
12347,237.2499576,0.058622676,-62.45141858,
12348,237.2499576,0.059223161,-63.70105048,
12349,237.2499576,0.059823645,-64.98185853,
12350,237.2499576,0.06042413,-66.29357961,
12351,237.2499576,0.061024614,-67.63595313,
12352,237.2499576,0.061625099,-69.00872095,
12353,237.2499576,0.062225583,-70.41162738,
12354,237.2499576,0.062826068,-71.84441918,
12355,237.2499576,0.063426552,-73.30684546,
12356,237.2499576,0.064027037,-74.79865774,
12357,237.2499576,0.064627521,-76.31960986,
12358,237.2499576,0.065228006,-77.86945796,
12359,237.2499576,0.06582849,-79.44796047,
12360,237.2499576,0.066428975,-81.05487811,
12361,237.2499576,0.067029459,-82.68997378,
12362,237.2499576,0.067629944,-84.35301264,
12363,237.2499576,0.068230428,-86.04376199,
12364,237.2499576,0.068830913,-87.76199132,
12365,237.2499576,0.069431397,-89.50747223,
12366,237.2499576,0.070031882,-91.27997844,
12367,237.2499576,0.070632366,-93.07928576,
12368,237.2499576,0.071232851,-94.90517205,
12369,237.2499576,0.071833335,-96.75741722,
12370,237.2499576,0.07243382,-98.63580318,
12371,237.2499576,0.073034304,-100.5401139,
12372,237.2499576,0.073634789,-102.4701351,
12373,237.2499576,0.074235273,-104.4256548,
12374,237.2499576,0.074835758,-106.4064628,
12375,237.2499576,0.075436242,-108.4123505,
12376,237.2499576,0.076036727,-110.4431117,
12377,237.2499576,0.076637211,-112.4985417,
12378,237.2499576,0.077237696,-114.5784379,
12379,237.2499576,0.07783818,-116.6825992,
12380,237.2499576,0.078438665,-118.8108266,
12381,237.2499576,0.079039149,-120.9629227,
12382,237.2499576,0.079639634,-123.138692,
12383,237.2499576,0.080240118,-125.3379407,
12384,237.2499576,0.080840603,-127.5604767,
12385,237.2499576,0.081441087,-129.8061096,
12386,237.2499576,0.082041572,-132.0746507,
12387,237.2499576,0.082642056,-134.365913,
12388,237.2499576,0.083242541,-136.6797111,
12389,237.2499576,0.083843025,-139.0158613,
12390,237.2499576,0.08444351,-141.3741815,
12391,237.2499576,0.085043994,-143.7544911,
12392,237.2499576,0.085644479,-146.1566113,
12393,237.2499576,0.086244963,-148.5803646,
12394,237.2499576,0.086845448,-151.0255753,
12395,237.2499576,0.087445932,-153.492069,
12396,237.2499576,0.088046417,-155.979673,
12397,237.2499576,0.088646901,-158.4882161,
12398,237.2499576,0.089247386,-161.0175284,
12399,237.2499576,0.08984787,-163.5674417,
12400,237.2499576,0.090448355,-166.1377891,
12401,237.2499576,0.091048839,-168.7284052,
12402,237.2499576,0.091649324,-171.339126,
12403,237.2499576,0.092249808,-173.9697889,
12404,237.2499576,0.092850293,-176.6202328,
12405,237.2499576,0.093450777,-179.2902978,
12406,237.2499576,0.094051262,-181.9798255,
12407,237.2499576,0.094651746,-184.6886588,
12408,237.2499576,0.095252231,-187.4166419,
12409,237.2499576,0.095852715,-190.1636205,
12410,237.2499576,0.0964532,-192.9294414,
12411,237.2499576,0.097053684,-195.7139528,
12412,237.2499576,0.097654169,-198.5170042,
12413,237.2499576,0.098254653,-201.3384463,
12414,237.2499576,0.098855138,-204.1781311,
12415,237.2499576,0.099455622,-207.0359118,
12416,237.2499576,0.100056107,-209.911643,
12417,237.2499576,0.100656591,-212.8051803,
12418,237.2499576,0.101257076,-215.7163806,
12419,237.2499576,0.10185756,-218.645102,
12420,237.2499576,0.102458045,-221.5912038,
12421,237.2499576,0.103058529,-224.5545465,
12422,237.2499576,0.103659014,-227.5349916,
12423,237.2499576,0.104259498,-230.5324019,
12424,237.2499576,0.104859983,-233.5466413,
12425,237.2499576,0.105460467,-236.5775749,
12426,237.2499576,0.106060952,-239.6250687,
12427,237.2499576,0.106661436,-242.6889901,
12428,237.2499576,0.107261921,-245.7692073,
12429,237.2499576,0.107862405,-248.8655897,
12430,237.2499576,0.10846289,-251.9780079,
12431,237.2499576,0.109063374,-255.1063334,
12432,237.2499576,0.109663859,-258.2504388,
12433,237.2499576,0.110264343,-261.4101977,
12434,237.2499576,0.110864828,-264.5854848,
12435,237.2499576,0.111465312,-267.7761757,
12436,237.2499576,0.112065797,-270.9821472,
12437,237.2499576,0.112666281,-274.203277,
12438,237.2499576,0.113266766,-277.4394437,
12439,237.2499576,0.11386725,-280.690527,
12440,237.2499576,0.114467735,-283.9564075,
12441,237.2499576,0.115068219,-287.2369669,
12442,237.2499576,0.115668704,-290.5320876,
12443,237.2499576,0.116269188,-293.8416532,
12444,237.2499576,0.116869673,-297.1655481,
12445,237.2499576,0.117470157,-300.5036577,
12446,237.2499576,0.118070642,-303.8558682,
12447,237.2499576,0.118671126,-307.2220667,
12448,237.2499576,0.119271611,-310.6021415,
12449,237.2499576,0.119872095,-313.9959813,
12450,237.2499576,0.12047258,-317.4034762,
12451,237.2499576,0.121073064,-320.8245167,
12452,237.2499576,0.121673549,-324.2589945,
12453,237.2499576,0.122274033,-327.706802,
12454,237.2499576,0.122874518,-331.1678326,
12455,237.2499576,0.123475002,-334.6419803,
12456,237.2499576,0.124075487,-338.1291401,
12457,237.2499576,0.124675971,-341.6292078,
12458,237.2499576,0.125276456,-345.14208,
12459,237.2499576,0.12587694,-348.6676541,
12460,237.2499576,0.126477425,-352.2058284,
12461,237.2499576,0.127077909,-355.7565019,
12462,237.2499576,0.127678394,-359.3195743,
12463,237.2499576,0.128278878,-362.8949464,
12464,237.2499576,0.128879363,-366.4825193,
12465,237.2499576,0.129479847,-370.0821952,
12466,237.2499576,0.130080332,-373.6938771,
12467,237.2499576,0.130680816,-377.3174686,
12468,237.2499576,0.131281301,-380.952874,
12469,237.2499576,0.131881785,-384.5999985,
12470,237.2499576,0.13248227,-388.2587478,
12471,237.2499576,0.133082754,-391.9290287,
12472,237.2499576,0.133683239,-395.6107483,
12473,237.2499576,0.134283723,-399.3038148,
12474,237.2499576,0.134884208,-403.0081367,
12475,237.2499576,0.135484692,-406.7236235,
12476,237.2499576,0.136085177,-410.4501854,
12477,237.2499576,0.136685661,-414.187733,
12478,237.2499576,0.137286146,-417.9361779,
12479,237.2499576,0.13788663,-421.6954323,
12480,237.2499576,0.138487115,-425.4654088,
12481,237.2499576,0.139087599,-429.246021,
12482,237.2499576,0.139688084,-433.0371831,
12483,237.2499576,0.140288568,-436.8388097,
12484,237.2499576,0.140889053,-440.6508164,
12485,237.2499576,0.141489537,-444.4731192,
12486,237.2499576,0.142090022,-448.3056347,
12487,237.2499576,0.142690506,-452.1482804,
12488,237.2499576,0.143290991,-456.0009741,
12489,237.2499576,0.143891475,-459.8636344,
12490,237.2499576,0.14449196,-463.7361805,
12491,237.2499576,0.145092444,-467.6185321,
12492,237.2499576,0.145692929,-471.5106097,
12493,237.2499576,0.146293413,-475.4123342,
12494,237.2499576,0.146893898,-479.3236271,
12495,237.2499576,0.147494382,-483.2444107,
12496,237.2499576,0.148094867,-487.1746076,
12497,237.2499576,0.148695351,-491.1141411,
12498,237.2499576,0.149295836,-495.0629351,
12499,237.2499576,0.14989632,-499.0209141,
12500,241.9706381,0.00037568,-143.5397342,
12501,241.9706381,0.000976164,-139.8444659,
12502,241.9706381,0.001576649,-136.3237545,
12503,241.9706381,0.002177133,-132.9056332,
12504,241.9706381,0.002777618,-129.5682414,
12505,241.9706381,0.003378102,-126.3045863,
12506,241.9706381,0.003978587,-123.1121097,
12507,241.9706381,0.004579071,-119.9896849,
12508,241.9706381,0.005179556,-116.9366616,
12509,241.9706381,0.00578004,-113.9525393,
12510,241.9706381,0.006380525,-111.0368509,
12511,241.9706381,0.006981009,-108.1891228,
12512,241.9706381,0.007581494,-105.4088629,
12513,241.9706381,0.008181978,-102.69556,
12514,241.9706381,0.008782463,-100.0486858,
12515,241.9706381,0.009382947,-97.46769844,
12516,241.9706381,0.009983432,-94.95204613,
12517,241.9706381,0.010583916,-92.50116988,
12518,241.9706381,0.011184401,-90.11450603,
12519,241.9706381,0.011784885,-87.79148834,
12520,241.9706381,0.01238537,-85.53154956,
12521,241.9706381,0.012985854,-83.33412278,
12522,241.9706381,0.013586339,-81.19864243,
12523,241.9706381,0.014186823,-79.12454519,
12524,241.9706381,0.014787308,-77.11127056,
12525,241.9706381,0.015387792,-75.15826146,
12526,241.9706381,0.015988277,-73.26496463,
12527,241.9706381,0.016588761,-71.43083093,
12528,241.9706381,0.017189246,-69.65531564,
12529,241.9706381,0.01778973,-67.93787865,
12530,241.9706381,0.018390215,-66.27798461,
12531,241.9706381,0.018990699,-64.67510305,
12532,241.9706381,0.019591184,-63.12870849,
12533,241.9706381,0.020191668,-61.63828046,
12534,241.9706381,0.020792153,-60.2033036,
12535,241.9706381,0.021392637,-58.82326762,
12536,241.9706381,0.021993122,-57.49766737,
12537,241.9706381,0.022593606,-56.22600282,
12538,241.9706381,0.023194091,-55.00777902,
12539,241.9706381,0.023794575,-53.84250613,
12540,241.9706381,0.02439506,-52.72969936,
12541,241.9706381,0.024995544,-51.66887897,
12542,241.9706381,0.025596029,-50.65957021,
12543,241.9706381,0.026196513,-49.70130329,
12544,241.9706381,0.026796998,-48.79361334,
12545,241.9706381,0.027397482,-47.93604036,
12546,241.9706381,0.027997967,-47.12812922,
12547,241.9706381,0.028598451,-46.36942952,
12548,241.9706381,0.029198936,-45.65949563,
12549,241.9706381,0.02979942,-44.9978866,
12550,241.9706381,0.030399905,-44.38416612,
12551,241.9706381,0.031000389,-43.81790245,
12552,241.9706381,0.031600874,-43.2986684,
12553,241.9706381,0.032201358,-42.82604125,
12554,241.9706381,0.032801843,-42.39960274,
12555,241.9706381,0.033402327,-42.01893895,
12556,241.9706381,0.034002812,-41.68364031,
12557,241.9706381,0.034603296,-41.39330153,
12558,241.9706381,0.035203781,-41.14752155,
12559,241.9706381,0.035804265,-40.94590346,
12560,241.9706381,0.03640475,-40.78805451,
12561,241.9706381,0.037005234,-40.67358601,
12562,241.9706381,0.037605719,-40.60211329,
12563,241.9706381,0.038206203,-40.57325566,
12564,241.9706381,0.038806688,-40.58663637,
12565,241.9706381,0.039407172,-40.64188254,
12566,241.9706381,0.040007657,-40.73862513,
12567,241.9706381,0.040608141,-40.87649888,
12568,241.9706381,0.041208626,-41.05514228,
12569,241.9706381,0.04180911,-41.2741975,
12570,241.9706381,0.042409595,-41.53331037,
12571,241.9706381,0.043010079,-41.83213032,
12572,241.9706381,0.043610564,-42.17031033,
12573,241.9706381,0.044211048,-42.54750693,
12574,241.9706381,0.044811533,-42.96338007,
12575,241.9706381,0.045412017,-43.41759318,
12576,241.9706381,0.046012502,-43.90981305,
12577,241.9706381,0.046612986,-44.43970983,
12578,241.9706381,0.047213471,-45.00695696,
12579,241.9706381,0.047813955,-45.61123117,
12580,241.9706381,0.04841444,-46.25221241,
12581,241.9706381,0.049014924,-46.92958379,
12582,241.9706381,0.049615409,-47.6430316,
12583,241.9706381,0.050215893,-48.39224524,
12584,241.9706381,0.050816378,-49.17691715,
12585,241.9706381,0.051416862,-49.99674285,
12586,241.9706381,0.052017347,-50.85142082,
12587,241.9706381,0.052617831,-51.74065253,
12588,241.9706381,0.053218316,-52.66414236,
12589,241.9706381,0.0538188,-53.62159759,
12590,241.9706381,0.054419285,-54.61272836,
12591,241.9706381,0.055019769,-55.63724762,
12592,241.9706381,0.055620254,-56.69487114,
12593,241.9706381,0.056220738,-57.7853174,
12594,241.9706381,0.056821223,-58.90830766,
12595,241.9706381,0.057421707,-60.06356581,
12596,241.9706381,0.058022192,-61.25081846,
12597,241.9706381,0.058622676,-62.46979481,
12598,241.9706381,0.059223161,-63.72022666,
12599,241.9706381,0.059823645,-65.0018484,
12600,241.9706381,0.06042413,-66.31439693,
12601,241.9706381,0.061024614,-67.65761167,
12602,241.9706381,0.061625099,-69.03123453,
12603,241.9706381,0.062225583,-70.43500986,
12604,241.9706381,0.062826068,-71.86868441,
12605,241.9706381,0.063426552,-73.33200735,
12606,241.9706381,0.064027037,-74.82473021,
12607,241.9706381,0.064627521,-76.34660685,
12608,241.9706381,0.065228006,-77.89739345,
12609,241.9706381,0.06582849,-79.47684847,
12610,241.9706381,0.066428975,-81.08473263,
12611,241.9706381,0.067029459,-82.72080887,
12612,241.9706381,0.067629944,-84.38484236,
12613,241.9706381,0.068230428,-86.07660043,
12614,241.9706381,0.068830913,-87.79585259,
12615,241.9706381,0.069431397,-89.54237046,
12616,241.9706381,0.070031882,-91.31592779,
12617,241.9706381,0.070632366,-93.11630039,
12618,241.9706381,0.071232851,-94.94326615,
12619,241.9706381,0.071833335,-96.796605,
12620,241.9706381,0.07243382,-98.67609888,
