species_id	count_reads	coverage	relative_abundance	prevalence
Mesorhizobium_sp_58410	1	0.311589806	0.003226403	140
Neisseria_mucosa_61758	986	0.255359458	0.001538875	139
Neisseria_sicca_62558	534	0.222388656	0.001368839	139
Leptotrichia_sp_60101	204	0.323202225	0.000454596	139
Deinococcus_ficus_57410	2	1.226882365	0.005497404	139
Eubacterium_ramulus_59802	2	0.97168377	0.003888739	139
Lactobacillus_gasseri_55553	2	0.314994299	0.001431432	139
Olsenella_sp_62055	2	0.204012714	0.001564352	139
Sphingobium_yanoikuyae_58162	2	0.097238776	0.003567737	139
Herbaspirillum_sp_59232	1	0.407826778	0.001264725	139
Oerskovia_turbata_60940	1	0.20431396	0.004161529	139
Haemophilus_parainfluenzae_62468	21123	0.465051351	0.001700556	138
Streptococcus_oralis_58560	7050	0.040295232	0.00091335	138
Lautropia_mirabilis_62440	4922	0.361334525	0.000974416	138
Haemophilus_haemolyticus_58562	4423	0.56226564	0.000777478	138
Streptococcus_infantis_58320	205	0.088443514	0.000767996	138
Odoribacter_splanchnicus_62174	117	0.210704002	0.001567876	138
Scardovia_wiggsiae_62335	79	0.107388573	0.000704861	138
Bacteroides_thetaiotaomicron_56941	50	2.946615354	0.033870338	138
Dialister_micraerophilus_56703	5	1.154697786	0.005247305	138
Oscillospiraceae_bacterium_54867	2	0.199122545	0.000239633	138
Pantoea_sp_58264	2	0.204568123	0.000282868	138
Rothia_dentocariosa_57938	11625	0.067963016	6.07E-05	136
Rothia_aeria_57338	2006	0.118330849	0.000723276	136
Neisseria_mucosa_61504	1061	0.264679583	0.000937787	136
Streptococcus_oralis_58319	728	0.039741679	0.000196376	136
Streptococcus_oralis_59303	504	0.028494932	0.00017839	136
Roseiflexus_sp_61322	30	0.109090909	0.000472678	136
Bacteroides_sartorii_54642	9	2.597054886	0.004849493	136
Chloroflexus_sp_60801	1	1.294415758	0.009631916	136
Campylobacter_concisus_59749	243	2.289100466	0.011346248	135
Prevotella_shahii_59695	193	0.13495702	0.003716089	135
Campylobacter_concisus_59747	133	2.514331052	0.008908532	135
Actinomyces_sp_59450	114	8.334622632	0.015364517	135
Campylobacter_concisus_59748	114	2.375880194	0.006017841	135
Alloprevotella_rava_62101	100	4.061291282	0.02928336	135
Phascolarctobacterium_sp_59817	57	0.198192771	0.00499346	135
Clostridium_sp_61482	35	1.337994644	0.005044118	135
Mogibacterium_timidum_52974	28	0.273543457	0.000478324	135
Eubacterium_saphenum_61907	22	1.038282257	0.001527137	135
Eubacterium_biforme_61684	2	1.093523753	0.005760263	135
Gemella_bergeriae_60107	1	0.81057225	0.005866606	135
Lactobacillus_curvatus_54601	1	0.360458453	0.00411105	135
Stenotrophomonas_maltophilia_55906	1	0.100401606	0.000197328	135
Capnocytophaga_ochracea_58179	2653	1.620335731	0.006108518	134
Neisseria_mucosa_61632	1655	0.251223022	0.001241368	134
Streptococcus_pneumoniae_58285	782	0.030066146	0.000185062	134
Streptococcus_peroris_62455	710	0.033568312	0.000122749	134
Streptococcus_parasanguinis_58126	528	0.024045262	0.000930621	134
Capnocytophaga_sp_62448	235	1.635336243	0.001459921	134
Lachnospiraceae_oral_61854	72	0.426541345	0.003999575	134
Johnsonella_ignava_62102	14	0.412607737	0.000606876	134
Olsenella_profusa_59149	7	0.212151729	0.000396152	134
Propionibacterium_acnes_58452	3	0.104384724	0.000184153	134
Bifidobacterium_pseudocatenulatum_57754	2	2.981761217	0.003594572	134
Helicobacter_pylori_62707	2	0.464137854	0.004030326	134
Empedobacter_falsenii_61297	1	1.071381424	0.00403901	134
Ruminococcaceae_bacterium_61777	1	0.121181605	0.001722482	134
Leptotrichia_wadei_57378	11542	0.249046529	0.000974414	133
Prevotella_loescheii_57749	260	0.159153439	0.00212228	133
Prevotella_sp_59619	173	0.096205187	0.001708576	133
Cryptobacterium_curtum_61580	4	1.171147979	0.004149497	133
Prevotella_nanceiensis_44721	2693	0.168842195	0.000610746	132
Lachnospiraceae_bacterium_51870	45	0.415366656	0.001145846	132
Parascardovia_denticolens_55181	22	0.21320174	0.000841012	132
Porphyromonas_uenonis_49360	2	0.191234214	0.001255195	132
Streptococcus_mitis_58558	4039	0.069489685	0.000496782	130
Streptococcus_oralis_58559	1078	0.037717508	0.000578662	130
Staphylococcus_caprae_50972	10	0.092446777	0.000117184	130
Staphylococcus_sp_59500	5	0.085578916	0.000526752	130
Ruminococcus_champanellensis_61009	3	0.107903179	0.000533182	130
Parabacteroides_goldsteinii_56831	2	0.188760807	0.001981292	130
Ruminococcus_callidus_61479	1	0.09623797	0.000256805	130
Streptococcus_mitis_60473	11236	0.057100592	0.000273172	129
Veillonella_parvula_58184	3451	0.009664694	0.000133748	129
Prevotella_sp_58388	2240	0.131796867	0.000825103	129
Streptococcus_sp_58555	1533	0.020153647	0.000554938	129
Kingella_oralis_61952	822	0.377930759	0.003471005	129
Prevotella_histicola_56864	756	0.178190163	0.000315938	129
Selenomonas_artemidis_57866	176	0.094682231	0.002014834	129
Streptococcus_mutans_56116	65	0.035148042	7.68E-05	129
Propionibacterium_granulosum_57661	12	0.107067813	0.000608396	129
Finegoldia_magna_57293	2	0.96112703	0.004117177	129
Pseudomonas_sp_61516	2	0.118228075	0.000998737	129
Corynebacterium_freneyi_59961	1	1.140875985	0.001910947	129
Facklamia_ignava_62425	1	0.868099331	0.001644776	129
Pseudomonas_sp_60708	1	0.114935648	0.000300562	129
Streptococcus_suis_59538	1	0.007927412	0.00054511	129
Streptococcus_suis_59539	1	0.009551098	0.000169625	129
Streptococcus_mitis_61874	14043	0.031832521	0.000199285	128
Selenomonas_sp_62580	1209	0.094269341	0.000473981	128
Lactobacillus_helveticus_55908	74	0.29703916	0.000171617	128
Campylobacter_rectus_61785	43	1.598567335	0.001955785	128
Dorea_longicatena_61473	9	1.128052805	0.002430372	128
Haemophilus_paraphrohaemolyticus_58563	8739	0.479166667	0.001806415	127
Gemella_haemolysans_61816	6289	0.704420148	0.001266414	127
Neisseria_cinerea_61755	3812	0.258760863	0.000231005	127
Propionibacterium_acidifaciens_59002	6	0.111578357	9.26E-05	127
Dolosigranulum_pigrum_62423	2	1.106812447	0.001006712	127
Staphylococcus_capitis_55595	2	0.08890203	0.000440655	127
Clostridiales_bacterium_62591	1	1.301005322	0.00968095	127
Prevotella_veroralis_57831	143	0.087123393	0.00122606	126
Streptococcus_mitis_61105	5679	0.04655908	0.00058657	125
Streptococcus_sp_61819	2927	0.009274717	2.03E-05	125
Fusobacterium_periodonticum_61765	1358	0.851375073	0.00881569	125
Oribacterium_sinus_61880	279	0.199141798	0.000358019	125
Staphylococcus_epidermidis_57523	22	0.09955157	0.000491914	125
Peptostreptococcus_sp_59590	2	0.175248683	0.000472596	125
Streptococcus_marimammalium_59084	2	0.073824849	0.000591621	125
Haemophilus_somnus_55858	1	0.382860323	0.00178008	125
Neisseria_shayeganii_58362	1	0.220923762	0.001592939	125
Prevotella_stercorea_58308	1	0.106228201	9.48E-05	125
Staphylococcus_aureus_37016	1	0.092354203	0.000315789	125
Rothia_mucilaginosa_62109	13035	0.107383902	8.91E-05	124
Streptococcus_infantis_62693	2498	0.07786844	6.95E-05	124
Streptococcus_sanguinis_61395	195	0.018792446	0.001245909	124
Streptococcus_sanguinis_62464	183	0.020348544	0.000145472	124
Porphyromonas_endodontalis_34109	107	0.148478928	0.000291818	124
Tannerella_forsythia_60991	30	0.007353682	9.33E-05	124
Neisseria_sicca_58189	5167	0.229972646	0.002717259	123
Prevotella_oulorum_57625	3538	0.133059789	0.000110454	123
Streptococcus_oralis_60034	1940	0.024228214	0.000408252	123
Paraprevotella_clara_33712	16	0.209605598	0.000411956	123
Propionibacterium_acnes_50902	10	0.111273935	0.000296928	123
Gardnerella_vaginalis_58140	4	0.793474013	0.005721231	123
Clostridium_nexile_61654	1	1.308421258	0.002039579	123
Paracoccus_sp_58581	1	0.159708416	0.000670806	123
Paracoccus_sp_60887	1	0.18952949	0.000172388	123
Veillonella_atypica_58169	585	0.009878717	1.75E-05	122
Streptococcus_sanguinis_62459	437	0.019254599	0.00011769	122
Streptococcus_sinensis_60947	9	0.019659624	4.24E-05	122
Propionibacterium_sp_59454	2	0.110622066	0.000628592	122
Turicella_otitidis_62431	2	0.009878717	0.000130999	122
Proteiniclasticum_ruminis_60455	1	0.099960876	5.78E-05	122
Varibaculum_cambriense_60384	1	0.009878717	0.000140417	122
Variovorax_sp_60279	1	0.009878717	0.000233853	122
Gemella_sanguinis_57791	734	0.72730006	0.004553199	121
Streptococcus_mitis_58382	5901	0.058523409	0.000200515	120
Streptococcus_vestibularis_56030	1792	0.010104042	0.00017355	120
Neisseria_polysaccharea_61759	722	0.233593437	0.002123825	120
Atopobium_sp_59453	21	3.312559287	0.006898055	120
Selenomonas_sp_62584	14	0.099333737	0.001397893	120
Eubacteriaceae_bacterium_57013	4	1.100242277	0.016387328	120
Escherichia_albertii_56276	2	0.964997154	0.001778931	120
Streptomyces_sp_57934	1	0.009786651	4.39E-05	120
Streptococcus_sp_58554	395	0.01934656	2.33E-05	119
Prevotella_fusca_59711	183	0.144605666	0.000495454	119
Streptococcus_pneumoniae_57684	41	0.029612082	0.001167649	119
Ruminococcus_gnavus_57638	4	0.108281512	0.001584486	119
Sphingomonas_elodea_58518	1	0.099032385	0.000212476	119
Haemophilus_haemolyticus_58352	3436	0.539614764	0.000660198	118
Peptostreptococcus_stomatis_61922	50	0.183367819	0.000329661	118
Dorea_longicatena_59913	2	1.117753108	0.001016663	118
Enterococcus_gallinarum_52312	2	1.072026801	0.007977091	118
Haemophilus_sp_62278	6692	0.430981443	0.002343438	117
Streptococcus_mitis_61875	4266	0.03830259	9.16E-05	117
Streptococcus_constellatus_57767	11	0.08287796	0.000101398	117
Prevotella_sp_59962	2	0.118231495	0.00019299	117
Escherichia_coli_57907	1	1.081342607	0.005879742	117
Streptococcus_sanguinis_33519	254	0.022941511	0.000212803	115
Propionibacterium_acnes_57367	171	0.130948325	0.000106759	115
Parvimonas_micra_57958	92	0.207912458	0.000573555	112
Lactobacillus_crispatus_56887	14	0.394570707	0.001348923	112
Prevotella_oralis_57209	12	0.152107393	0.00089718	112
Phocaeicola_abscessus_52822	5	0.159404601	0.000260197	112
Peptoniphilus_rhinitidis_62391	3	0.192859233	0.000175417	112
Ideonella_sp_60254	1	0.379528181	0.001484934	112
Prevotella_amnii_56408	1	0.187289562	0.000275471	112
Leptotrichia_buccalis_61702	4744	0.357326224	0.000547188	111
Streptococcus_parasanguinis_62481	442	0.029058314	2.64E-05	111
Sphingomonas_sp_60883	12	0.097650079	0.001024965	111
Holdemania_sp_59514	2	0.411828594	0.001459151	111
Clostridiales_bacterium_59945	1	1.335598897	0.002771239	111
Streptococcus_pneumoniae_60081	4098	0.017222052	6.23E-05	110
Stomatobaculum_longum_62318	1097	0.093667931	0.000152895	110
Selenomonas_sp_62361	100	0.094875698	0.000470265	110
Parabacteroides_distasonis_56985	74	0.196868009	0.000592425	110
Streptococcus_anginosus_58223	40	0.079312257	7.01E-05	110
Escherichia_fergusonii_56914	4	1.092440386	0.006207618	110
Stenotrophomonas_maltophilia_62375	2	0.082190448	0.000151515	110
Mitsuaria_sp_61803	1	0.302587519	0.000910561	110
Myxococcus_xanthus_46080	1	0.268256609	0.003805794	110
Streptococcus_mitis_58330	7727	0.065434717	0.000201821	109
Streptococcus_pneumoniae_60082	2153	0.010697591	6.08E-05	108
Streptococcus_sp_62351	642	0.010715043	0.000156794	107
Streptococcus_sp_62364	374	0.009702209	0.000144508	107
Neisseria_subflava_61760	1875	0.20410848	0.000805142	105
Kingella_denitrificans_62453	696	0.381558993	0.000247548	105
Streptococcus_pseudopneumoniae_60471	609	0.020321504	0.000499636	105
Prevotella_multiformis_62454	29	0.16352965	0.000732742	105
Streptococcus_mitis_58304	489	0.062863032	0.000115885	104
Atopobium_parvulum_59960	217	3.52932359	0.009517582	104
Afipia_broomeae_57107	7	5.011890606	0.003556997	104
Acinetobacter_sp_59235	2	61.09331085	0.108320932	104
Weissella_confusa_59158	2	0.009462245	1.77E-05	104
Xanthomonas_campestris_57487	2	0.007120105	6.60E-05	104
Streptococcus_australis_62469	5119	0.093397746	0.000757104	103
Streptococcus_sobrinus_56802	50	0.01982357	0.000137837	103
Selenomonas_sp_62699	4	0.094263566	0.000169699	103
Porphyromonas_uenonis_61926	2	0.191196994	0.000312092	103
Propionibacterium_avidum_56659	2	0.111015077	0.000548396	103
Pseudomonas_cichorii_60533	1	0.117553771	0.000639192	103
Corynebacterium_matruchotii_57066	41532	1.435560054	0.015068082	102
Selenomonas_noxia_56778	3605	0.094154531	0.000756257	102
Faecalibacterium_prausnitzii_57453	29	1.142375169	0.006884305	102
Lactobacillus_buchneri_57242	1	0.43438914	0.00047554	102
Pimelobacter_simplex_60993	1	0.171165092	0.000818861	102
Streptococcus_mitis_61108	2447	0.048916227	0.000288524	100
Clostridiales_bacterium_55367	1	1.196446007	0.002004026	100
Streptococcus_mitis_58557	8114	0.068897443	0.000345649	99
Actinomyces_dentalis_58667	3996	33.11744043	0.088371909	99
Haemophilus_influenzae_60134	1859	0.51998481	0.003881918	99
Prevotella_pallens_62692	760	0.1363592	0.000466256	99
Leptotrichia_sp_60099	320	0.318008785	0.000895509	99
Streptococcus_sanguinis_62457	143	0.019521718	0.000260318	99
Corynebacterium_sp_47185	3	1.183803285	0.005952102	99
Peptoniphilus_sp_58646	2	0.196624223	0.000591691	99
Prevotella_bivia_55194	2	0.173938507	0.00685866	99
Streptococcus_lutetiensis_58501	2	0.076300464	0.000401922	99
Acidovorax_sp_61324	1	75.68973702	0.061707759	99
Sphingomonas_wittichii_55547	1	0.097917284	0.000483695	99
Streptococcus_infantis_62471	2577	0.078775268	0.000684042	98
Selenomonas_infelix_62103	226	0.093060684	7.73E-05	98
Parabacteroides_merdae_56972	82	0.178547761	0.001117783	98
Prevotella_buccae_56058	32	0.169044788	0.000618147	98
Prevotella_micans_49965	14	0.143141153	0.002542144	98
Pantoea_ananatis_58251	4	0.203703704	0.000882625	98
Lactobacillus_fermentum_54035	2	0.348196591	0.000568363	98
Streptococcus_mitis_62363	765	0.037364798	0.00028651	97
Prevotella_sp_60509	243	0.13221374	0.001061952	97
Streptococcus_oralis_60033	3344	0.024833434	0.000225785	93
Prevotella_sp_61818	678	0.124068973	0.000653548	93
Streptococcus_sp_60922	1242	0.010107136	6.22E-05	90
Streptococcus_sp_61820	6235	0.01008588	2.17E-05	89
Porphyromonas_gingivalis_56101	98	0.19030303	0.001146825	89
Bradyrhizobium_japonicum_57868	1	2.245643939	0.003450385	89
Geodermatophilus_obscurus_61728	1	0.733131313	0.000548005	89
Streptococcus_mitis_61104	7228	0.041513002	0.000205765	87
Streptococcus_sp_62479	202	0.007562189	9.60E-05	87
Prevotella_scopos_59712	115	0.107612293	0.000978408	87
Streptococcus_anginosus_54555	47	0.080661939	0.000529437	87
Desulfovibrio_sp_53607	3	1.155460993	0.002048679	87
Lactobacillus_delbrueckii_56845	2	0.366169154	0.002941103	87
Anaerococcus_sp_62593	1	3.319140884	0.005559502	87
Selenomonas_sputigena_45411	1891	0.098056624	0.000185786	86
Erysipelotrichaceae_bacterium_56596	1	1.081661891	0.001656393	85
Haemophilus_parainfluenzae_62356	23080	0.488736727	0.000365324	83
Prevotella_sp_58138	1767	0.143091936	0.000539444	83
Streptococcus_tigurinus_59929	578	0.010374936	0.000424422	83
Treponema_socranskii_59148	268	0.009030465	0.000299223	83
Propionibacterium_propionicum_62297	244	0.114124294	0.001606036	83
Prevotella_copri_61740	66	0.1470981	0.00013132	83
Lactobacillus_jensenii_51108	2	0.370646026	0.000567585	83
Streptococcus_mitis_61341	4541	0.030169025	0.000298484	80
Morococcus_cerebrosus_58468	1350	0.303869048	0.003590388	80
Serratia_marcescens_43442	31	0.098561009	0.000791651	80
Selenomonas_flueggei_61981	12	0.073113208	0.000316791	80
Fusobacterium_nucleatum_57345	1811	0.960911412	0.005667777	79
Shewanella_piezotolerans_61030	7	0.089668042	6.36E-05	79
Porphyromonas_sp_57899	13602	0.17815759	0.000536121	77
Streptococcus_parasanguinis_62442	954	0.029161839	4.03E-05	77
Leptotrichia_shahii_58912	729	0.35396874	0.024574579	77
Streptococcus_sanguinis_62461	115	0.019244404	0.0001293	77
Shuttleworthia_satelles_57139	10	0.093086134	8.22E-05	77
Prevotella_denticola_56507	114	0.178433218	0.000314788	74
Streptococcus_sp_59997	2174	0.00935445	5.88E-05	71
Streptococcus_infantis_58384	761	0.068694334	0.000974576	71
Streptococcus_sp_60086	559	0.009518424	5.74E-05	71
Porphyromonas_catoniae_58136	357	0.173566731	0.000256355	71
Streptococcus_sp_61583	1305	0.010745824	8.61E-05	70
Streptococcus_sp_59452	253	0.007207207	1.57E-05	70
Streptococcus_sp_62701	755	0.008217625	1.34E-05	69
Streptococcus_sanguinis_62458	111	0.017663172	0.000208701	69
Haemophilus_haemolyticus_58351	11330	0.607125136	0.000896713	67
Streptococcus_sanguinis_62465	917	0.019490851	8.73E-05	67
Streptococcus_oralis_62531	1999	0.027777778	0.000287629	66
Streptococcus_anginosus_58303	185	0.084903864	0.000363702	66
Prevotella_baroniae_56661	13	0.175527678	0.001306124	66
Prevotella_buccalis_62098	1	0.165311653	0.000898873	66
Alistipes_onderdonkii_55464	14	4.653446957	0.007253836	63
Lactobacillus_gasseri_55805	2	0.407625915	0.000602056	63
Veillonella_parvula_57794	5975	0.005116096	9.21E-06	61
Streptococcus_parasanguinis_58487	1900	0.027550711	7.76E-05	59
Synechococcus_sp_61246	19	0.009486326	7.87E-06	59
Sutterella_wadsworthensis_56828	8	0.010192754	1.90E-05	59
Synergistetes_bacterium_62033	3	0.009889999	1.74E-05	59
Synechococcus_sp_61245	2	0.010192754	1.66E-05	59
Corynebacterium_durum_58387	465	0.976546228	0.024604046	55
Acinetobacter_junii_57406	35	54.73385855	0.03884526	55
Streptococcus_oligofermentans_60032	137	0.033157792	0.0001327	54
Streptococcus_mitis_58331	3388	0.064504205	0.000228545	53
Streptococcus_pseudopneumoniae_60472	2635	0.019915443	7.86E-05	52
Streptococcus_sanguinis_62466	343	0.016238559	6.35E-05	51
Streptococcus_sanguinis_62463	110	0.014226016	6.52E-05	47
Treponema_sp_60847	21	0.010004953	0.000115004	47
Streptococcus_mitis_59739	4658	0.056087038	0.000450496	43
Streptococcus_pneumoniae_60083	1813	0.025563149	0.000268319	43
Treponema_maltophilum_59146	8	0.00814427	4.04E-05	43
Streptococcus_sp_60488	1918	0.010358974	1.84E-05	42
Treponema_medium_59147	25	0.005914291	1.10E-05	42
Streptococcus_agalactiae_55593	5	0.080532849	0.000317676	42
Streptococcus_oralis_58561	1114	0.023519617	4.39E-05	41
Actinomyces_sp_59161	223	7.946924758	0.005640025	41
Pseudomonas_mendocina_57420	2	0.116988608	0.004292367	40
Streptococcus_sp_59302	267	0.017563633	0.000125562	37
Streptococcus_sanguinis_62462	256	0.019764799	0.000233532	37
Treponema_denticola_58011	39	0.0060588	9.02E-05	35
Streptococcus_sp_62585	331	0.011125946	5.50E-05	34
Streptococcus_salivarius_58037	1462	0.019690577	4.30E-05	31
Streptococcus_sp_59334	6279	0.007991527	7.49E-05	27
Streptococcus_salivarius_58022	605	0.017899761	8.20E-05	25
Serratia_marcescens_58205	67	0.095812494	0.000410432	24
Veillonella_sp_62611	6548	0.005638379	3.79E-05	19
Streptococcus_pneumoniae_60080	2926	0.023126911	0.000344459	19
Escherichia_coli_53492	1	1.035870784	0.00501355	19
Tannerella_sp_60461	1785	0.008097986	9.24E-05	18
Shewanella_putrefaciens_56759	1	0.086358796	0.000345613	18
Treponema_lecithinolyticum_60106	17	0.009838646	4.53E-05	16
Streptococcus_mitis_59293	1224	0.052963302	0.001127057	15
Streptococcus_sanguinis_62467	278	0.019792279	5.58E-05	15
Treponema_socranskii_50175	193	0.009210268	3.63E-05	15
Streptococcus_thermophilus_54772	246	0.007120478	6.47E-05	13
Streptococcus_parasanguinis_58381	353	0.026666667	0.000144999	12
Streptococcus_mitis_60170	6121	0.059729064	0.000484178	11
Subdoligranulum_sp_62068	5	0.006037893	2.89E-05	11
Streptomyces_sp_61566	1	0.006766604	3.85E-05	11
Subdoligranulum_variabile_61478	1	0.006766604	2.09E-05	11
Prevotella_albensis_47375	1	0.151609824	0.000694944	7
Streptococcus_sanguinis_62460	939	0.017372993	0.000117523	6
Streptococcus_anginosus_58032	370	0.088579563	0.000805363	6
Streptococcus_pseudopneumoniae_58459	6495	0.020820123	2.51E-05	5
Streptococcus_mitis_60171	4158	0.058760055	0.000284395	5
Streptococcus_oralis_57687	714	0.028606265	5.27E-05	5
Streptococcus_salivarius_58024	77	0.019399311	0.000179946	5
Streptococcus_tigurinus_42919	822	0.008452042	0.000212949	4
Treponema_denticola_33246	17	0.005727377	2.77E-05	4
Treponema_putidum_61019	4	0.008764156	4.34E-05	3
Streptococcus_sobrinus_57517	3	0.019980218	3.26E-05	3
Coprococcus_eutactus_61480	2	1.448115942	0.009729677	3
Streptococcus_sp_62700	617	0.005562298	1.72E-05	2
Veillonella_sp_62586	9	0.006721277	1.32E-05	2
Thiobacillus_denitrificans_61140	2	0.004385965	1.60E-05	2
Thiomonas_sp_59285	1	0.007307938	2.59E-05	2
