"species_id","midas_number"
"Burkholderia_sp_60616","60616"
"Comamonadaceae_bacterium_60617","60617"
"Acetobacter_aceti_60614","60614"
"Hylemonella_gracilis_60615","60615"
"Magnetobacterium_sp_60612","60612"
"Accumulibacter_sp_60613","60613"
"Photobacterium_phosphoreum_60610","60610"
"Actibacterium_mucosum_60611","60611"
"Comamonadaceae_bacterium_60618","60618"
"Phaeomarinobacter_ectocarpi_60619","60619"
"Oceanobacillus_sp_62618","62618"
"Cellulomonas_carbonis_62619","62619"
"Vibrio_sinaloensis_62614","62614"
"Acetobacter_pomorum_62615","62615"
"Ignavibacterium_album_62616","62616"
"Imtechella_halotolerans_62617","62617"
"Arcobacter_sp_62610","62610"
"Veillonella_sp_62611","62611"
"Parvimonas_sp_62612","62612"
"Vibrio_brasiliensis_62613","62613"
"Enterococcus_phoeniculicola_44056","44056"
"Enterococcus_moraviensis_44057","44057"
"Enterococcus_gilvus_44054","44054"
"Enterococcus_caccae_44055","44055"
"Microbacterium_sp_40026","40026"
"Enterococcus_haemoperoxidus_44058","44058"
"Enterococcus_pallens_44059","44059"
"Pseudobutyrivibrio_ruminis_59911","59911"
"Clostridium_cadaveris_59910","59910"
"Desulfurobacterium_sp_59289","59289"
"Prevotella_sp_59288","59288"
"Thiomonas_sp_59285","59285"
"Thioalkalivibrio_sp_59284","59284"
"Oxalobacteraceae_bacterium_59287","59287"
"Thiomonas_sp_59286","59286"
"Mycobacterium_sp_59281","59281"
"Variovorax_paradoxus_59280","59280"
"Bradyrhizobium_sp_59283","59283"
"Arthrobacter_sp_59282","59282"
"Brochothrix_thermosphacta_50755","50755"
"Pseudoalteromonas_sp_61390","61390"
"Sagittula_stellata_61391","61391"
"Rhodobacteraceae_bacterium_61392","61392"
"Algoriphagus_sp_61393","61393"
"Roseobacter_sp_61394","61394"
"Streptococcus_sanguinis_61395","61395"
"Pseudomonas_putida_61396","61396"
"Actinocatenispora_sera_61397","61397"
"Stenotrophomonas_maltophilia_61398","61398"
"Thermosipho_melanesiensis_61399","61399"
"Devosia_riboflavina_61578","61578"
"Thermobispora_bispora_61579","61579"
"Rhodobacteraceae_bacterium_61574","61574"
"Streptococcus_gordonii_61575","61575"
"Pedobacter_oryzae_61576","61576"
"Gordonia_kroppenstedtii_61577","61577"
"Acinetobacter_sp_61570","61570"
"Ilumatobacter_coccineum_61571","61571"
"Rickettsia_hoogstraalii_61572","61572"
"Streptomyces_griseoflavus_61573","61573"
"Enterobacter_aerogenes_55704","55704"
"Mobiluncus_mulieris_55708","55708"
"Porphyromonadaceae_bacterium_52280","52280"
"Bacillus_simplex_60379","60379"
"Sulfitobacter_sp_60378","60378"
"Corynebacterium_tuscaniense_60375","60375"
"Arthrobacter_albus_60374","60374"
"Endolissoclinum_faulkneri_60377","60377"
"Thalassobacillus_devorans_60376","60376"
"Pelagibacter_ubique_60371","60371"
"Sediminibacterium_salmoneum_60370","60370"
"Contendobacter_odensis_60373","60373"
"Pelagibacter_ubique_60372","60372"
"Ralstonia_solanacearum_57703","57703"
"Pseudoalteromonas_sp_57707","57707"
"Clostridium_termitidis_57708","57708"
"Bifidobacterium_pseudolongum_57709","57709"
"Ruminococcus_lactaris_55568","55568"
"Streptomyces_pluripotens_51883","51883"
"Blautia_hansenii_56031","56031"
"Streptococcus_vestibularis_56030","56030"
"Bacillus_cereus_56036","56036"
"Colwellia_psychrerythraea_61116","61116"
"Neptunomonas_sp_60119","60119"
"Thermoactinomyces_daqus_60118","60118"
"Burkholderia_caribensis_60111","60111"
"Pseudomonas_pelagia_60110","60110"
"Clostridium_sp_60113","60113"
"Helicobacter_fennelliae_60112","60112"
"Catenovulum_agarivorans_60115","60115"
"Actinomyces_sp_60114","60114"
"Weissella_oryzae_60117","60117"
"Azotobacter_chroococcum_60116","60116"
"Cobetia_marina_61117","61117"
"Halobacillus_trueperi_46025","46025"
"Ornithobacterium_rhinotracheale_49033","49033"
"Desulfuromonas_acetoxidans_61114","61114"
"Bacteroides_rodentium_59708","59708"
"Bacteroides_faecichinchillae_59709","59709"
"Myxococcus_stipitatus_59878","59878"
"Rhodococcus_triatomae_59879","59879"
"Acidovorax_sp_59876","59876"
"Acetobacter_okinawensis_59701","59701"
"Spiroplasma_syrphidicola_59874","59874"
"Acidovorax_sp_59875","59875"
"Prevotella_falsenii_59704","59704"
"Spiroplasma_chrysopicola_59873","59873"
"Hepatobacter_penaei_59870","59870"
"Bacillus_sonorensis_59871","59871"
"Borrelia_valaisiana_53629","53629"
"Pectobacterium_wasabiae_54935","54935"
"Rhodococcus_pyridinivorans_54937","54937"
"Cloacibacillus_evryensis_54931","54931"
"Campylobacter_jejuni_54938","54938"
"Chloroflexus_aurantiacus_46905","46905"
"Synechococcus_sp_61221","61221"
"Prevotella_micans_49965","49965"
"Sphaerochaeta_coccoides_62265","62265"
"Glomeribacter_gigasporarum_58478","58478"
"Hippea_maritima_62267","62267"
"Massilia_consociata_62266","62266"
"Herbaspirillum_seropedicae_62261","62261"
"Planctomyces_brasiliensis_62260","62260"
"Succinivibrionaceae_bacterium_62263","62263"
"Burkholderia_sp_62262","62262"
"Ensifer_adhaerens_58471","58471"
"Brachybacterium_paraconglomeratum_58470","58470"
"Amycolatopsis_nigrescens_58473","58473"
"Acetobacterium_dehalogenans_58472","58472"
"Haliscomenobacter_hydrossis_62269","62269"
"Succinispira_mobilis_58474","58474"
"Pedobacter_kyungheensis_58477","58477"
"Bdellovibrio_bacteriovorus_58476","58476"
"Nocardia_sp_59340","59340"
"Methylobacterium_sp_59341","59341"
"Terracoccus_sp_59342","59342"
"Sulfurimonas_sp_59343","59343"
"Hydrocarboniphaga_effusa_59344","59344"
"Dokdonia_donghaensis_34594","34594"
"Corynebacterium_terpenotabidum_59433","59433"
"Secondary_endosymbiont_59430","59430"
"Acinetobacter_sp_43453","43453"
"Helicobacter_pylori_59431","59431"
"Filifactor_alocis_61761","61761"
"Neisseria_subflava_61760","61760"
"Veillonella_dispar_61763","61763"
"Gemella_haemolysans_61762","61762"
"Fusobacterium_periodonticum_61765","61765"
"Eikenella_corrodens_61764","61764"
"Bacteroides_coprophilus_61767","61767"
"Deinococcus_deserti_61766","61766"
"Ferrimonas_balearica_61769","61769"
"Mycobacterium_vulneris_61768","61768"
"Pedobacter_sp_59865","59865"
"Flavobacterium_sp_59864","59864"
"Planomicrobium_glaciei_59867","59867"
"Rhodococcus_rhodnii_59866","59866"
"Asaia_platycodi_59713","59713"
"Pseudoalteromonas_luteoviolacea_59860","59860"
"Acidovorax_sp_59863","59863"
"Rhodococcus_sp_59862","59862"
"Lyngbya_sp_61185","61185"
"Microscilla_marina_61184","61184"
"Synechococcus_sp_61187","61187"
"Nodularia_spumigena_61186","61186"
"Robiginitalea_biformata_61181","61181"
"Psychroflexus_torquis_61180","61180"
"Maribacter_sp_61183","61183"
"Polaribacter_sp_61182","61182"
"Erythrobacter_litoralis_61189","61189"
"Lentisphaera_araneosa_61188","61188"
"Burkholderia_sp_61989","61989"
"Segniliparus_rotundus_61988","61988"
"Deferribacter_desulfuricans_61985","61985"
"Acidobacteria_bacterium_61984","61984"
"Dechlorosoma_suillum_61987","61987"
"Starkeya_novella_61986","61986"
"Selenomonas_flueggei_61981","61981"
"Granulicatella_adiacens_61980","61980"
"Legionella_longbeachae_61983","61983"
"Thermocrinis_albus_61982","61982"
"Hyphomonas_neptunium_43067","43067"
"Dermacoccus_nishinomiyaensis_56168","56168"
"Streptococcus_tigurinus_42919","42919"
"Saccharopolyspora_rectivirgula_42917","42917"
"Azotobacter_vinelandii_42916","42916"
"Thermus_tengchongensis_60586","60586"
"Kutzneria_albida_60587","60587"
"Streptacidiphilus_oryzae_60584","60584"
"Streptomyces_yeochonensis_60585","60585"
"Roseivivax_halodurans_60582","60582"
"Roseivivax_isoporae_60583","60583"
"Kitasatospora_azatica_60580","60580"
"Kitasatospora_mediocidica_60581","60581"
"Vibrio_alginolyticus_56932","56932"
"Francisella_philomiragia_56930","56930"
"Vibrio_scophthalmi_56931","56931"
"Pseudomonas_putida_60588","60588"
"Flavobacterium_succinicans_60589","60589"
"Leptospira_borgpetersenii_53012","53012"
"Pseudoalteromonas_haloplanktis_57040","57040"
"Thermoanaerobacterium_thermosaccharolyticum_57043","57043"
"Desulfotignum_balticum_57514","57514"
"Comamonas_aquatica_57513","57513"
"Borrelia_garinii_57511","57511"
"Yersinia_aldovae_57048","57048"
"Gordonia_hirsuta_58866","58866"
"Gordonia_shandongensis_58867","58867"
"Glaciibacter_superstes_58864","58864"
"Glycomyces_arizonensis_58865","58865"
"Peptoniphilus_sp_58646","58646"
"Glaciecola_punicea_58863","58863"
"Geothrix_fermentans_58860","58860"
"Anaerococcus_sp_58645","58645"
"Clostridiales_bacterium_58648","58648"
"Coriobacteriaceae_bacterium_58649","58649"
"Gracilibacillus_lacisalsi_58868","58868"
"Gracilimonas_tropica_58869","58869"
"Fervidobacterium_islandicum_61052","61052"
"Streptomyces_gancidicus_52720","52720"
"Streptococcus_sanguinis_62458","62458"
"Streptococcus_sanguinis_62459","62459"
"Streptococcus_sanguinis_62456","62456"
"Streptococcus_sanguinis_62457","62457"
"Prevotella_multiformis_62454","62454"
"Streptococcus_peroris_62455","62455"
"Eubacterium_sulci_62452","62452"
"Kingella_denitrificans_62453","62453"
"Enterococcus_italicus_62450","62450"
"Actinomyces_neuii_62451","62451"
"Streptomyces_sp_60638","60638"
"Streptomyces_sp_60639","60639"
"Actinosporangium_sp_60634","60634"
"Glycomyces_sp_60635","60635"
"Nocardia_sp_60636","60636"
"Saccharothrix_sp_60637","60637"
"Sphingobium_sp_60630","60630"
"Oceanobacillus_sp_60631","60631"
"Flavihumibacter_sp_60632","60632"
"Pseudomonas_sp_60633","60633"
"Leucobacter_chromiiresistens_62184","62184"
"Lactobacillus_sanfranciscensis_62185","62185"
"Mucilaginibacter_paludis_62186","62186"
"Gluconacetobacter_hansenii_62187","62187"
"Intrasporangium_calvum_62180","62180"
"Streptomyces_sp_62181","62181"
"Thioalkalivibrio_thiocyanodenitrificans_62182","62182"
"Thioalkalivibrio_thiocyanoxidans_62183","62183"
"Lysinibacillus_sphaericus_54092","54092"
"Bartonella_bacilliformis_54763","54763"
"Asticcacaulis_biprosthecum_62188","62188"
"Alteromonas_sp_62189","62189"
"Rickettsia_canadensis_54767","54767"
"Staphylococcus_sp_54766","54766"
"Helicobacter_pylori_62678","62678"
"Helicobacter_pylori_62679","62679"
"Helicobacter_pylori_62672","62672"
"Helicobacter_pylori_62673","62673"
"Helicobacter_pylori_62670","62670"
"Helicobacter_pylori_62671","62671"
"Helicobacter_pylori_62676","62676"
"Helicobacter_pylori_62677","62677"
"Helicobacter_pylori_62674","62674"
"Helicobacter_pylori_62675","62675"
"Thiothrix_lacustris_59119","59119"
"Thiothrix_flexilis_59118","59118"
"Thiobacillus_denitrificans_59115","59115"
"Thermus_islandicus_59114","59114"
"Thiothrix_disciformis_59117","59117"
"Thiobacillus_thioparus_59116","59116"
"Thermomonas_fusca_59111","59111"
"Thermodesulfovibrio_thiophilus_59110","59110"
"Thermus_igniterrae_59113","59113"
"Thermus_antranikianii_59112","59112"
"Rhodococcus_rhodnii_61378","61378"
"Roseiflexus_castenholzii_61379","61379"
"Bartonella_tribocorum_61376","61376"
"Corynebacterium_minutissimum_61377","61377"
"Verrucomicrobiae_bacterium_61374","61374"
"Helicobacter_acinonychis_61375","61375"
"Mesorhizobium_sp_61372","61372"
"Fervidobacterium_nodosum_61373","61373"
"Mesorhizobium_sp_61370","61370"
"Mesorhizobium_sp_61371","61371"
"Methylobacterium_populi_61518","61518"
"Acholeplasma_laidlawii_61519","61519"
"Bacillus_selenitireducens_61512","61512"
"Pelagibacter_sp_61513","61513"
"Azorhizobium_caulinodans_61510","61510"
"Methylomarinum_vadi_61511","61511"
"Pseudomonas_sp_61516","61516"
"Streptomyces_megasporus_61517","61517"
"Ruegeria_sp_61514","61514"
"Aeromonas_bivalvium_61515","61515"
"Streptomyces_sp_60061","60061"
"Streptomyces_violaceusniger_60060","60060"
"Thermosinus_carboxydivorans_61457","61457"
"Desulfovibrio_sp_60063","60063"
"Corynebacterium_ureicelerivorans_61456","61456"
"Ponticoccus_sp_60790","60790"
"Massilia_sp_60797","60797"
"Spirochaeta_sp_60064","60064"
"Acinetobacter_baumannii_60067","60067"
"Anaplasma_marginale_55765","55765"
"Idiomarina_sp_60794","60794"
"Streptomyces_nodosus_61459","61459"
"Listeria_monocytogenes_56580","56580"
"Roseburia_intestinalis_56239","56239"
"Stenotrophomonas_maltophilia_56584","56584"
"Eubacterium_cylindroides_56237","56237"
"Terriglobus_sp_61100","61100"
"Pseudomonas_sp_60359","60359"
"Pseudomonas_sp_60358","60358"
"Haloferula_sp_60353","60353"
"Streptomyces_albulus_60352","60352"
"Pseudomonas_taeanensis_60351","60351"
"Sporolactobacillus_laevolacticus_60350","60350"
"Leucobacter_sp_60357","60357"
"Alcaligenes_sp_60356","60356"
"Marinobacter_sp_60355","60355"
"Verrucomicrobium_sp_60354","60354"
"Prochlorococcus_sp_57728","57728"
"Aggregatibacter_actinomycetemcomitans_57720","57720"
"Pseudoxanthomonas_suwonensis_57726","57726"
"Vibrio_mimicus_57727","57727"
"Pseudomonas_sp_60137","60137"
"Prevotella_buccae_56058","56058"
"Spiribacter_sp_60135","60135"
"Haemophilus_influenzae_60134","60134"
"Kurthia_sp_60133","60133"
"Alpha_proteobacterium_60132","60132"
"Paenibacillus_forsythiae_60131","60131"
"Pseudomonas_stutzeri_60130","60130"
"Shewanella_waksmanii_60139","60139"
"Streptococcus_suis_56056","56056"
"Acidocella_facilis_57188","57188"
"Bacteroides_xylanisolvens_57185","57185"
"Vibrio_breoganii_57186","57186"
"Pseudomonas_fluorescens_57180","57180"
"Rickettsia_australis_57984","57984"
"Streptococcus_suis_57986","57986"
"Pseudomonas_syringae_57980","57980"
"Streptomyces_sp_53350","53350"
"Bacillus_cereus_57982","57982"
"Polaribacter_irgensii_57989","57989"
"Paenibacillus_sanguinis_58981","58981"
"Paenibacillus_pinihumi_58980","58980"
"Paenibacillus_terrigena_58983","58983"
"Paenibacillus_taiwanensis_58982","58982"
"Pannonibacter_phragmitetus_58985","58985"
"Streptomyces_griseus_54957","54957"
"Paraoerskovia_marina_58987","58987"
"Parabacteroides_gordonii_58986","58986"
"Paucisalibacillus_globulus_58989","58989"
"Patulibacter_americanus_58988","58988"
"Helicobacter_pylori_48366","48366"
"Neisseria_sicca_58189","58189"
"Helicobacter_pylori_58188","58188"
"Acidovorax_avenae_58182","58182"
"Clostridium_mangenotii_58185","58185"
"Veillonella_parvula_58184","58184"
"Pantoea_sp_59854","59854"
"Arthrobacter_sp_59855","59855"
"Arthrobacter_sp_59856","59856"
"Pseudomonas_sp_59857","59857"
"Acidobacteriaceae_bacterium_59850","59850"
"Acidobacteriaceae_bacterium_59851","59851"
"Acidobacteriaceae_bacterium_59852","59852"
"Anoxybacillus_flavithermus_59853","59853"
"Paenibacillus_sabinae_59858","59858"
"Aeromonas_molluscorum_59859","59859"
"Acetobacter_pasteurianus_58325","58325"
"Buttiauxella_agrestis_58324","58324"
"Paenibacillus_elgii_58327","58327"
"Oscillibacter_ruminantium_58326","58326"
"Vibrio_splendidus_58453","58453"
"Propionibacterium_acnes_58452","58452"
"Kluyvera_ascorbata_58323","58323"
"Trabulsiella_guamensis_58322","58322"
"Gamma_proteobacterium_58329","58329"
"Pusillimonas_sp_58328","58328"
"Streptococcus_pseudopneumoniae_58459","58459"
"Streptacidiphilus_carbonis_58458","58458"
"Streptomyces_bingchenggensis_62243","62243"
"Acetobacter_tropicalis_62242","62242"
"Nitratifractor_salsuginis_62241","62241"
"Thioalkalivibrio_sp_62240","62240"
"Rickettsiaceae_bacterium_62247","62247"
"Gamma_proteobacterium_62246","62246"
"Brevundimonas_diminuta_62245","62245"
"Coprococcus_sp_62244","62244"
"Winogradskyella_sp_62249","62249"
"Thiomonas_intermedia_62248","62248"
"Vibrio_sagamiensis_59582","59582"
"Vibrio_proteolyticus_59583","59583"
"Sphingobium_herbicidovorans_59580","59580"
"Sphingomonas_parapaucimobilis_59581","59581"
"Vibrio_ezurae_59586","59586"
"Xanthomonas_cassavae_59587","59587"
"Vibrio_halioticoli_59584","59584"
"Vibrio_azureus_59585","59585"
"Actinomyces_sp_59588","59588"
"Arcanobacterium_sp_59589","59589"
"Draconibacterium_orientale_59326","59326"
"Gamma_proteobacterium_59327","59327"
"Staphylococcus_vitulinus_59324","59324"
"Gillisia_sp_59325","59325"
"Halomonas_xinjiangensis_59322","59322"
"Desulfocapsa_sulfexigens_59323","59323"
"Thioalkalivibrio_sp_61749","61749"
"Thioalkalivibrio_sp_61748","61748"
"Clostridium_arbusti_61747","61747"
"Beta_proteobacterium_61746","61746"
"Actinoplanes_subtropicus_61745","61745"
"Alicyclobacillus_acidocaldarius_61744","61744"
"Pedobacter_glucosidilyticus_61743","61743"
"Helicobacter_pullorum_61742","61742"
"Clostridium_methylpentosum_61741","61741"
"Prevotella_copri_61740","61740"
"Microbacterium_gubbeenense_58945","58945"
"Nocardia_seriolae_51294","51294"
"Chlamydia_trachomatis_55246","55246"
"Methylobacterium_oryzae_55240","55240"
"Methylophilus_methylotrophus_58944","58944"
"Microbacterium_luticocti_58947","58947"
"Mesoflavibacter_zeaxanthinifaciens_58941","58941"
"Mesonia_mobilis_58942","58942"
"Bordetella_hinzii_52923","52923"
"Sulfurospirillum_sp_60838","60838"
"Sulfuricurvum_sp_60839","60839"
"Sporocytophaga_myxococcoides_60836","60836"
"Sphingopyxis_sp_60837","60837"
"Paenibacillus_sp_60834","60834"
"Paenibacillus_sp_60835","60835"
"Paenibacillus_sp_60832","60832"
"Paenibacillus_sp_60833","60833"
"Desulfosporosinus_sp_60830","60830"
"Desulfobulbus_sp_60831","60831"
"Streptomyces_avermitilis_46495","46495"
"Thermoanaerobacter_italicus_56534","56534"
"Paenibacillus_barengoltzii_56244","56244"
"Kinetoplastibacterium_blastocrithidii_43515","43515"
"Rhizobium_leguminosarum_56913","56913"
"Escherichia_fergusonii_56914","56914"
"Pseudoalteromonas_citrea_56915","56915"
"Planktothrix_agardhii_56916","56916"
"Prochlorococcus_sp_56918","56918"
"Staphylococcus_xylosus_56919","56919"
"Acinetobacter_oleivorans_57892","57892"
"Helicobacter_trogontum_57068","57068"
"Corynebacterium_matruchotii_57066","57066"
"Lactococcus_garvieae_57061","57061"
"Actinomyces_gerencseriae_58668","58668"
"Actinomyces_israelii_58669","58669"
"Eubacterium_limosum_62476","62476"
"Holophaga_foetida_62477","62477"
"Flavobacterium_sasangense_58848","58848"
"Flavobacterium_soli_58849","58849"
"Jeotgalibacillus_soli_62472","62472"
"Spirochaeta_africana_62473","62473"
"Flavobacterium_denitrificans_58844","58844"
"Flavobacterium_filum_58845","58845"
"Actinobaculum_urinale_58662","58662"
"Actinokineospora_enzanensis_58663","58663"
"Actinokineospora_inagensis_58664","58664"
"Actinomadura_atramentaria_58665","58665"
"Actinomadura_rifamycini_58666","58666"
"Actinomyces_dentalis_58667","58667"
"Clostridiales_bacterium_52743","52743"
"Streptomyces_sp_60658","60658"
"Streptomyces_sp_60659","60659"
"Streptomyces_sp_60652","60652"
"Streptomyces_sp_60653","60653"
"Streptomyces_sp_60650","60650"
"Streptomyces_sp_60651","60651"
"Streptomyces_sp_60656","60656"
"Streptomyces_sp_60657","60657"
"Streptomyces_sp_60654","60654"
"Streptomyces_sp_60655","60655"
"Fischerella_thermalis_62650","62650"
"Ruegeria_halocynthiae_62651","62651"
"Gillisia_sp_62652","62652"
"Paenibacillus_terrae_62653","62653"
"Staphylococcus_agnetis_62654","62654"
"Odyssella_thessalonicensis_62655","62655"
"Caldalkalibacillus_thermarum_62656","62656"
"Jiangella_gansuensis_62657","62657"
"Lebetimonas_sp_62658","62658"
"Vibrio_maritimus_62659","62659"
"Thiomicrospira_pelophila_59139","59139"
"Thiomicrospira_halophila_59138","59138"
"Zavarzinella_formosa_59133","59133"
"Yaniella_halotolerans_59132","59132"
"Xenophilus_azovorans_59131","59131"
"Woodsholea_maritima_59130","59130"
"Thiomicrospira_chilensis_59137","59137"
"Thiomicrospira_arctica_59136","59136"
"Zymobacter_palmae_59135","59135"
"Zooshikella_ganghwensis_59134","59134"
"Gloeocapsa_sp_58342","58342"
"Paenibacillus_darwinianus_50249","50249"
"Providencia_rettgeri_61688","61688"
"Collinsella_intestinalis_61689","61689"
"Chloroherpeton_thalassium_61682","61682"
"Citromicrobium_sp_61683","61683"
"Burkholderia_sp_61680","61680"
"Chlorobaculum_parvum_61681","61681"
"Streptobacillus_moniliformis_61686","61686"
"Ectothiorhodospira_sp_61687","61687"
"Eubacterium_biforme_61684","61684"
"Rhodothermus_marinus_61685","61685"
"Fischerella_muscicola_61354","61354"
"Halothermothrix_orenii_61355","61355"
"Rivularia_sp_61356","61356"
"Baumannia_cicadellinicola_61357","61357"
"Aureimonas_altamirensis_61350","61350"
"Erwinia_typographi_61351","61351"
"Mastigocoleus_testarum_61352","61352"
"Rhodobacter_sp_61353","61353"
"Mycobacterium_kansasii_55037","55037"
"Methylococcus_capsulatus_55034","55034"
"Listeria_grayi_55743","55743"
"Janthinobacterium_sp_61358","61358"
"Roseobacter_denitrificans_61359","61359"
"Photorhabdus_temperata_55030","55030"
"Campylobacter_peloridis_60331","60331"
"Campylobacter_lari_60330","60330"
"Leifsonia_xyli_60333","60333"
"Pseudogulbenkiania_ferrooxidans_60332","60332"
"Brevundimonas_abyssalis_60335","60335"
"Clostridium_sp_60334","60334"
"Eubacterium_sp_60337","60337"
"Prevotella_sp_60336","60336"
"Leeuwenhoekiella_sp_60339","60339"
"Leeuwenhoekiella_sp_60338","60338"
"Acinetobacter_baumannii_56211","56211"
"Rickettsia_tamurae_56215","56215"
"Anaeromusa_acidaminophila_56214","56214"
"Bacillus_acidiproducens_61530","61530"
"Elusimicrobium_minutum_61531","61531"
"Chryseobacterium_soli_61532","61532"
"Alistipes_putredinis_61533","61533"
"Anaerofustis_stercorihominis_61534","61534"
"Clostridium_bartlettii_61535","61535"
"Collinsella_stercoris_61536","61536"
"Actinosynnema_mirum_61537","61537"
"Brachybacterium_faecium_61538","61538"
"Cellulomonas_flavigena_61539","61539"
"Blastomonas_sp_60489","60489"
"Streptococcus_sp_60488","60488"
"Clostridium_argentinense_60487","60487"
"Enterococcus_sp_60486","60486"
"Defluviimonas_sp_60485","60485"
"Borrelia_persica_60484","60484"
"Borrelia_hispanica_60483","60483"
"Leifsonia_aquatica_60482","60482"
"Morganella_morganii_60481","60481"
"Ensifer_adhaerens_60480","60480"
"Pandoraea_pnomenusa_53996","53996"
"Thauera_aminoaromatica_53994","53994"
"Helicobacter_pylori_53193","53193"
"Gamma_proteobacterium_61826","61826"
"Clostridium_hathewayi_61827","61827"
"Brachyspira_hyodysenteriae_61824","61824"
"Luminiphilus_syltensis_61825","61825"
"Pseudomonas_fluorescens_61822","61822"
"Pseudomonas_fluorescens_61823","61823"
"Streptococcus_sp_61820","61820"
"Sulfurimonas_autotrophica_61821","61821"
"Cedecea_davisae_61828","61828"
"Bradyrhizobium_sp_61829","61829"
"Bradyrhizobium_japonicum_56075","56075"
"Alistipes_finegoldii_56071","56071"
"Thermobifida_fusca_52029","52029"
"Streptomyces_lividans_53372","53372"
"Cronobacter_turicensis_57305","57305"
"Thalassospira_permensis_57302","57302"
"Enterobacter_cloacae_57303","57303"
"Rhodobacter_sphaeroides_57300","57300"
"Bifidobacterium_magnum_48300","48300"
"Roseomonas_gilardii_60138","60138"
"Pseudomonas_resinovorans_59010","59010"
"Pseudonocardia_acaciae_59011","59011"
"Pseudonocardia_asaccharolytica_59012","59012"
"Listeriaceae_bacterium_59832","59832"
"Listeriaceae_bacterium_59833","59833"
"Listeriaceae_bacterium_59830","59830"
"Pseudonocardia_spinosispora_59013","59013"
"Listeria_rocourtiae_59836","59836"
"Brochothrix_campestris_59837","59837"
"Listeriaceae_bacterium_59834","59834"
"Listeria_weihenstephanensis_59835","59835"
"Pseudorhodobacter_ferrugineus_59014","59014"
"Nitrospina_gracilis_59838","59838"
"Geobacter_sp_59839","59839"
"Liberibacter_crescens_59543","59543"
"Streptomyces_collinus_59540","59540"
"Pseudomonas_alcaligenes_59541","59541"
"Streptococcus_anginosus_58303","58303"
"Megasphaera_sp_58302","58302"
"Streptococcus_phocae_58301","58301"
"Actinomyces_graevenitzii_58300","58300"
"Psychrobacter_sp_58307","58307"
"Vibrio_sp_58306","58306"
"Cryobacterium_roopkundense_58305","58305"
"Streptococcus_mitis_58304","58304"
"Pelagibacter_sp_58309","58309"
"Prevotella_stercorea_58308","58308"
"Pectobacterium_carotovorum_54353","54353"
"Gallaecimonas_xiamenensis_62229","62229"
"Gamma_proteobacterium_62228","62228"
"Bacillus_subtilis_58172","58172"
"Pseudoxanthomonas_suwonensis_62221","62221"
"Isoptericola_variabilis_62220","62220"
"Moraxella_bovoculi_62223","62223"
"Sphingobacterium_sp_62222","62222"
"Ahrensia_sp_62225","62225"
"Treponema_caldaria_62224","62224"
"Alpha_proteobacterium_62227","62227"
"Roseibium_sp_62226","62226"
"Synechococcus_sp_62135","62135"
"Bartonella_melophagi_58548","58548"
"Pseudomonas_agarici_62139","62139"
"Lachnospiraceae_bacterium_62587","62587"
"Pseudomonas_fluorescens_62138","62138"
"Rhodanobacter_spathiphylli_59308","59308"
"Rhodanobacter_fulvus_59309","59309"
"Eubacterium_nodatum_59304","59304"
"Herbaspirillum_lusitanum_59305","59305"
"Rhodanobacter_sp_59306","59306"
"Pseudomonas_sp_59307","59307"
"Ruminococcus_bicirculans_59300","59300"
"Maricaulis_sp_59301","59301"
"Streptococcus_sp_59302","59302"
"Streptococcus_oralis_59303","59303"
"Treponema_pallidum_55260","55260"
"Arthrobacter_sp_55266","55266"
"Leptospira_meyeri_56688","56688"
"Thalassospira_australica_60815","60815"
"Cryobacterium_sp_60816","60816"
"Maribius_sp_60817","60817"
"Pseudomonas_sp_60810","60810"
"Phaeodactylibacter_xiamenensis_60811","60811"
"Planococcus_sp_60812","60812"
"Atelocyanobacterium_thalassa_60813","60813"
"Halomonas_titanicae_56683","56683"
"Coriobacteriaceae_bacterium_60818","60818"
"Desulfosporosinus_sp_60819","60819"
"Treponema_phagedenis_53326","53326"
"Nocardia_carnea_43534","43534"
"Prauserella_rugosa_54672","54672"
"Saccharomonospora_marina_62412","62412"
"Saccharomonospora_paurometabolica_62413","62413"
"Dysgonomonas_capnocytophagoides_58828","58828"
"Echinicola_pacifica_58829","58829"
"Delta_proteobacterium_62416","62416"
"Actinobaculum_massiliae_62417","62417"
"Saccharomonospora_xinjiangensis_62414","62414"
"Burkholderia_rhizoxinica_62415","62415"
"Desulfurispora_thermophila_58822","58822"
"Donghicola_xiamenensis_58823","58823"
"Actinobaculum_schaalii_62418","62418"
"Desulfovirgula_thermocuniculi_58821","58821"
"Dyadobacter_beijingensis_58826","58826"
"Dyadobacter_crusticola_58827","58827"
"Duganella_violaceinigra_58824","58824"
"Dyadobacter_alkalitolerans_58825","58825"
"Prochlorococcus_marinus_60670","60670"
"Streptomyces_griseofuscus_60671","60671"
"Thioalkalivibrio_sp_60672","60672"
"Burkholderiales_bacterium_60673","60673"
"Lacinutrix_sp_60674","60674"
"Scytonema_hofmanni_60675","60675"
"Rhodovulum_sp_60676","60676"
"Clostridium_sp_60677","60677"
"Sphingomonas_sp_60678","60678"
"Exiguobacterium_sp_60679","60679"
"Vibrio_tubiashii_45745","45745"
"Bacteroides_fragilis_54507","54507"
"Deferrisoma_camini_59151","59151"
"Corynebacterium_pyruviciproducens_59150","59150"
"Amycolatopsis_alba_59153","59153"
"Amycolatopsis_orientalis_59152","59152"
